@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
104.583,13.68,17.04,11.69,11.35,14.09,14.04,1325.5,123.1,233.5,12.54,439.6,312.8,1010.6,345.5,12.64
89.106,6.18,9.44,5.58,5.53,7.21,7.76,2799.6,260.6,281.2,5.79,867.9,598.3,2107.7,996.4,5.84
93.99,7.97,10.03,7.96,7.81,7.94,7.93,2528,217.9,280.4,9.58,780.2,554.2,1962.3,862.3,9.19
131.21,8.2,12.24,7.22,7.23,9.51,9.95,1858.7,165.2,259.7,7.8,602.9,431.4,1430.5,791.2,7.94
123.739,12.15,14.49,10.01,9.91,13.24,13.49,1660.9,152.3,242.3,11.49,541,383.2,1258,701.5,11.19
88.58,3.61,7.17,3.06,3.04,4.57,5.18,3118.8,322.4,385.7,2.94,1130,800.2,2207.1,1218.7,3.21
81.647,6.23,9.36,5.97,5.94,7.01,7.41,2768.4,253.6,276.1,6.32,832.8,572.1,2124.4,932.6,6.4
118.252,7.63,10.81,7.04,7.04,8.25,8.5,1953.8,168,267.2,9.55,620.4,447.7,1488.8,818.7,7.83
95.062,5.52,7.03,5.29,5.24,5.7,5.71,4128.5,426.4,399.9,5.45,1084.1,649.5,3026,1402.1,5.72
128.936,9.99,13.63,8.73,8.68,11.05,11.53,1726.2,155.8,244,9.55,549.4,389.2,1320.9,693.4,9.25
83.867,5.15,7.38,4.89,4.89,5.52,5.71,3634.3,373.8,400.9,5.57,1120.9,738.6,2649.9,1170.9,5.24
120.627,10.01,13.41,8.9,8.88,10.98,11.38,1562.3,145.7,238.3,9.27,519.9,370.1,1162.3,680.6,9.22
87.24,3.3,7.5,2.94,2.92,4.39,5.2,2984.9,299.6,343.1,2.93,1039.8,732.6,2111.5,1188.2,3.1
94.496,5.2,7.93,4.68,4.65,5.75,5.81,4570.9,491.8,355.8,5.03,1097.1,596.5,3332.9,1731.9,5.28
83.854,4.17,8.45,3.83,3.81,5.45,6.34,2869.8,269.2,295.2,4.01,909.3,632.9,2117.2,1066.5,4.08
131.433,11.41,14.29,10.33,10.29,12.19,12.34,1698.8,154.5,240.8,11.46,543.4,383.5,1292.2,686.1,11.19
104.004,5.74,9.89,5.18,5.19,6.57,6.8,2058.9,178.7,289.2,5.86,698.4,513.9,1558.9,927.5,5.69
111.061,7.52,10.51,6.96,7.04,7.91,8.06,1963.5,169.8,267.4,7.82,627.1,452.1,1494.4,823.5,7.63
87.72,4.64,8.98,4.08,4.03,6.26,7,2883.9,272.3,309.7,3.94,938.1,658.7,2118.4,1109.2,4.22
84.112,5.42,7.53,5.03,5.03,5.79,5.94,3734,391.7,400.8,5.41,1077.3,677.2,2757.6,1262.9,5.3
85.414,5.9,8.42,5.21,5.15,6.53,6.72,3686.9,382.6,412.1,5.26,1114.9,722.4,2698.9,1211,5.4
113.07,13.59,16.7,12.07,12.06,14.08,14.04,1376.8,127.3,229,13.6,449.4,317.6,1057.9,343.8,13.69
86.872,7.73,10.05,7.41,7.45,8.15,8.39,2732,238.9,279.5,8.13,819,570.9,2102.3,921.4,7.97
99.798,5.23,6.91,4.94,4.89,5.31,5.36,4327.7,444.8,371.5,5.5,1069.8,616,3178.2,1526.1,5.56
87.96,4.36,7.8,3.61,3.49,5.45,6,3175,332.6,388.2,3.31,1141.2,800.8,2219.9,1226.6,3.6
93.948,5.54,7.15,5.11,5.13,5.79,5.82,4092.4,423.7,392.3,5.58,1068,636.2,3005.9,1394.7,5.9
105.344,16.05,18.36,14.2,14.29,15.98,15.73,1287.6,120,228.7,15.33,425.3,300.9,976.7,347.2,15.32
83.141,5.17,7.08,5.03,5.03,5.29,5.44,3629.8,374,399.4,5.53,1129.4,746.9,2650.5,1149.5,5.52
96.163,5.08,7.41,4.62,4.53,5.63,5.75,4539.9,482.4,360.6,4.65,1100.3,609.3,3337.3,1694.2,4.9
81.77,7.3,9.9,7.02,7.04,7.68,7.93,2740.3,245,271.2,7.56,814.6,562.6,2108,923.1,8.04
94.236,8.36,10.21,7.99,7.98,8.33,8.26,2552.9,219,278.4,9.01,781.6,554.4,1985.4,864.1,8.83
106.149,15.53,18.63,14.21,13.81,15.59,15.39,1298.9,120.4,230.6,15.46,428.4,303.7,985.9,343.6,15.02
95.33,4.72,6.98,4.38,4.35,5.06,5.12,4495.6,473.3,375.5,4.84,1110.7,629.2,3302.7,1651,4.87
99.684,13.98,15.5,14.15,13.67,13.89,13.84,1244,118,238.6,15.43,425.7,304.1,937.5,373.7,14.8
89.145,5.85,7.92,5.17,5.1,6.41,6.58,3906.9,406.5,397.4,5.52,1064.2,649.2,2890.4,1326.7,5.6
92.76,5.23,7.76,4.66,4.65,5.71,5.77,4613.3,496.5,349,5.16,1092.9,587.7,3362.8,1747.2,5.34
90.56,9.48,11.11,8.71,8.69,9.53,9.42,2484,215.3,277.9,9.82,776.3,554.7,1922.2,881.9,9.85
94.58,5.53,7.17,5.15,5.1,5.78,5.83,4093.8,424.4,394.4,5.4,1070,637.5,3016.5,1394.8,5.88
89.166,3.6,8.07,3.15,3.09,5.06,5.95,2961,294.1,340.1,3.03,1029.9,728.3,2116.9,1187.4,3.2
85.121,3.5,8.21,2.97,2.94,4.93,5.85,2937.9,288.7,336.4,2.96,1012.5,715.6,2110.2,1179.5,3.16
87.803,3.58,7.08,3.11,3.11,4.49,5.04,3090.8,320.4,383.8,3.03,1123.4,795.4,2183.6,1216.6,3.09
112.667,14.2,16.91,12.89,13.1,14.36,14.25,1362.2,125.6,230,15.15,447.3,317.9,1043,345,14.54
95.506,4.76,6.66,4.74,4.62,4.65,4.62,4387.9,450.6,377.2,5.54,1079.7,620.4,3216.4,1540,5.53
91.191,8.05,10.12,7.73,7.7,8.36,8.39,2684.6,233.8,273.7,8.3,809.2,567.6,2066.7,914.8,8.19
93.388,5.97,7.96,5.4,5.38,6.26,6.3,4804.1,523.1,360.1,5.46,1137.7,606.2,3531.4,1725,6.48
92.008,8.12,9.96,7.94,7.92,8.01,7.99,2544.7,218.7,278.1,8.98,780.8,553.6,1979.6,864.4,8.74
92.076,5.9,7.94,5.14,5.06,6.44,6.57,3899.6,405.5,396.9,5.55,1062.2,648.3,2875.8,1322.3,5.57
93.395,8,9.95,7.63,7.66,8,7.95,2579,219.9,280.5,8.93,788.9,561.9,2007.1,876.1,8.63
77.09,6,7.87,5.63,5.64,6.27,6.41,3482.9,368.1,381.5,6,1146.6,769.6,2496.6,1086.2,5.98
85.072,7.21,9.18,5.56,5.52,7.79,7.81,3324.8,355.4,382,5.45,1145.3,781.9,2385.6,1144,5.96
90.819,5.81,7.94,5.13,5.17,6.42,6.58,3846.3,401.9,399.4,5.26,1069.5,659.2,2836.4,1306.4,5.43
119.19,9.77,13.59,8.72,8.62,10.74,11.15,1534,143.7,240,10,517.4,368.9,1139.5,685,9.08
84.533,5.59,8.08,5.02,5.01,6.21,6.42,3661.4,377.9,407.7,5.26,1116.2,729.5,2665.9,1196.4,5.31
118.107,12.23,16.44,10.03,9.7,13.24,13.59,1389.3,129.1,227,10.9,452.3,317.9,1065.3,344.3,11
103.191,5.81,10.07,5.16,5.18,6.71,7.01,2060.9,177.4,287.5,5.88,689.3,505,1558.2,909.2,5.76
90.25,5.6,7.65,5.01,5.05,6.15,6.31,3835.7,400,398.7,5.16,1072.6,664.2,2822.4,1296,5.31
122.221,11.92,14.33,9.9,9.81,12.99,13.34,1654.4,151.7,242.7,10.72,540.2,383.5,1251.5,702.8,10.69
121.833,8.06,12.17,7.14,7.17,9.35,9.82,1866.1,166.1,261.2,7.84,606.7,434.9,1435.2,801.4,7.84
100.634,14.27,15.65,13.78,13.66,14.07,14.01,1247.8,118,240.5,15.33,429.4,307.7,941.9,371.8,15.15
94.939,12.36,12.85,12.04,12.15,11.24,11.15,1138.3,106.5,262.8,13.54,390.3,280.5,873,190.5,13.16
87.191,4.99,8.32,3.85,3.85,6.08,6.56,3191.2,335.5,387,3.59,1142.3,799.2,2230.2,1224,3.84
89.817,5.65,7.58,4.94,4.99,6.2,6.33,3935.8,409.5,400,5.42,1071.8,652.9,2920.4,1329.1,5.58
87.29,4.5,8.96,4.08,4.01,6.09,6.86,2888.6,272.4,309.7,4.09,940,660.4,2120.3,1109.3,4.15
87.755,6.77,10.16,5.85,5.74,7.63,7.91,2272.9,198.6,289.6,6.66,759.2,554.6,1734.6,937.8,6.66
98.209,5.38,6.98,5,4.94,5.49,5.46,4290.6,440.4,390.5,5.88,1089.1,639.5,3150.6,1495.2,5.59
116.707,12.32,16.55,9.63,9.8,13.26,13.62,1388.2,128.8,226.3,11.15,450.8,316.6,1066.7,343.4,10.95
114.986,8.83,13.1,8.06,8.05,9.87,10.22,1435.8,134.1,233.4,8.44,479.2,341.7,1088.9,562.9,8.32
93.451,5.85,7.86,5.21,5.23,6.11,6.14,4785.1,516.1,355.7,5.44,1122.8,598.4,3520.7,1741,6.44
85.521,3.18,7.38,2.82,2.81,4.23,5.06,2984.4,302.3,349.6,2.91,1048.3,738.5,2109.2,1189.5,3.06
90.117,8.09,10.17,7.77,7.76,8.38,8.39,2627.2,225.2,278.8,8.24,797.4,565.8,2025.7,903.4,8.18
85.134,7.85,10.24,7.49,7.46,8.33,8.56,2725.9,240.5,277.7,8.08,820,570.3,2094.4,922.9,8.02
93.568,8.56,13.06,8.04,7.51,9.23,9.58,1149.4,109.3,254.2,10.74,387.1,274.1,874.3,179.5,8.96
99.32,13.21,16.35,13.82,13.57,11.81,11.67,1152.8,107.7,252.2,18.35,382.5,271.5,885.2,176.9,16.92
82.317,6.42,9.19,5.25,5.22,7.38,7.69,3289.8,352.7,384.7,4.74,1151.1,790.1,2341.3,1165.5,5.21
116.934,7.62,10.89,6.92,6.98,8.29,8.56,1948.5,168.8,263.5,7.83,619.2,445.5,1483.5,819.1,7.76
85.936,7.23,10.32,6.13,6.16,8.06,8.39,2337.3,203,288.5,6.82,769.6,560.2,1788.7,946.2,6.89
105.308,5.76,9.83,5.23,5.26,6.48,6.76,2061.2,179.2,291.3,6.02,703.1,518.3,1563.5,929.8,5.7
118.103,10.33,13.3,8.92,9.29,11.38,11.85,1611.3,148.9,240.5,9.74,529.5,376.3,1204.8,691.6,9.67
87.861,6.9,10.34,5.98,5.85,7.8,8.08,2267,198.3,289.8,6.89,758.2,554,1728.2,936.9,6.76
86.213,7.4,10.52,6.28,6.22,8.26,8.64,2332.6,203.4,288.9,7.04,772.4,562.4,1786.7,948.8,7.06
83.626,3.26,8.06,2.88,2.9,4.56,5.52,2939.6,287.9,332.7,3.2,1001.6,705.1,2107.7,1175.2,3.14
121.609,7.97,12.01,7.24,7.2,9.13,9.55,1874.2,166.8,261.1,7.89,609.5,437.5,1443,807.8,7.79
87.343,3.64,8.13,3.16,3.18,5.14,6.03,2951.7,293.3,339.1,2.94,1026.9,726,2110.2,1185.6,3.34
94.779,8.86,10.5,8.32,8.41,8.82,8.73,2505.7,216.6,279.7,9.74,774.6,551.4,1938.8,857.3,9.49
85.011,5.59,8.01,5.03,5.04,6.2,6.41,3667.2,377.9,407.5,5.22,1110.9,724.1,2675,1200.9,5.31
95.434,5.07,7.7,4.54,4.59,5.65,5.75,4549.3,489.5,361.9,5.01,1103,604.4,3322.1,1721.2,5.14
120.4,10.63,13.73,9.36,9.41,11.38,11.74,1505.4,141.1,238,9.59,510.4,363.7,1122,687,9.54
102.749,5.79,10.08,5.2,5.19,6.65,6.93,2064.6,177.7,287.3,6.08,691.4,507.2,1564.2,914.9,5.79
87.014,5.49,8.77,4.32,4.19,6.54,6.98,3191.7,337.1,386,3.7,1144.5,799.5,2230.3,1221,4.34
84.95,3.23,7.42,2.88,2.87,4.24,5.05,2998.2,303.8,357.6,2.98,1064,752.6,2118.8,1200.1,3.04
119.598,10.76,13.58,9.66,9.65,11.84,12.24,1625.4,150.2,243.3,10.13,534.9,380.4,1219.3,704.2,10.19
