@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
101.356,14.7,15.77,13.55,13.74,14.33,14.14,1249.8,117.9,239.9,15.55,428.9,307.3,942.6,371.7,15.19
118.354,7.73,10.97,6.98,6.99,8.46,8.75,1953.2,168.8,265.8,7.87,621.8,448.1,1487.8,820,7.84
116.128,7.63,10.85,6.99,7.06,8.21,8.52,1951.1,169.3,265.1,7.97,622.7,448.5,1487.3,819.3,7.72
131.564,9.55,13.42,8.43,8.41,10.67,11.09,1725.6,154.9,239.6,9,544.6,385.4,1319.5,697.2,8.7
83.915,5.41,7.83,4.95,4.97,5.9,6.06,3643,374.6,403.1,5.24,1123.5,740.2,2655.9,1175.9,5.3
83.051,6.58,9.19,5.29,5.34,7.45,7.73,3297.1,353.5,386,5.22,1152.2,790.6,2347.5,1165.7,5.44
95.172,8.27,10.17,7.88,7.82,8.29,8.18,2560,219.3,278.4,8.96,783,555.7,1995,865.7,8.82
118.297,9.92,13.6,8.83,8.79,10.95,11.36,1536.4,144.1,239.1,9.46,517.8,369,1143.6,681.9,9.14
94.595,5.55,6.99,5.3,5.27,5.71,5.72,4111.4,425.8,397.7,5.44,1080.1,646.1,3023.3,1398.8,5.92
119.88,10.05,14.96,8.1,7.93,11.19,11.29,1409.8,130.6,230.3,10.77,463.3,328.2,1081.4,354,10.15
109.783,15.03,17.66,14.74,14.06,14.88,14.58,1343.2,123.8,231,15.61,441.3,313.8,1026.9,344.9,15.52
90.875,8.14,10.16,7.74,7.74,8.44,8.47,2694.3,234.3,276.5,8.28,812.1,569.6,2071.4,915.5,8.22
112.263,7.62,10.68,6.97,7.05,8.1,8.32,1963.1,169.8,266.7,7.84,626.4,451.6,1497.5,822,7.67
91.564,8.27,10.71,7.05,7.03,8.85,9.05,2382,207.5,289.5,8.19,784.7,568.7,1826.7,952.4,8.21
86.663,9,10.68,8.14,8.11,9.12,9.1,2434.8,212.6,284.5,8.87,783.8,565,1869.9,927.4,9.4
96.064,14.24,15.07,15.2,15.01,13.13,12.89,1237.4,115.5,241.9,18.12,410.3,291.3,933.1,377.5,17.43
84.361,5.64,7.93,5.06,5.02,6.18,6.38,3684,386.4,402.4,5.18,1098.3,702.4,2707.5,1229,5.3
90.722,7.89,10.44,6.89,6.89,8.52,8.67,2369.5,206.9,290.4,7.84,784.5,568.8,1817.2,955.8,7.85
86.686,3.37,6.97,3.02,3,4.22,4.87,3051.8,313.4,371.7,2.98,1098.9,776.6,2158.5,1211.6,3.09
81.967,7.3,10.02,7.05,7.07,7.7,8,2746.1,245.8,278,7.94,823.7,570.6,2110.9,922.9,7.86
83.856,5.62,8.51,4.58,4.56,6.55,6.95,3264.7,347.4,385.7,4.74,1152.5,795.9,2305,1190.6,4.77
116.033,9.06,13.66,7.96,7.96,9.95,10.26,1421,132.4,234.7,8.84,476.6,340.6,1084.9,367.1,8.53
102.78,5.67,9.93,5.32,5.27,6.25,6.55,2047.2,176.8,287.6,5.87,686.6,502.4,1552.8,899.6,5.63
91.23,7.73,9.75,7.6,7.65,7.74,7.72,2610.5,222.7,277.1,8.47,790.6,561.8,2023.2,893.8,8.67
84.957,5.82,8.3,5.08,5.09,6.5,6.73,3673.4,380.7,408.3,5.45,1112.6,722.4,2689.4,1206.2,5.36
88.252,6.13,9.5,5.5,5.44,7.13,7.76,2784,257.3,278.5,5.78,850.8,586.3,2118.4,971.8,5.88
92.296,5.98,8.16,5.15,5.16,6.63,6.78,3888.5,403.3,396.5,5.48,1069,657.4,2857.1,1311,5.56
88.214,7.85,9.98,7.49,7.53,8.21,8.3,2707.1,236.8,276,8.05,812.8,566.8,2081.4,917.6,7.97
90.48,9.71,11.19,9.1,9,9.74,9.61,2487.7,215,279.3,9.88,777.4,556.1,1921.1,889.9,9.98
110.116,13.71,17.29,12.45,12.26,13.96,13.76,1343.6,124.3,230.1,14.07,441.8,313.7,1029.4,344.1,13.91
91.007,8.08,10.1,7.69,7.7,8.38,8.41,2680.8,233.1,275,8.26,807.9,567.4,2064.6,913.4,8.17
117.712,14.41,16.87,13.27,12.81,14.81,14.73,1384.1,127.8,225.9,14.81,446.8,314,1063,342.5,14.86
87.935,6.63,9.85,5.62,5.63,7.33,7.63,2287.2,199.8,286.2,6.6,757.5,551.4,1749,941,6.54
119.204,10.18,13.58,9.19,9.1,10.93,11.22,1500.8,140.8,238.2,9.43,509.5,363.1,1116.4,690.7,9.32
111.614,6.67,9.99,6.35,6.31,7.03,7.22,1971.5,171.1,272.3,7.39,638.9,462.4,1512.6,834,7.14
84.148,5.05,7,4.99,4.97,5.18,5.35,3627,372.8,392.9,5.44,1114.3,733.1,2640.3,1156.6,5.44
90.491,6.3,9.64,5.58,5.57,7.44,7.97,2793.7,259.3,280.5,5.79,862.4,594.6,2113.2,992.2,5.95
115.11,14.22,16.71,12.25,12.46,14.57,14.48,1376.4,127.3,228.1,14.24,448.7,316.7,1058.3,343.3,14.26
84.851,5.44,7.67,5.04,5.03,5.89,6.05,3728.5,392,403.3,5.32,1081.6,681.1,2753.1,1259.2,5.28
88.327,3.62,8.14,3.22,3.15,5.13,6.03,2959.3,294.2,338.8,2.86,1028.4,726.7,2113,1185.9,3.3
85.041,5.82,8.14,5.12,5.13,6.43,6.6,3686.1,382.2,409.6,5.53,1112.8,720.8,2700,1210.3,5.39
91.769,7.73,9.74,7.63,7.63,7.76,7.77,2596.9,221.5,277.5,8.51,789.2,561.6,2017.1,890.7,8.43
83.366,5.03,7.02,5.02,4.98,5.13,5.3,3623.8,373.1,393.4,5.61,1119.4,737.9,2640.8,1151.7,5.48
92.424,5.93,8.01,5.22,5.15,6.48,6.62,3921.9,405,393.4,5.61,1062.2,649,2885.9,1316.7,5.57
86.471,3.35,6.89,2.9,2.92,4.17,4.72,3069,317.3,375.2,3.05,1110.3,784.6,2167,1211,3.1
87.546,7.67,9.84,7.5,7.43,8.01,8.12,2717.3,237.2,275.9,8.03,814,567.6,2089.7,918.4,7.9
84.796,5.41,8.38,4.35,4.34,6.36,6.77,3247.8,344.5,384.3,4.28,1150,795.8,2282.9,1200.2,4.4
110.476,14.08,17.12,12.91,12.85,14.19,14.04,1345.8,124.6,229,14.89,442,313.7,1031,344,14.31
134.227,9.19,13.1,7.86,7.83,10.58,11.16,1744.1,156.4,242.8,8.75,551.9,391.2,1339,714.4,8.21
90.105,6.96,10.66,5.74,5.78,7.96,8.3,2245.1,195.4,290.4,6.68,752.6,551.3,1718,939.1,6.7
116.543,9.28,12.86,8.43,8.55,10.03,10.26,1453.6,136.7,234.9,8.75,490.6,350,1092.6,646.6,8.79
83.958,5.42,7.69,4.99,5,5.89,6.08,3641.8,375.6,403.1,5.22,1123.8,739.3,2655.8,1178.6,5.36
97.526,5.42,7.04,5,5,5.52,5.53,4253.4,438.4,387,5.43,1079.4,632.4,3128.6,1487.2,5.56
94.907,7.16,10.33,6.12,6.24,8.13,8.41,2215.4,190.4,291.7,6.76,749.1,550.6,1689.7,955.2,6.65
105.907,13.83,18.37,12.7,12.21,14.17,14.36,1300.2,121.2,230.2,14.79,430.3,305.3,986.8,342.9,14.02
87.342,7.7,10.08,7.23,7.37,8.15,8.36,2719.4,238.1,279.1,8.07,817.9,570.6,2094.1,919.2,7.9
92.153,8.29,10.25,7.8,7.78,8.61,8.6,2656.3,229.8,277.9,8.25,807.3,570.9,2049.7,912.5,8.29
93.864,4.54,6.86,4.4,4.35,4.6,4.59,4525,457.3,378.5,4.89,1092.5,626.9,3307.3,1583.3,5.05
81.793,5.63,7.63,5.3,5.33,5.88,5.99,3571.1,369.7,388.4,5.77,1148.2,768.6,2581.6,1104,5.75
127.115,7.88,12.17,6.81,6.89,9.17,9.66,1865.9,165.5,266.8,7.96,610.5,439.1,1431.9,796,7.78
96.064,15.52,14.83,16.34,16.76,14.1,13.68,1224.8,115.2,263.7,18.82,410.3,291.6,924.8,403.8,20.08
95.015,5.28,6.99,5.08,5.06,5.38,5.45,4187.7,430.6,392,5.54,1076.1,637.6,3076.2,1435.9,5.53
83.996,6.48,9.49,6.09,6.05,7.36,7.75,2776.1,256,273.8,6.47,836.4,573.3,2125.4,942.5,6.76
89.478,3.45,7.75,2.94,2.93,4.71,5.56,2967.9,296.6,341.8,2.92,1033.3,729.1,2112.7,1189,3.08
90.236,7.79,10.44,6.72,6.7,8.45,8.67,2366.1,206.1,288.8,7.59,782.8,568.2,1815.3,958.2,7.69
82.891,5.92,8.82,4.79,4.66,6.87,7.25,3274,348.7,386.5,4.66,1150.4,792.7,2315.9,1187.3,4.97
118.322,9.64,12.82,8.64,8.76,10.29,10.61,1482.9,139.5,238.2,8.84,504.4,360.3,1103.2,687,9.01
80.147,3.39,7.94,3.17,3.1,4.58,5.48,2927.4,284.3,323.2,3.33,981.8,688.4,2106.8,1158.6,3.27
92.21,7.89,9.82,7.78,7.77,7.92,7.86,2602.7,220.4,278.7,8.8,787.8,560.7,2023.9,884.4,8.58
85.977,7.33,10.4,6.31,6.26,8.19,8.53,2334.2,203.3,288.6,7.02,771.7,562,1786.3,946.6,7.01
89.329,3.5,8.04,3.07,3,4.98,5.9,2959.7,294.3,339.4,2.98,1029.7,727.9,2116.2,1187.8,3.15
142.527,9.89,13.1,8.73,8.69,11.07,11.51,1772.7,158.3,247,8.63,564.6,401.7,1361,740.9,8.8
92.095,6.01,8.08,5.21,5.19,6.64,6.79,3889.3,404.4,394.4,5.48,1066.1,653.4,2862.2,1313.2,5.55
102.126,5.97,9.37,5.68,5.65,6.54,6.79,2139.6,181.3,312.6,9.2,740.5,554.1,1632.1,950.6,7.32
93.038,5.26,7.82,4.66,4.61,5.76,5.8,4612.6,495.6,352.7,5.24,1096.8,592.6,3354.9,1740.9,5.34
84.7,5.51,7.95,4.87,4.85,6.11,6.32,3660.2,376.2,405,5.24,1125.4,740.5,2676.2,1179.1,5.33
85.1,6.32,9.5,5.85,5.83,7.26,7.7,2784.3,256,273.4,6.17,836.5,573.4,2132,946.1,6.35
86.109,5.5,7.64,4.92,4.97,5.97,6.12,3766.8,394.6,398.5,5.18,1080.5,677.5,2787.6,1273.1,5.59
87.825,4.71,8.47,3.71,3.6,5.92,6.47,3200,333.3,388.9,3.69,1142.7,801.7,2230.4,1222.2,3.71
82.08,5.45,7.37,5.36,5.38,5.62,5.73,3593.4,371.3,391,5.71,1135,755,2608.1,1121.8,5.74
102.7,5.66,9.9,5.12,5.21,6.35,6.63,2058.1,176.3,288.3,5.83,687,503.5,1558,902.4,5.57
92.963,5.55,7.46,5.15,5.15,6.06,6.15,4008.8,411.9,399.7,5.62,1068.3,646.8,2946.1,1345.6,5.53
116.889,11.12,15.59,8.6,8.31,12.25,12.54,1397.8,129.2,228.6,10.15,455.2,321,1074.9,345.4,9.98
94.956,6.8,10.66,5.59,5.55,7.89,8.1,2188.5,187.6,294.7,6.7,744.2,549.8,1667.4,966.8,6.84
92.011,4.51,6.74,4.31,4.35,4.58,4.56,4528.4,465,374.5,4.66,1096.6,623.5,3310.7,1627.6,4.86
122.634,9.81,13.26,8.87,8.91,10.87,11.31,1594.5,147.8,240.9,9.41,526.1,374.2,1187.8,689,9.25
98.386,14.5,15.3,14.1,14.19,13.8,13.63,1238.9,116.4,239,14.96,414.3,294.3,932.3,372.2,14.96
95.451,6.18,9.26,5.72,5.56,6.86,7.09,2156.2,184.7,295.3,6.21,736.3,545.7,1642.8,967.2,6.29
85.363,4.27,8.59,3.75,3.71,5.77,6.61,2892.2,276.2,312.4,3.85,952.6,668.7,2106.4,1130.8,3.88
94.032,4.59,6.78,4.45,4.47,4.64,4.62,4539.4,457.3,382.1,4.54,1097.1,631.6,3313.4,1578.9,5.09
95.082,5.36,7.08,4.99,5.02,5.5,5.54,4206,432,389,5.47,1077.8,637.7,3086.3,1448,5.58
82.239,3.43,7.96,3.13,3.11,4.69,5.53,2911.7,282.3,319.4,3.24,974.9,683.4,2096.7,1150.2,3.27
92.495,5.59,7.53,5.01,5,6.08,6.23,4008.3,415.3,391.3,5.48,1061.9,637.7,2968.4,1363.2,5.56
97.442,14.41,15,14.66,14.9,13.41,13.13,1237.1,116,242.1,17.19,413.1,293.6,931,376,16.63
87.502,3.73,8.32,3.13,3.16,5.17,6.05,2948.2,290.6,335.9,2.97,1014.4,716.2,2109,1183.7,3.15
105.298,6.18,10.43,5.78,5.75,6.73,6.91,2020.2,174.8,283.7,6.51,673.2,490.7,1539.8,882.5,6.37
92.964,5.56,7.69,5.12,5.1,5.91,5.95,4692.3,506.8,358.1,5.44,1113.1,598.2,3449.2,1740.9,5.51
100.463,5.1,6.92,4.92,4.89,5.05,5.07,4369.3,446,377.1,5.48,1075.6,621,3198.9,1525,5.56
136.011,9.54,13.27,8.18,8.17,10.84,11.33,1786.3,159,246.4,8.68,567,403.3,1374.1,745.9,8.65
91.819,8.09,10.53,7.26,7.3,8.56,8.68,2383.8,208.8,288.5,8.15,784.2,567.4,1832.4,944.7,8.13
87.296,7.12,10.53,5.85,5.81,7.99,8.33,2260.9,198,289.2,6.81,755.5,551.7,1725.4,936.6,6.81
84.827,4.93,7.02,5.01,4.93,5.1,5.28,3626.1,372.3,395.7,5.53,1118.1,737.4,2637.5,1156.1,5.33
87.777,8.35,10.24,7.54,7.57,8.61,8.69,2403.7,210.6,286.5,8.31,783.5,566.4,1852.4,937.1,8.3
93.29,5.73,7.84,5.2,5.13,6.08,6.13,4750.6,508.5,353.7,5.63,1112.5,595.9,3491.2,1740.9,6.24
82.414,3.15,7.89,2.89,2.89,4.4,5.37,2928.8,285.6,328.3,3.28,991.1,696.5,2109.6,1165.9,3.07
89.578,5.72,7.72,4.94,4.88,6.27,6.4,3925.1,408.4,397,5.48,1064.7,647.3,2904.1,1330,5.56
84.839,5.47,8.57,4.2,4.16,6.46,6.89,3224.5,342.2,381.1,4.19,1145.9,794.6,2252.4,1208,4.43
89.59,3.63,7.23,3.1,3.05,4.59,5.21,3151,324.4,383.2,3,1131.1,799.2,2201.2,1218,3.15
104.529,13.56,16.95,11.04,11.14,14.15,14.03,1318.5,123,230.2,12.43,436.1,309.4,1004.3,344.6,12.8
97.782,5.94,9.03,5.47,5.54,6.52,6.71,2141.6,184,295,6.06,731.6,541.7,1628.4,959.4,6.1
83.856,6.7,8.84,5.82,5.75,7.28,7.4,3360.4,358.1,381.8,5.93,1144.8,778.7,2425.7,1115.8,6.01
120.154,9.89,13.65,8.73,8.75,10.82,11.22,1528.5,143.2,238.6,9.04,514.3,366.2,1136.8,686.7,9.08
84.516,5.52,7.92,4.97,4.96,6.1,6.31,3656.6,376.6,404.7,5.24,1117.1,731.9,2671.4,1188.1,5.31
119.891,7.85,11.64,7.24,7.23,8.78,9.21,1898.2,166.7,263.9,8.13,613.7,442,1459.9,811.5,7.8
110.731,6.89,10.1,6.36,6.39,7.19,7.36,1980,171.3,270.3,7.25,635.2,458.6,1515.4,831.4,7.3
102.281,16.36,16.12,15.96,16.44,15.35,14.94,1261.4,118.3,237.2,18.91,425.4,303.5,951.7,369.6,18.31
99.316,5.31,6.94,4.98,4.93,5.39,5.43,4316.6,444.1,374.1,5.61,1073.3,620.1,3166.4,1522.7,5.56
94.261,7.41,10.63,6.19,6.21,8.41,8.69,2219.8,191,288.9,6.85,745.6,546.7,1692.8,953.7,6.86
142.364,9.91,13.2,8.48,8.55,11.08,11.54,1773.7,158.4,246.9,8.52,564.8,401.8,1360.9,742.9,8.74
88.179,6.15,9.47,5.5,5.44,7.12,7.73,2778.7,257.1,277.8,5.79,850.4,586,2112.6,975.1,5.86
92.066,8.57,12.18,8.17,7.98,9.19,9.44,1156.3,110.6,257.3,8.98,394.8,279.6,875.6,187.2,8.65
111.213,16.45,17.27,15.24,15.25,15.67,15.13,1282.5,120,231.7,18.29,427.3,302.2,971.4,354.4,17.93
80.438,6.39,8.38,5.76,5.75,6.81,6.95,3393.8,362.8,381.8,5.94,1148.1,776.9,2448.9,1098.9,6.01
115.569,8.8,13.6,7.86,7.91,9.88,10.22,1427,132.6,234.1,8.69,473.3,337,1087,430.8,8.6
85.012,3.49,7.38,3.07,3.05,4.5,5.19,3037.6,307,362.3,3.01,1076.8,761.3,2151.2,1205,3.1
94.336,5.28,7.06,5.1,5.07,5.41,5.47,4178.2,429.9,391.5,5.43,1073.9,636,3072.3,1430.9,5.53
86.193,4.41,8.83,3.96,3.94,5.86,6.7,2873.3,271.2,303.6,3.96,927,648.6,2115.7,1095.3,4.14
110.07,13.71,16.78,12.68,12.54,13.95,13.87,1368,126.6,229.7,15.53,446.8,316.4,1048.9,343.9,14.3
95.51,5.03,7.65,4.62,4.56,5.67,5.8,4557.9,483.6,362.4,4.73,1101.3,608.8,3349.6,1699.9,5.01
117.95,11.1,15.38,8.16,8.03,12.23,12.47,1401,130,229.5,10.27,458.7,324,1075.1,346.3,10.53
95.08,7.88,11.18,6.59,6.62,8.89,9.17,2240.9,192.3,294,7.56,753.8,554.3,1713.4,953.2,7.46
87.279,5.16,8.25,4.15,4.11,6.13,6.54,3193.1,339.4,385.4,4.13,1145.9,798,2237.3,1212.2,4.26
96.498,5.45,7.1,5.08,5.08,5.6,5.63,4235.9,436.4,385.4,5.6,1073.8,629.2,3110.1,1482,5.56
107.512,15.02,18.44,13.35,13.14,15.34,15.36,1298.3,120.8,229.3,14.87,428.2,303.5,984.2,342.7,14.76
112.272,8.41,13.31,7.67,7.66,9.45,9.88,1429.9,133.6,233.3,8.42,476.8,339.7,1084.9,518.6,8.16
121.595,10.38,13.77,9.21,9.13,11.23,11.56,1521.5,142.7,237.9,9.53,512.5,364.7,1133.6,681.1,9.37
87.826,3.31,7.53,2.96,2.95,4.38,5.21,2967.7,297.5,342.9,2.91,1035,729.9,2107.8,1189,3.06
81.594,5.69,7.62,5.14,5.26,5.97,6.08,3578.3,370.4,388.3,5.8,1133.2,753.3,2584.4,1120.9,5.76
97.526,6.96,10.35,5.96,5.87,8.02,8.3,2204.3,189.9,291,6.75,745.8,547.5,1676.1,960.7,6.65
110.77,7.22,10.2,6.92,6.79,7.51,7.66,1966.7,170.5,269,7.89,631.1,455.4,1507.4,824.9,7.51
94.214,5.29,7.83,4.88,4.82,5.8,5.86,4604,493,351.7,5.34,1096.1,594.5,3357.8,1734.8,5.32
85.806,8.71,10.39,7.97,8.01,8.94,8.99,2415.9,211.2,287.2,8.33,785,567.6,1856.6,933.5,8.49
97.467,5.41,6.96,4.99,4.93,5.52,5.5,4272.8,440.2,381.8,5.42,1075.9,626.7,3149.7,1493.6,5.58
84.193,5.62,8.05,5.03,4.97,6.23,6.42,3656.6,376,407.7,5.08,1129.7,745,2670.7,1177.3,5.37
118.583,7.9,11.5,7.19,7.24,8.75,9.12,1907.2,168,265.9,8.49,617.6,444.8,1462.4,812.9,7.93
132.995,10.93,14.1,9.98,9.81,11.88,12.1,1707.6,154.7,239.3,10.22,542,382.6,1302.8,687.2,10.21
97.861,14.92,15.03,15.4,15.51,13.86,13.59,1235.2,116.4,241.6,16.51,414.8,294.9,929.6,375.7,16.79
97.299,6.88,10.27,6.14,5.94,7.91,8.18,2199.6,189.4,290.4,6.63,744.2,546.2,1675.2,962.6,6.58
86.79,4.25,8.84,3.95,3.8,5.81,6.69,2884.3,273.4,310.9,3.98,941.4,660.9,2113,1114.8,4.05
109.709,16.74,17.26,15.71,15.63,15.98,15.51,1280.3,120.1,230.9,18.19,426.8,301.8,970.5,352.9,18.02
98.188,5.36,6.96,4.95,4.96,5.47,5.47,4286.1,443.5,376.2,5.5,1073.2,620.5,3154.9,1511.1,5.57
131.219,10.31,13.85,9.38,9.1,11.33,11.58,1722.8,155,242.6,9.73,546.2,386.7,1315.9,690.1,9.55
92.581,4.61,6.75,4.4,4.4,4.75,4.76,4537.9,465.9,368.8,4.75,1090.3,616.3,3325.7,1638,4.86
88.076,3.82,8.34,3.31,3.3,5.35,6.2,2957.9,291.9,340,3.37,1021.8,722.3,2115.5,1185.9,3.97
134.481,7.8,12.39,7.03,7.01,8.97,9.45,1817.7,161.5,252.6,7.75,581.2,414.3,1395.6,761.5,7.38
81.674,5.44,7.35,5.34,5.35,5.56,5.7,3598.9,371.6,389.2,5.81,1131.1,750.9,2608.8,1126.8,5.74
90.498,6.37,9.65,5.61,5.58,7.41,7.95,2792.4,258.4,279.6,5.78,857.8,591.4,2116.6,985.2,5.98
84.956,5,8.76,4.74,4.68,5.99,6.71,2833.3,266,284.9,5.05,886.3,613,2105,1028.3,4.93
94.86,9.02,13.38,8.95,8.15,9.23,9.89,1149.6,108.9,253.7,10.71,385.5,273.1,875.5,177.2,9.42
86.697,4.12,8.64,3.64,3.6,5.75,6.65,2892.6,275,312.9,3.84,950.4,668.1,2108.7,1127,3.72
105.534,6.29,10.59,5.85,5.86,6.92,7.13,2007.8,174.7,283.9,6.87,672.1,489.8,1535.7,878.7,6.57
98.057,5.98,9.11,5.66,5.55,6.57,6.81,2140.2,183.6,295.2,6.21,730.6,541.3,1625.2,954,6.21
79.003,6.38,8.41,5.76,5.7,6.8,6.96,3456.5,364.3,380.8,6.2,1151,777.9,2461.4,1082.5,6.03
91.551,8.07,10.4,7.17,7.19,8.54,8.67,2384.2,209.2,289.1,8.17,785.8,568.9,1832.2,941.3,8.06
92.118,4.46,6.89,4.43,4.43,4.5,4.45,4522.4,455.8,377.3,5.22,1092.3,628.1,3294.9,1576.7,5.22
87.196,5.23,8.56,4.22,4.16,6.2,6.65,3192.5,337.3,384.5,4.02,1142.1,796.8,2231.7,1223.5,4.29
94.236,13.68,14.8,13.6,14.31,12.72,12.53,1232.2,115.2,249,20.06,408.8,290.1,929.2,384.1,17.67
90.231,8.19,10.31,7.8,7.74,8.49,8.53,2641.4,226.7,279.1,8.25,799.9,566.7,2037.7,905.6,8.2
87.402,4.46,8.04,3.5,3.5,5.62,6.19,3183.5,333,390,3.49,1144.1,803.4,2223.2,1224.6,3.64
123.1,11.68,14.04,10.07,9.88,12.78,13.24,1648.4,150.8,241.8,10.52,536.9,381.5,1241.4,704.3,10.82
96.177,5.18,6.89,4.97,5,5.28,5.32,4148.6,427.1,388.9,5.45,1069.2,634,3036.3,1412.8,5.5
94.976,14.2,14.28,14.31,13.98,13.33,12.77,1211.9,114.8,264.2,15.22,410.4,292.2,914.4,412.2,15.44
92.617,7.89,12.85,6.5,6.44,8.78,9.08,1149.3,109.6,255.2,9.68,389.2,275.8,873.5,180.7,8.36
87.691,4.31,7.76,3.57,3.52,5.37,5.91,3174.5,331.8,387,3.19,1139.6,800.1,2221.5,1226.5,3.52
89.98,6.36,9.67,5.58,5.56,7.42,7.96,2799.9,258.9,282.2,5.79,863.6,596.4,2122,986.3,5.99
85.314,5.56,7.86,5.01,5,6.09,6.29,3714.5,390.6,400.4,5.22,1083.8,684.5,2749.4,1253.8,5.27
133.967,7.91,12.15,7.06,6.97,9.27,9.85,1833.2,162.1,255.7,7.46,589.1,420.4,1403.7,773.1,7.47
78.141,5.59,7.53,5.46,5.42,5.73,5.86,3512.2,367.5,385.4,6,1143.6,766.2,2529.7,1098.9,5.97
116.674,8.94,12.79,8.17,8.16,9.71,9.98,1458.6,137.2,232.7,8.76,490.8,349.6,1094.1,659.4,8.57
86.196,7.15,10.5,5.9,5.86,8.05,8.37,2265.7,197.5,288.4,7.02,752,548.7,1729.7,935,6.87
82.522,6.47,8.53,5.73,5.74,6.95,7.1,3381.2,359.5,382.6,5.88,1146.6,779,2445.6,1104.2,6
89.186,3.41,7.8,2.97,2.92,4.7,5.55,2974,296.2,339.6,3.15,1030.5,726.9,2115.8,1188.8,3.08
99.548,14.5,15.2,15.46,14.68,13.53,13.32,1236.9,116.3,241.5,15.81,416.3,296.3,931.8,374.8,16.23
83.63,5.61,8.56,4.62,4.55,6.52,6.92,3262.9,346.2,386.1,4.66,1152.4,796.8,2299.2,1198,4.74
