@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
91.346,4.51,6.83,4.39,4.35,4.61,4.61,4545.4,462.4,372.8,4.75,1092.8,622.2,3325.6,1620,4.9
115.684,10.63,15.88,7.75,7.5,12,12.38,1394.1,129,228.2,9.04,453.9,319.8,1070.6,345,9.04
104.02,5.79,9.64,5.39,5.36,6.44,6.75,2072.6,179.5,289.7,6.13,704.2,519.3,1573.2,935.4,5.83
135.536,9.03,12.93,7.76,7.92,10.34,10.76,1751.7,157.4,247.2,8.45,560.2,398.4,1341.3,729.1,8.15
90.562,5.86,7.91,5.08,5.05,6.4,6.54,3903.4,406.4,393.5,5.49,1060,645.2,2881.3,1324.7,5.59
89.034,7.02,10.6,5.49,5.41,8.04,8.4,2247.3,196.5,288.3,6.89,749.5,547.2,1716.6,937.6,7.72
89.924,5.49,7.65,5.02,5,5.99,6.14,3837.1,398.2,401.8,5.05,1075.2,668.7,2815.6,1290.2,5.31
109.805,7,10.74,6.33,6.42,7.74,8.02,1991.1,173.5,279.4,6.95,659,479.5,1526.8,863.1,6.82
81.935,7.5,10.17,7.2,7.19,7.99,8.24,2745.6,244.7,277.1,7.99,820.8,568.3,2112.2,922.8,8.02
87.886,9.11,10.81,8.36,8.26,9.27,9.23,2436,213.2,284.8,9.08,785.5,566.1,1875.1,920,9.08
95.04,13.86,14.95,13.91,14.31,12.81,12.54,1232.3,115.2,255.5,18.45,406.9,288.1,929.1,387.2,17.87
85.263,5.61,8.06,5.01,4.91,6.16,6.35,3717.9,389.1,400.8,5.4,1084.3,686.1,2736.5,1245.9,5.32
86.709,3.53,7.34,3.1,3.09,4.5,5.18,3030.3,307.7,363.1,3,1078.9,762.5,2139.2,1205.1,3.13
107.001,16.52,18.28,14.67,14.37,16.36,16.11,1301.7,120.1,230.3,15,427.3,302.9,988.3,346,15.43
88.047,6.13,9.45,5.46,5.46,7.07,7.66,2779.6,257.3,276.7,5.72,850,585.3,2115.3,978.1,5.85
78.174,6.28,8.37,5.7,5.63,6.72,6.89,3461.1,365,380.2,5.98,1149.5,775.7,2464.8,1082.3,6.01
109.031,13.49,16.63,12.25,12.38,13.73,13.69,1367.9,126.7,228.2,14.97,445.6,314.9,1049.2,343.9,14.14
95.403,5.43,7.14,4.99,4.97,5.62,5.63,4248.4,435.3,387,5.35,1076.1,632.8,3120.9,1474.5,5.56
97.991,5.9,9.07,5.4,5.45,6.52,6.74,2142.8,183.8,295.6,5.95,730.9,541.3,1627.5,956.2,6.11
91.419,7.73,9.68,7.65,7.71,7.66,7.64,2538.2,218.7,278.6,8.95,780.5,553.3,1976.2,864,8.55
128.554,8.04,12.15,7.12,7.14,9.36,9.76,1860.5,164.9,259.6,7.88,602.4,431.1,1431.7,789,7.82
95.084,4.89,7.06,4.57,4.52,5.25,5.29,4509.1,469.8,369.3,4.85,1096.8,618.8,3310.7,1645.2,4.89
86.08,6.78,10.05,5.69,5.74,7.66,8.03,2304.5,201.4,289.3,6.62,765,557.3,1761.3,946.7,6.6
91.4,5.44,7.24,5.12,5.14,5.77,5.81,4065.7,420.8,395.1,5.6,1068.8,639.9,2994.5,1382,5.58
93.835,6.76,10.47,5.79,5.69,7.71,7.92,2176.9,186.3,299.3,6.5,744.9,552.9,1653.9,968.5,6.59
82.744,6.96,9.64,6.78,6.66,7.42,7.69,2752.8,247.2,279.2,7.29,827.4,573.2,2117.8,924.1,8.22
104.736,15.44,16.8,16.75,15.61,14.55,14.09,1265,118.1,236,18.71,424.2,302.3,955.3,363.5,17.44
84.729,4.18,8.54,3.71,3.67,5.67,6.56,2895,276.5,313.5,3.69,955.1,670.7,2107.8,1131.5,3.83
91.887,4.49,6.78,4.28,4.26,4.62,4.6,4541.9,463.8,371.2,4.64,1092.5,620.6,3325,1624.8,4.86
92.564,7.71,9.72,7.68,7.67,7.74,7.79,2601.2,221.3,278.3,8.46,788.2,560.5,2021.5,886.7,8.4
135.73,8.9,12.96,7.68,7.65,10.25,10.7,1751.8,157.2,246,8.19,557.5,395.9,1341.8,727.8,7.97
95.097,8.18,10.03,7.64,7.73,8.19,8.12,2561.2,219.5,276.8,9.05,782.1,555.1,1996.3,868.3,8.81
119.185,9.92,13.42,8.41,8.58,11.01,11.42,1550.5,144.9,238.6,9.4,518.7,369.5,1153.7,677.4,9.18
91.688,5.45,7.26,4.93,4.95,5.82,5.93,4036.9,417.8,392,5.46,1063.8,637.3,2984.3,1377.7,5.54
97.971,6.06,9.05,5.63,5.66,6.56,6.77,2143.4,184.2,295.3,6.12,733.5,543.6,1630,961.9,6.16
131.656,11.16,14.19,10.11,10.01,12.06,12.26,1707.6,154.5,242.9,10.01,545.8,386.4,1303.6,686.9,10.48
90.607,5.99,8.18,5.18,5.17,6.58,6.75,3856.5,402.2,400,5.86,1069.3,658.7,2836.8,1306.7,5.6
94.838,4.74,7.01,4.47,4.42,5.03,5.05,4486.3,472.1,371.8,4.79,1101.3,621,3306.6,1646.3,4.86
86.024,7.15,10.61,5.73,5.73,8.08,8.38,2255.3,197.9,287.5,6.81,750.3,546.7,1718.2,935.2,7.57
87.342,3.76,8.19,3.26,3.21,5.25,6.1,2952.1,292.5,339.1,2.93,1022.4,722.4,2114.2,1186.4,3.5
90.774,7.01,10.6,6.01,5.78,7.98,8.35,2247.9,195.8,290.4,6.77,752,550.4,1716.8,938.4,6.76
90.812,8.13,10.15,7.78,7.77,8.42,8.45,2688.6,234.6,277.8,8.28,815.1,572.1,2068.1,916.2,8.24
84.374,5.51,8.57,4.43,4.39,6.48,6.89,3249.3,344.4,385.6,4.28,1152.3,798.1,2279.9,1203.6,4.4
96.858,15.44,14.95,16.67,16.21,14.17,13.69,1224.9,115.1,262.9,19.83,409.4,290.8,925,399.8,20.76
86.419,7.58,10.58,6.34,6.35,8.4,8.73,2338.3,204,287.8,7.14,772.4,561.6,1788.5,949.8,7.15
92.74,10.74,13.03,10.12,9.78,10.92,11.23,1177.9,112,264.2,10.47,404.5,288.1,888.4,192.5,10.36
100.143,5.24,6.92,4.91,4.92,5.29,5.32,4336.6,445.7,373,5.59,1070.9,616.4,3183.2,1527.3,5.56
122.628,9.87,13.29,4.46,8.93,10.89,11.31,1587.8,147.7,239,9.53,523.6,371.8,1180.8,686.5,9.29
96.483,5.3,7.09,4.96,4.95,5.5,5.52,4226.9,433,390.5,5.48,1081.3,640.2,3107.9,1458.8,5.55
82.407,7.08,9.56,6.86,6.83,7.4,7.65,2754.2,247.2,276.9,7.25,824.4,570.2,2119.8,923.8,7.79
97.266,5.01,7.58,4.6,4.57,5.57,5.61,4550.4,487.3,360.2,4.97,1098.5,602.1,3324.6,1721.7,5.12
93.659,7.03,10.48,5.47,5.69,8,8.24,2174.1,186.6,297.8,6.75,744.9,552.3,1653,966.7,6.72
80.236,6.37,8.4,5.76,5.72,6.83,7.01,3388.8,363,381.9,5.97,1146.9,775.3,2450,1097,6.01
88.755,6.3,9.48,5.59,5.58,7.29,7.86,2787.1,257.7,280.6,5.91,856.6,591.2,2118.5,980,6.01
95.75,13.82,14.95,14.99,14.62,12.91,12.5,1226.6,115.5,257.2,19.44,403.8,284.8,925.9,392.7,19.23
85.148,8.75,10.44,8.05,7.94,8.98,9,2421.7,211.6,288.6,8.44,786.6,568.9,1860.3,930.4,8.99
83.393,5.14,7.41,4.86,4.87,5.44,5.65,3653.5,373.6,401.5,5.31,1122.2,740.1,2657.1,1171.4,5.23
108.045,6.46,9.86,5.86,6.03,6.94,7.1,1977.2,171.9,274.1,6.92,643.1,465.9,1515.3,842.6,6.62
84.428,4.19,8.67,3.86,3.81,5.61,6.44,2885.5,270.5,301.4,4.17,923.2,645.5,2123.8,1082.7,4.01
109.392,13.73,17.19,12.06,12.47,13.94,13.82,1347.4,124.4,230.8,14.35,443,314.8,1033.8,343.9,13.85
85.793,7.07,10.28,5.92,5.91,7.92,8.27,2323,202.7,288.2,6.85,769.1,560.1,1775.8,946.5,6.84
83.973,4.23,8.68,3.84,3.84,5.65,6.41,2868.8,269.8,300.7,4.01,918.9,641.9,2114.8,1079,4.06
82.322,3.09,8.01,2.67,2.76,4.34,5.35,2941.3,287.3,332.9,3.2,1000,704,2110.7,1173.5,3.02
88.02,6.26,9.49,5.8,5.75,7.25,7.69,2775.3,256.1,276.2,6,842.8,579.7,2113.2,952.5,6.18
121.21,10.57,13.77,9.28,9.26,11.41,11.73,1520.3,141.9,239.6,9.44,513,365.9,1132.8,682,9.46
85.063,5.82,8.14,5.07,5.12,6.4,6.59,3694.7,388.2,403.2,5.22,1091.4,694,2726.4,1238.2,5.38
108.576,17.07,17.48,15.83,15.71,16.39,16.04,1286.6,119.7,231.9,17.41,427.5,303,975.2,351.6,17.84
86.534,5.5,8.92,5.18,5.16,6.38,7.04,2808.4,263.2,279.3,5.29,871.3,600,2107.4,1011,5.4
94.515,4.79,7.1,4.48,4.48,5.27,5.39,4512.5,479.7,364.3,4.7,1098.8,610.8,3325.2,1686.4,4.83
107.666,6.85,10.76,6.31,6.29,7.57,7.83,1987.2,173.8,280,6.89,662.1,482,1525.1,867.9,6.82
87.47,6.72,9.96,5.74,5.73,7.45,7.78,2291.4,200.1,288.3,6.51,760.4,554.1,1751.1,943.3,6.55
121.548,10.43,13.89,9.43,9.35,11.17,11.49,1512.1,141.4,239.2,9.67,512,365,1126.6,682.8,9.59
115.451,12.73,16.65,10.56,10.51,13.72,13.89,1388.1,128.4,226.6,11.02,449.9,316,1066,342.3,11.25
85.018,5.79,8.29,5.1,5.09,6.44,6.63,3676,381.3,411.4,5.21,1115.6,724.6,2688.8,1210.2,5.39
93.405,8.3,10.09,8.01,7.95,8.23,8.2,2549.4,218.8,279.2,9.04,782.1,554.9,1983.4,863.7,8.87
97.373,6.71,10.23,5.5,5.66,7.77,8.05,2194.8,189.3,292.3,6.57,746.8,549.1,1670.7,964.3,6.56
87.057,3.64,8.32,3.1,3.08,5.09,6,2947.1,289.8,336.8,2.91,1017.3,719.7,2110.5,1184.1,3.15
94.274,6.6,10.27,5.98,5.8,7.4,7.68,2170.9,185.6,302.9,6.41,749,557.6,1653,968.3,6.55
82.426,3.57,8.05,3.18,3.18,4.83,5.7,2895.4,280.9,318.4,3.18,969.3,679.2,2090.4,1147.9,3.3
92.403,4.1,6.83,4.07,4.12,4.2,4.22,4520.2,455.6,377.5,4.95,1091,627,3287.8,1565.5,5.17
89.951,5.76,7.85,4.93,4.91,6.32,6.48,3915.5,407.5,398.5,5.54,1064.6,648.2,2899.9,1327.3,5.56
83.769,5.44,7.81,5.02,5,5.91,6.08,3641.8,375.1,403.6,5.36,1123.2,739.4,2657.5,1177.1,5.34
88.374,3.66,6.97,2.99,3.08,4.57,5.14,3152.2,327.9,387.9,3.17,1135.4,800,2211.3,1227.5,3.1
94.091,8.32,10.22,7.94,7.9,8.37,8.26,2549.5,219,276.1,8.96,779.9,552.7,1982.9,865.2,8.85
118.463,10.53,13.37,8.56,9.43,11.53,11.98,1616.5,149.3,240.9,9.79,531,377.4,1205.7,703.1,9.8
86.724,8.55,10.31,7.82,7.91,8.77,8.84,2410.6,211.4,286.4,8.26,784.5,566.8,1852.3,935.4,8.41
96.312,5.14,7.63,4.61,4.61,5.77,5.88,4573.8,484.8,359.9,4.71,1100.2,606.5,3362.1,1704.7,5.08
103.46,5.92,9.29,5.49,5.56,6.46,6.69,2118.4,181.2,309.6,6.31,734,547.6,1607.5,945.9,7.58
85.997,3.58,8.29,3.05,3.03,5.03,5.96,2940.8,289.2,338,3.07,1015.6,718.4,2107.8,1183,3.15
89.196,9.15,10.56,8.57,8.52,9.24,9.14,2462.8,213.3,283.3,9.1,783.4,563.8,1903.6,900.7,9.19
117.042,9.34,12.82,8.68,8.64,10.06,10.28,1457.4,136.9,236.2,8.88,493,352.1,1095.5,650.5,8.97
95.868,8.53,10.19,8.22,8.13,8.45,8.37,2516,217.7,277.1,9.48,774.6,549.3,1950.6,859.4,9.36
94.164,8.28,10.07,8.07,8.03,8.2,8.13,2517.7,217.6,278,9.58,776.2,550.7,1951.1,860.4,9.35
142.645,9.61,13.02,8.36,8.47,10.91,11.47,1771.3,158.4,247.6,8.4,565.1,402.1,1356.3,738.8,8.62
94.932,12.8,12.85,12.09,12.05,11.83,11.68,1145.1,106.5,262.4,12.8,389.9,280.2,878,189.9,13.22
90.451,6.4,9.62,5.59,5.58,7.42,7.95,2787.8,259.1,280.5,6.34,861.5,594,2109.8,990.6,5.95
89.504,5.54,7.47,4.97,4.99,6.03,6.15,3964,410.6,400.9,5.48,1067.3,647.2,2927.1,1334,5.54
121.425,10.77,13.84,9.57,9.52,11.58,11.89,1505.8,141.3,239.5,9.66,512,365.2,1123.2,684.8,9.65
82.631,5.18,7.02,5.04,5.02,5.26,5.39,3624.1,373.3,392.4,5.35,1126.1,744.4,2641.6,1143.4,5.53
85.834,5.51,7.74,4.76,4.88,5.98,6.15,3760.3,394.4,403.3,5.38,1082.2,679.5,2784.3,1273,5.49
90.729,7.66,9.69,7.62,7.6,7.72,7.69,2605.8,223.4,279.6,8.52,794.4,564.8,2020.2,894.7,8.72
89.696,5.65,7.61,4.88,4.91,6.16,6.29,3932.5,408.7,396.9,5.62,1064.5,646.6,2916.1,1331.5,5.57
81,5.86,7.94,5.42,5.44,6.21,6.36,3550.8,368.9,390,5.74,1146.6,767.4,2558.7,1104.9,5.8
96.276,5.11,7.71,4.75,4.63,5.68,5.76,4555.2,485.3,358,4.95,1098.8,604.5,3326.3,1705.8,5.18
90.945,7.79,10.46,6.76,6.72,8.51,8.72,2371,206.5,289.5,7.83,784.4,569.2,1816.8,958.1,7.78
95.151,14.52,14.85,15.6,15.65,13.32,13.01,1237.8,115.4,246.1,19.35,413.4,294.5,933.8,380.2,18.54
88.734,6.7,9.92,5.73,5.72,7.42,7.79,2280.7,199.2,287.7,6.65,758.7,553.4,1742.6,938.1,6.57
89.993,8.13,10.21,7.83,7.8,8.38,8.44,2630.1,225.5,277.8,8.22,796.2,564.2,2028.6,904.1,8.19
82.027,5.39,7.33,5.32,5.33,5.47,5.59,3595.9,371.5,385.4,5.91,1126,746.1,2609.2,1128.7,5.81
82.872,6.4,9.4,6.01,6.04,7.27,7.65,2771.1,255.5,273,6.31,835.2,572.6,2126.1,940.4,6.65
92.387,5.47,7.28,4.9,4.85,5.89,6,3998.2,416.7,392.4,5.45,1068.2,642.6,2955,1367.3,5.57
98.475,11.86,16.25,12.73,12.18,11.23,11.08,1150.7,108,250.6,17.56,381.1,269.9,883,176.1,15.24
135.523,9.05,13.12,7.74,7.73,10.49,11.01,1746,156.8,245.5,8.23,556,394.9,1338.9,724.6,8.01
77.055,6.17,8.24,5.56,5.61,6.58,6.78,3475.1,366.3,380.3,6.07,1150.5,775.5,2474.6,1084.7,6.01
93.962,4.46,6.71,4.44,4.38,4.42,4.39,4540.8,458.2,378.2,4.86,1094.1,627.8,3315.6,1595.3,5.53
77.751,5.71,7.71,5.64,5.55,5.83,5.98,3506.9,368.6,383.4,6.02,1144.9,767,2519.6,1095.8,5.96
86.697,5.18,8.33,4.16,4.12,6.21,6.65,3215.8,340.1,386.1,4.21,1147.5,798.7,2250.2,1211.4,4.26
89.805,5.63,7.62,5.12,5.04,6.17,6.31,3966.7,409.9,401.8,5.82,1070.8,651.5,2933.5,1331.9,5.58
84.318,5.67,8.24,5.02,5,6.33,6.55,3666.6,377.1,407.3,5.22,1119.1,733.3,2673.3,1192.3,5.33
86.916,3.57,7.25,3.1,3.06,4.54,5.21,3048.3,310.8,366.4,3.03,1089.9,769.7,2155.4,1207,3.1
84.426,5.49,8.68,4.31,4.28,6.5,6.95,3239.5,342.2,386.4,4.38,1151.7,800.1,2262.1,1205.5,4.49
82.464,3.64,8.13,3.23,3.22,4.99,5.93,2901.7,278.9,316.1,3.24,961.6,674.1,2103.3,1139.6,3.36
104.021,13.8,17.3,11.66,11.59,14.32,14.46,1325,122.8,234.8,12.98,442.1,315.6,1013.3,346.6,12.57
106.917,6.74,10.36,6.22,6.2,7.45,7.78,1985.7,173,278.1,6.87,654.6,476,1522.3,854.7,6.76
84.057,4.14,8.43,3.67,3.64,5.49,6.4,2896.9,277.3,313.5,3.72,956.1,670.5,2103.6,1135.2,3.81
133.114,9.1,13.14,7.75,7.67,10.39,10.96,1752.4,156.3,246.4,7.95,555.3,394.7,1341.5,708.2,8.11
104.245,6.27,10.4,5.86,5.83,6.89,7.1,2018.8,175.6,284.1,6.32,677.1,493.4,1536.5,888.3,6.3
119.022,7.59,11.09,7.02,7.02,8.24,8.54,1932.4,167.6,267,8.02,618.9,446.5,1474.2,816.3,7.99
88.502,6.63,9.87,5.64,5.63,7.35,7.7,2280.8,199.5,286.6,6.64,756.4,550.6,1741.5,938.7,6.55
119.152,7.65,11.31,7.05,7.1,8.41,8.76,1906.1,167.9,266.9,8.03,618.9,446.2,1461.6,813.5,7.83
87.15,3.53,7.2,3.05,3.07,4.49,5.15,3050.5,310.4,365.9,3.09,1088.6,769,2154.9,1205.8,3.1
94.897,4.78,7.02,4.48,4.49,5.21,5.32,4505.1,478.5,365.6,4.9,1099.8,613.2,3316.2,1682,4.83
135.35,8.09,12.71,7.22,7.19,9.36,9.84,1811,160.8,250.9,7.6,577,411,1386.6,757.3,7.49
95.38,5.39,7.08,5.03,5.05,5.59,5.62,4208.6,432.5,385.9,5.43,1076.5,636,3091.5,1450.5,5.58
96.703,6.53,10.23,5.55,5.58,7.65,7.93,2196.6,188.9,291.7,6.52,744.9,547.9,1673.9,965.1,6.56
91.806,8.18,10.42,7.23,7.3,8.62,8.73,2388.2,209.3,287.3,8.24,782,565.2,1834.5,938.2,8.14
121.999,10.15,13.42,8.93,9.09,11.21,11.62,1571.9,146.5,239.3,9.52,521.7,371.2,1169.5,681.5,9.78
137.225,9.32,13.23,8.14,8.08,10.66,11.19,1785.6,159.2,249.3,8.45,570.6,406.6,1374.7,746.4,8.56
96.12,5.12,7.51,4.51,4.5,5.7,5.81,4532.7,482.6,359.9,4.71,1096.8,605.5,3332.1,1695.9,4.93
106.643,6.49,10,6.07,6.05,6.98,7.19,1979.6,172.6,276.7,6.87,650,472,1515.5,847.1,6.6
95.096,13.91,14.85,15.32,15.19,12.91,12.69,1234.7,115.3,248,19.64,412.8,294,930.7,382.4,18.44
98.662,5.4,6.94,5.01,5.04,5.49,5.51,4263.8,439.4,381.9,5.58,1074.5,626.3,3146.7,1491.5,5.56
86.471,5.61,7.85,5.02,5.03,6.15,6.33,3793.8,396.2,404.8,5.28,1083.2,678.7,2803.2,1277.2,5.36
88.935,9.05,10.55,8.33,8.38,9.14,9.07,2447.2,213.1,284.2,9.16,783.6,564.2,1888.4,905.2,9.05
88.517,7.87,9.99,7.62,7.57,8.23,8.31,2707.2,236.3,275.6,8.14,810.8,565.6,2080.4,917.6,8.02
82.978,3.96,8.29,3.59,3.48,5.33,6.22,2905.6,277.9,317.1,3.87,960.3,673.9,2111,1136.8,3.74
105.092,12.51,18.02,11.13,10.93,13.07,13.43,1300.8,121.3,229.8,14.01,431,305.9,988.7,343.6,12.84
92.063,4.14,6.9,3.91,3.84,4.22,4.22,4466.3,454.2,376.6,5.14,1084.2,621.4,3262.5,1560.9,5.3
113.123,8.62,13.46,7.9,7.92,9.65,10.04,1431,133.3,234,10.21,474.7,337.9,1084,489,8.53
133.304,7.66,12.13,7,6.9,8.98,9.53,1836.8,162.4,254.2,8.06,588.3,419.1,1407.5,774.6,7.49
92.526,8.51,12.18,8.15,7.92,9.15,9.47,1152.4,110.1,256.2,9.41,392.1,277.6,874,184.3,8.69
85.801,7.74,10.19,7.39,7.38,8.24,8.48,2735,241,277.9,8.25,821.2,571.2,2104.7,923,7.94
89.941,6.4,9.66,5.6,5.58,7.44,7.97,2787.2,258.1,280.5,5.75,858.5,592.6,2115,982.4,6.05
107.239,6.61,10.61,6.11,6.1,7.25,7.45,1993,173.8,279.6,6.87,662.6,481.9,1527.6,872.4,6.78
108.324,17.15,17.79,15.58,15.59,16.47,16.13,1287.7,120.1,230,16.89,426.1,301.4,977.3,350,17.36
95.129,4.7,6.88,4.23,4.26,5.06,5.1,4501.5,477.1,371,4.61,1107.3,622,3312.9,1669.8,4.83
88.319,5.88,9.27,5.51,5.4,6.92,7.54,2795.2,260.9,279.4,5.83,866.6,596.8,2105.1,998.6,5.66
98.63,5.36,6.94,4.98,5.01,5.48,5.47,4276.2,442.5,378,5.49,1074.3,622.6,3148,1508.7,5.57
89.936,7.8,9.78,7.77,7.68,7.9,7.88,2597,223.3,281.8,8.38,797.5,568.1,2014.1,896.1,8.72
89.702,9.56,10.98,8.69,8.74,9.61,9.49,2475.6,215.2,282.6,9.83,783,561.4,1913.6,893.5,9.92
84.096,6.95,9.13,5.8,5.77,7.6,7.74,3350.2,358.4,383.9,5.42,1146.3,779.9,2407.5,1135.1,5.92
92.641,5.58,7.53,5.07,5.03,6.08,6.22,4000.1,414.2,398.6,5.64,1070.3,647,2955.2,1356.5,5.55
89.461,5.86,7.94,5.03,4.94,6.44,6.6,3912,406.9,397.3,5.43,1067.7,652.1,2895.5,1323.5,5.57
90.236,8.05,10.1,7.65,7.66,8.3,8.36,2633.9,225.8,276.7,8.21,796,563.6,2031.4,905.3,8.18
84.535,4.82,8.63,4.58,4.49,5.84,6.56,2845.8,265.4,284.7,4.89,886.6,614.3,2110.1,1033.5,4.79
118.015,13.98,16.93,12.81,12.23,14.49,14.48,1381.8,128.1,227.4,14.47,449.8,316.5,1061.2,342,14.44
95.523,8.1,11.21,6.49,6.65,9.1,9.39,2229.6,192.4,290.8,7.43,750.4,551,1703.7,951.4,7.53
115.283,8.59,12.74,7.94,7.97,9.48,9.76,1448.5,136,236.1,8.44,489.1,349.3,1093.6,628.3,8.2
95.451,5.4,7.15,4.99,4.94,5.61,5.65,4201.6,434.7,386.2,5.37,1078.4,635.6,3102.7,1466.2,5.56
77.982,5.65,7.53,5.35,5.43,5.83,5.95,3507.3,367.3,385,5.95,1143.4,766.1,2533.2,1098.6,6
81.963,7.58,10.24,7.18,7.2,8.1,8.34,2740.1,244.2,274.6,7.96,816.8,564.7,2105.6,922.5,8.08
86.157,5.4,8.87,5.11,5.07,6.26,6.88,2819,263.4,281.8,5.33,875.7,604.4,2107.4,1014,5.31
92.856,12.56,13.85,11.41,11.66,12.08,11.89,1195.8,113.7,266.1,12.55,409.6,292.2,902.1,193.9,12.65
84.866,3.25,7.43,2.88,2.91,4.3,5.14,2987.1,302.7,355.7,2.87,1058.6,748.4,2110.6,1197,3.06
84.448,5.63,7.99,5,5,6.24,6.46,3670.7,376.6,407.2,5.3,1121.1,736,2679.9,1186.6,5.33
87.955,3.39,7.47,2.98,2.98,4.47,5.24,2982.5,298.3,343.1,3.02,1036.8,730.9,2115.3,1187.9,3.09
95.244,5.26,7.03,5.1,5.05,5.38,5.44,4173.4,428.8,392.7,5.52,1074.8,638,3057.7,1424,5.52
88.614,3.36,7.65,2.93,2.92,4.51,5.39,2968.1,296.6,342.8,3.06,1035.4,731.2,2109,1190.8,3.08
86.913,6.63,9.92,5.65,5.64,7.44,7.78,2293,200.5,288.1,6.61,762.4,555.6,1752.1,945.4,6.55
102.019,5.73,9.96,5.13,5.2,6.59,6.88,2060.5,178.6,287.6,5.83,695.3,510.6,1562.6,921.3,5.7
112.535,6.41,9.98,6.19,6.07,6.82,7.04,1969.7,171.2,271.6,7.05,638.2,461.7,1508.3,836,6.76
85.984,3.39,6.95,2.93,2.93,4.22,4.8,3064.6,316.4,373.3,3.12,1105.3,780.3,2158.7,1212.1,3.1
100.946,15.74,16.35,15.04,14.78,13.64,13.29,1158.3,107.6,255.8,19.39,385.5,274.6,892.1,179.4,17.33
86.749,3.35,6.87,2.96,2.97,4.15,4.69,3074.2,317,376.3,3.24,1110.7,785.5,2170.5,1213.4,3.1
120.496,9.26,14.15,8.03,7.93,10.52,10.73,1412.8,131.2,232.8,9.44,468.5,333.2,1082.1,358.7,9.01
99.499,14.69,15.4,14.46,14.44,13.95,13.76,1241.8,116.8,239.5,15.73,417,296.6,934.3,372,15.58
90.77,5.72,7.84,5.06,5.08,6.3,6.46,3850.9,401.1,401,5.19,1072,662.5,2836.5,1302.8,5.34
95.323,8.8,10.48,8.5,8.54,8.71,8.6,2507.6,217.2,278.3,9.84,774.7,550.8,1943.6,857.9,9.52
