@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
127,7.97,12.11,7.07,7.07,9.22,9.66,1853,164.7,258.4,7.78,600.1,428.8,1423.4,788.7,7.75
106.376,6.56,9.9,6.08,6.11,7.07,7.21,1986.3,172.2,276.5,6.88,647.8,470.4,1519.9,844.9,6.63
112.404,13.86,16.86,12.5,12.39,14.09,13.85,1361.1,125.8,230,15.01,447.3,317.8,1043.7,343.9,14.36
132.228,9.49,13.2,8.38,8.27,10.71,11.19,1737.2,156.3,242.2,8.7,549.9,389.3,1331.9,702.5,8.73
87.734,8.1,10.12,7.37,7.38,8.38,8.44,2405.8,210.5,287.4,8.36,784.2,567,1853.3,938,8.23
112.184,13.46,16.65,11.52,12.09,13.99,13.98,1373.1,127.3,227.9,13.43,448.1,316.5,1055.1,344.5,13.59
95.8,6.77,10.35,5.64,5.77,7.72,7.91,2192.7,188.2,292.4,6.79,743.7,548,1671.6,967.3,6.86
118.354,8.82,14.6,7.43,7.48,10.27,10.46,1411.2,130.8,230.2,9.6,464.1,328.9,1081.9,355.4,9.1
99.422,16.25,16.03,16.53,15.55,14.31,13.83,1155,107.8,257.2,17.78,386.9,275.9,885.8,181.5,16.84
91.502,5.99,8.15,5.14,5.14,6.62,6.78,3880.1,402.4,395.3,5.37,1062.6,651.8,2849,1312.5,5.57
93.227,6.17,8.25,5.39,5.41,6.54,6.63,4809.2,520.7,345.1,5.43,1115.3,586.6,3543.4,1737,5.78
112.481,14.32,16.95,13.4,13.32,14.47,14.34,1357.5,125,229.7,14.99,444.7,316,1039.7,344.9,14.68
91.383,8.36,10.54,7.79,7.74,8.73,8.79,2667.3,231.2,274,8.2,802.4,564.4,2056.8,911.1,8.26
84.9,5.6,8.57,4.43,4.4,6.58,6.96,3254.1,345.1,385.5,4.26,1151.5,796.8,2291.7,1197.4,4.5
82.298,4.14,8.24,3.91,3.87,5.14,5.98,2861.3,268.2,292.7,4.19,901.9,626.6,2109.2,1051.3,4.35
106.396,14.94,16.64,13.91,14.34,14.58,14.28,1276.2,119.3,236.6,18.84,429.5,305.5,966.9,361.7,17.43
98.188,12.96,15.4,12.76,12.63,13.06,12.98,1241.4,117.1,238,14.13,418.9,298.2,935.2,371.4,13.46
93.57,7.2,10.81,6.03,5.68,8.27,8.52,2187.3,186.9,300.4,6.77,748.6,555.6,1665.4,967.1,7
111.446,14.01,17.04,12.55,12.72,14.18,14.03,1349.8,124.5,228.9,14.48,442.1,313.9,1034.3,344.4,14.07
128.643,7.82,11.94,7.06,7.07,9.13,9.64,1839.5,162.9,255.8,7.77,591.8,421.7,1411.5,780,7.55
93.074,5.5,7.17,5.15,5.13,5.77,5.82,4100.6,422.7,394.5,5.49,1071.5,640.9,3013.7,1390.2,5.64
95.147,4.67,6.87,4.19,4.2,5.01,5.05,4514.8,475.7,371.1,4.68,1108.5,624.6,3318.1,1663.2,4.85
138.865,9.19,12.9,8.2,8.21,10.4,11,1759.6,157.8,248.2,8.44,562.9,400.7,1349.3,731.9,8.47
78.326,5.69,7.51,5.48,5.56,5.83,5.96,3501.3,368,384.7,6.03,1146.1,768.6,2519.4,1095.1,5.94
125.288,12.28,14.5,9.77,9.81,13.46,13.72,1665.6,152.1,243.2,11.27,542.1,384.2,1260.2,700.8,11.41
93.394,8.68,13.2,7.68,7.7,9.14,9.79,1150.1,109.1,254.4,9.46,386.6,274,875,178.1,8.35
87.544,4.16,7.51,3.4,3.47,5.19,5.74,3163,330.5,387.2,3.28,1138.8,800.6,2213.7,1226.5,3.53
134.097,8.95,13.16,8.04,7.86,10.28,10.81,1794.3,159.5,249.6,8.46,571.4,407.2,1378,747.8,8.31
135.153,8.52,12.94,7.69,7.5,9.75,10.39,1811,160.7,251.4,8.14,575.8,410.1,1390.6,752,7.97
91.918,5.51,7.96,5,4.96,6.01,6.09,4652.7,502.4,356,5.18,1107.4,596.7,3396,1741.2,5.36
86.989,3.4,6.74,3.06,3.04,4.17,4.69,3072.6,318.2,378.3,2.97,1114.5,788.3,2172.2,1212.5,3.09
133.646,8.89,13.12,7.62,7.77,10.29,10.79,1795.4,159.8,248.8,7.69,570.3,405.7,1378.2,748.1,8.02
97.857,13.51,15.4,12.7,12.91,13.57,13.55,1242.2,117.4,238.1,13.48,420.7,299.8,936.6,373.2,13.58
118.841,9.07,13.77,7.94,7.94,9.92,10.21,1414.6,131.6,232.4,8.91,471,335.6,1082.3,363.9,8.55
103.318,5.78,9.3,5.4,5.42,6.37,6.61,2083.3,180.4,296.8,6.25,714,528.4,1578.6,937.3,6.03
103.045,5.79,9.96,5.24,5.2,6.64,6.96,2052.7,176.8,286.6,5.82,686.7,502.8,1554,905.3,5.73
111.232,13.75,16.81,12.47,12.42,14.02,13.87,1361.2,125.9,228.5,14.72,445,315.3,1044,343.8,14.17
86.868,3.42,7.19,3.01,3.02,4.36,5.03,3051.4,309.1,363.3,3.1,1083.8,765.8,2158.7,1207.7,3.11
84.696,7.79,10.22,7.32,7.29,8.33,8.58,2721.8,242.8,280.5,8.26,825.1,573.8,2095,923.3,8.25
95.394,14.71,13.03,13.16,13.38,13.65,13.22,1149.5,106.9,260.5,14.87,388.9,278.7,882.2,188.8,14.47
121.015,9.19,13.84,7.96,8.07,9.96,10.44,1410.4,131.4,234.2,9.45,471.8,336.5,1079.4,362.5,8.9
86.98,6.22,9.48,5.6,5.59,7.24,7.69,2776.6,256,276.7,5.9,843.5,580.5,2119.3,955,5.98
114.792,7.69,10.8,7.18,7.11,8.17,8.44,1954,169.5,265.4,7.85,623.7,449.2,1489.7,820.1,7.74
84.085,4.74,8.7,4.44,4.39,5.81,6.54,2845.6,267.4,288.3,4.68,893.5,619.3,2107.9,1034.8,4.82
88.913,3.62,7.25,3.12,3.12,4.54,5.14,3105.8,321,385.6,3.09,1127.4,799.1,2196.7,1218.4,3.34
94.597,7.65,10.99,6.32,6.36,8.64,8.94,2231.9,191.7,290.3,7.21,749.5,550.3,1702.7,953.4,7.33
95.2,5.37,7.16,4.97,4.97,5.53,5.57,4218.1,431.5,393.2,5.45,1081.6,642,3093.2,1445.3,5.57
88.178,3.36,7.57,3,2.97,4.46,5.23,2992.9,299.2,343.2,3.04,1039.3,732.4,2120.5,1187.9,3.1
116.745,9.23,12.68,8.46,8.48,9.95,10.32,1473.3,139,236.8,8.72,501.1,357.8,1096.1,683.6,8.62
96.604,4.98,7.52,4.52,4.5,5.55,5.61,4548.7,488.4,361,4.96,1099.8,602.3,3323.3,1724.5,5.11
118.137,10.63,16.21,8.62,7.88,12.07,12.53,1391.4,129.1,227.9,10.11,453.4,319.1,1068.6,344.6,9.4
102.758,5.85,10.04,5.64,5.48,6.35,6.7,2032.8,176.3,284.4,6.38,681.3,497.3,1545.8,897,5.91
83.627,5.49,8.72,4.5,4.37,6.53,6.97,3246.4,342.9,386.3,4.3,1152.3,799.9,2269,1205.9,4.5
84.862,4.96,8.69,4.64,4.62,5.95,6.64,2839.1,265.7,286.6,4.74,888.3,615.5,2105.5,1031.6,4.87
82.34,7.41,10.13,7.12,7.11,7.95,8.22,2747.2,244.9,277.9,8.17,822.7,570,2111.8,922,7.89
122.382,11.52,13.87,9.99,9.97,12.59,12.99,1646,150.6,242.8,10.46,537.1,382,1237.8,704,10.77
108.279,6.79,10.38,6.15,6.24,7.47,7.7,1987.6,173.1,278.1,6.85,655.6,476.8,1521.2,858.4,6.72
127.96,11.73,14.39,10.49,10.31,12.45,12.67,1682.8,153.5,241.7,11.63,542.5,382.9,1278.8,687.3,11.32
95.329,6.26,9.43,5.53,5.62,6.98,7.24,2159,185.6,295.8,6.13,738.3,546.9,1643.3,968.1,6.27
86.769,5.61,7.87,5.04,5.03,6.15,6.33,3783.1,396.6,402,5.19,1078.2,673.3,2797.3,1282.8,5.34
82.644,5.3,7.23,5.15,5.02,5.43,5.56,3609,372.9,389.8,5.9,1125.1,743.6,2623.3,1138.6,5.71
83.939,5.04,7.32,4.78,4.82,5.28,5.52,3649.4,372.7,395.8,5.17,1116.1,734.9,2654.7,1163.9,5.22
94.369,13.97,14.08,13.34,13.28,13.27,12.94,1205.9,114.7,264,13.99,410,291.7,910,418.2,14.5
129.084,9.98,13.74,8.82,8.65,11.06,11.47,1723.8,155.5,241.7,9.87,546.4,386.5,1319.3,691.9,9.26
118.571,7.87,11.58,7.15,7.18,8.75,9.17,1908.8,168,264.1,7.71,615,442.1,1461.6,811.8,7.86
116.533,8.83,13.63,8,7.8,9.84,10.23,1421.3,132.8,234,8.86,474.7,338.4,1084.7,403.4,8.66
94.404,4.82,6.89,4.53,4.53,5.09,5.11,4517.1,469.4,372,4.75,1098.2,620.6,3308.4,1639,4.87
85.557,5.42,7.44,4.98,4.92,5.77,5.92,3751.5,393.9,404.2,5.52,1081,678.7,2772.1,1266.7,5.46
81.807,5.48,7.44,5.29,5.31,5.64,5.75,3591.7,371,391.8,5.76,1137.8,757.9,2603.9,1119.8,5.75
81.975,4.06,8.23,3.85,3.77,5.12,6.01,2867.9,268.7,294.5,4.19,906.5,630.6,2116.4,1060.2,4.04
128.551,11.84,14.68,10.4,10.42,12.63,12.77,1676.1,152.9,241.7,11.53,542.1,382.7,1273.1,691.9,11.21
92.268,7.81,9.82,7.52,7.6,7.86,7.83,2590.4,220.5,277.9,8.72,786.4,559.1,2013.1,880.9,8.54
88.425,3.6,7.14,3.11,3.07,4.51,5.1,3115.7,321.4,383.8,2.92,1128.6,799.8,2203.5,1220.5,3.33
80.839,3.52,8.01,3.14,3.16,4.79,5.69,2918.8,282.9,323.4,3.27,980,688,2103.6,1155.5,3.32
86.297,3.32,6.82,2.95,2.96,4.09,4.66,3061.8,315.2,374.5,2.99,1104.6,780.6,2160.4,1213.6,3.08
85.452,5.7,8.03,5.03,5.04,6.34,6.55,3657.9,378.5,408.4,5.19,1113.9,726.5,2666.2,1203,5.31
97.175,15.68,15.4,15.38,15.32,13.83,13.22,1156.3,107.5,259.5,16.45,388.7,278,887.4,184.4,17.21
119.227,10.91,13.63,9.67,9.74,11.96,12.36,1626.6,149.7,242,10.41,533.2,379.2,1218.7,705.7,10.26
94.636,5.43,7.19,5.12,5.08,5.62,5.69,4214.8,431.4,392.8,5.6,1082,642.6,3088.4,1440.5,5.58
89.866,6.32,9.54,5.56,5.59,7.38,7.92,2787.1,259.5,279.7,5.85,862.1,593.8,2102.8,995.2,5.91
83.551,5.57,7.57,5.25,5.22,5.87,5.98,3581.6,370,390.2,5.78,1138.7,759.1,2586.4,1117.6,5.72
84.688,5.88,8.28,5.17,5.13,6.45,6.64,3697,387.5,407.2,5.16,1098.6,701.7,2721.6,1233.4,5.38
88.938,3.51,6.97,2.96,2.93,4.44,5.05,3134.2,326.8,386.4,2.97,1130.8,796.5,2196.6,1227.4,3.06
85.67,5.46,7.57,4.83,4.83,5.89,6.06,3765.5,394.4,403.4,5.22,1079.3,676.6,2783.9,1270.1,5.48
106.318,15.34,18.39,13.61,13.37,15.5,15.45,1298.7,120.6,230.4,15.32,429,304.4,986,342.9,14.99
90.116,9.78,11.22,9,9.03,9.82,9.69,2479,215.2,282.9,9.86,782.7,561.1,1913.9,892,10.03
127.198,11.8,14.36,10.4,10.44,12.46,12.66,1684.5,153.8,240.5,11.77,541.9,382.1,1278.8,686.4,11.37
89.265,5.62,9.17,5.17,5.24,6.66,7.29,2801,262,281.1,5.68,871.4,600.8,2107.6,1001.2,5.57
105.464,14.67,16.71,13.45,14.31,14.15,13.81,1272,118.9,235,19.1,427,303.8,960.3,360.1,17.48
80.922,6.2,9.25,5.86,5.87,6.98,7.39,2762.7,253.9,275.6,6.29,832.5,571.5,2117.1,934.8,6.38
118.546,9.86,13.43,8.66,8.66,10.98,11.39,1547.6,144.7,238.6,9.36,518.3,369.2,1150.7,680.2,9.15
90.475,5.7,7.84,5.1,5.09,6.27,6.42,3854.4,401,401.5,5.36,1072.5,663.2,2836.8,1299.8,5.33
94.145,5.19,7.8,4.85,4.81,5.69,5.71,4590.5,492.6,351.6,5.02,1095,593.6,3346.8,1736.9,5.3
88.528,6.13,9.47,5.5,5.48,7.13,7.69,2773.7,256.9,278.5,5.79,848.9,585,2111.5,969.3,5.87
96.811,4.76,6.77,4.79,4.73,4.67,4.72,4380.7,449.3,375.6,5.47,1077.6,619.6,3204.6,1537.8,5.53
84.687,7.24,9.22,5.78,5.67,7.81,7.86,3333.4,356,384.7,5.4,1154.1,790.1,2395,1135.1,5.83
116.813,11.05,15.56,8.57,8.34,12.16,12.43,1398.2,130,228.9,10.14,457.4,322.6,1073.2,346.2,10.15
120.514,9.9,13.43,8.81,8.79,10.88,11.35,1561.5,145.4,237.4,9.26,517.9,368.4,1160.9,679.3,9.2
121.148,10.21,13.72,9.04,9.08,11.14,11.46,1520.9,142.8,238.4,9.54,512.9,365.1,1131.1,681.5,9.32
114.246,8.98,13.07,8.26,8.16,9.95,10.28,1439.5,135.3,233,8.62,483.4,344.4,1087.4,608.9,8.42
87.371,5.61,7.85,5.03,5.04,6.17,6.34,3813.9,397.3,402.8,5.19,1081.2,675.6,2803.9,1282.6,5.33
85.773,4.37,8.82,3.83,3.87,5.82,6.7,2875.6,270.9,303.7,4.2,927.6,649.4,2114.9,1089.4,4.11
87.309,4.34,8.84,3.71,3.69,6.02,6.88,2881.4,274.7,311.4,3.65,947.4,665.7,2111.2,1120.3,3.87
95.5,4.66,6.92,4.27,4.29,4.96,5,4507.1,474.5,369.5,4.8,1103.3,620.6,3313.6,1660.8,4.86
87.557,5.58,9.02,5.29,5.23,6.56,7.18,2805.4,262.5,279.1,5.56,871.1,600.3,2104.6,1005.8,5.51
104.445,11.88,17.7,10.69,10.31,12.72,13.12,1302.7,121.5,228.6,13.17,430.1,304.9,991.6,343,11.96
91.725,4.01,6.73,3.85,3.85,4.15,4.17,4501.6,454.8,378.7,4.87,1087.6,624.3,3273.1,1563.8,5.15
115.472,9.05,12.81,8.26,8.31,9.83,10.08,1450.3,136.4,235.6,8.57,490.6,350.3,1092.1,642.3,8.61
84.765,7.12,9.18,5.59,5.49,7.74,7.79,3326,354.7,381.7,5.56,1148.1,785.4,2387.4,1148.5,5.95
95.232,6.91,10.7,5.81,5.7,8,8.19,2184.2,187.3,294.4,6.65,742.6,548.8,1662.7,967,6.85
92.123,4.67,6.77,4.42,4.4,4.83,4.84,4537.4,466.7,370.8,4.77,1091.9,617.1,3327.4,1639.8,4.86
84.193,5.85,8.19,5.14,5.16,6.44,6.62,3691.4,383.8,410.6,5.25,1111.5,717.7,2703.5,1217.6,5.33
96.363,6.07,9.03,5.55,5.6,6.63,6.83,2148.4,184.4,294.9,6.14,734.5,544.2,1632.7,965.6,6.24
103.392,12.32,16.94,10.4,10.47,13.46,13.47,1313.6,122.2,230.3,12.04,434.6,308.8,1000.6,343.5,11.82
90.342,7.82,9.83,7.64,7.59,7.93,7.91,2603.9,223.6,277.4,8.32,793.6,563.8,2018.4,898.9,8.21
87.829,8.13,10.22,7.45,7.42,8.42,8.47,2400.7,210.4,287.1,8.29,784.5,567.3,1845,935.2,8.18
128.393,11.9,14.67,10.3,10.25,12.86,13.03,1676.9,153,240.9,11.19,541.3,381.9,1272.3,694.8,11.19
82.585,3.02,7.93,2.73,2.69,4.26,5.26,2939,286.6,331.6,3.41,997.9,702.4,2110.9,1169,3.08
81.002,6.54,8.62,5.77,5.76,7.04,7.18,3383.5,361.8,383.2,5.93,1149.3,779.2,2442.4,1100.3,6.02
86.959,7.46,10.51,6.44,6.43,8.2,8.5,2345,204.5,291,7.37,777.6,566,1795.9,955.3,7.35
118.986,10.34,15.13,7.8,7.52,11.6,11.74,1406.8,130.6,229.8,10.12,460.4,325.3,1080.1,350,10.08
86.504,4.55,8.85,4.02,4.04,6,6.79,2885.9,271.6,306.4,4.08,933.3,654.5,2123.7,1098.9,4.22
127.706,8.14,12.17,7.23,7.28,9.51,10.01,1840.6,163.7,257.6,7.64,596.2,425.1,1414.8,784.1,7.75
98.164,6.93,10.34,5.93,5.94,7.93,8.24,2210.1,190.2,290.7,6.58,746.9,548.4,1683.6,958.6,6.58
86.274,5.55,7.67,5.08,5.05,6.06,6.22,3765.5,395.6,400.5,5.37,1080.3,676.4,2788,1274.9,5.45
84.161,4.19,8.73,3.72,3.76,5.61,6.5,2875.6,271,303.2,3.93,926.1,648,2115.6,1088.2,3.96
95.394,14.81,14.28,14.38,14.31,13.62,13.06,1216.8,115.3,263.2,17.43,410,291.3,918.3,409.8,16.79
128.289,8.15,12.23,7.3,7.21,9.46,9.98,1836.2,164,256.6,7.92,596.4,425.2,1412.2,785.5,7.75
128.144,11.95,14.42,10.63,10.61,12.63,12.84,1689.7,154.2,241.6,11.68,544.1,384.2,1285.6,686,11.46
109.259,16.13,17.11,15.07,15.07,15.55,15.13,1277.9,119.5,232.5,18.54,427.2,302.5,966.6,357.5,17.85
118.188,7.86,10.99,7.23,7.17,8.57,8.86,1954.1,168.7,264.7,7.94,619.8,446.2,1490.9,819.1,7.91
85.055,5.48,7.78,5.04,5.03,5.97,6.15,3715.5,390.9,399.1,5.27,1081.4,681.8,2744.3,1255.5,5.28
91.354,9.05,10.93,8.41,8.43,9.08,9.06,2490.4,216.3,280.9,9.86,775.7,552.9,1928,861.1,9.69
121.917,8.03,12.07,7.18,7.22,9.21,9.63,1869.3,166.3,261.6,8.14,608.6,436.9,1437.7,806.2,7.9
81.452,5.59,7.38,5.32,5.27,5.74,5.83,3579.6,370.9,391,5.71,1136.3,756.2,2588.9,1120.6,5.75
85.476,7.03,10.3,5.78,5.83,7.88,8.25,2318.6,202.4,290.8,6.93,771.2,562.6,1771.3,948,6.87
122.549,9.86,13.35,8.82,8.88,10.86,11.29,1585.5,147.6,240.3,9.54,524.3,372.7,1177.7,685.7,9.25
82.78,7.62,10.22,7.19,7.16,8.18,8.47,2737.9,243.3,277.9,8.2,821.1,569.7,2105.2,922.3,8.1
92.784,12.28,13.6,11.52,11.39,11.97,11.8,1189.1,112.9,266.4,12.38,408.5,291.5,896.4,193.8,12.58
92.522,7.64,9.74,7.61,7.6,7.69,7.75,2602.8,221.3,278.8,8.46,789.6,562,2022,888.4,8.35
96.747,5.06,7.65,4.59,4.55,5.7,5.75,4543.7,486,361.1,5,1100.4,605.3,3320.2,1716.3,5.13
82.201,3.54,8.06,3.2,3.16,4.84,5.69,2912.1,281.8,320.1,3.33,974,683,2097.6,1147.8,3.31
88.529,8.97,10.6,8.26,8.29,9.11,9.04,2443.2,213.1,283.6,9.06,782.7,563.3,1880.8,910.7,9.02
93.956,7.22,11.36,6.84,5.7,8.54,8.9,2247.2,194,302.5,7.37,765.7,565.3,1720.1,950.1,7.32
98.716,15.58,15.7,15.05,14.76,13.86,13.21,1155.5,107.6,258.7,16.24,388.1,277.3,887.9,182.9,16.97
109.075,14.08,17.52,12.43,12.31,14.26,14.02,1346.3,124,231.1,13.86,441.8,314,1030.3,344.4,13.81
84.438,5.41,7.52,5.03,5.02,5.75,5.9,3768.2,393.5,403.8,5.3,1083.5,681.7,2783.1,1266.7,5.34
94.919,13.22,12.88,12.31,12.36,12.12,11.99,1145.5,106.6,262.1,13.64,390,280.1,878.3,189.3,13.28
85.21,5.57,7.86,4.96,4.98,6.1,6.3,3723,389.7,404.2,5.14,1085.5,686.9,2746.1,1249.7,5.28
93.245,4.52,6.93,4.47,4.42,4.57,4.51,4521.2,456.5,378.8,4.8,1093.4,628.6,3304.2,1581.5,5.19
95.791,4.93,7.23,4.5,4.52,5.43,5.51,4521,482.2,365.5,4.73,1104.3,613.6,3324.6,1688.8,4.86
96.43,5.43,7.07,5.02,4.95,5.56,5.57,4247.3,436.3,387.7,5.45,1080.1,635.4,3119.4,1477.5,5.56
77.349,6.16,8.27,5.74,5.65,6.54,6.7,3478.5,367.5,378.6,6.05,1144.8,768.4,2487.6,1086.6,6
90.24,5.56,7.47,5.05,5.05,6.02,6.14,3969.1,410.9,397.8,5.44,1065.6,645.1,2931.4,1333.2,5.54
87.466,3.72,8.23,3.29,3.24,5.19,6.04,2962.1,292.1,341.4,2.94,1024.4,724.8,2122.7,1188,3.72
118.478,10.12,13.3,9.1,9.07,10.77,11.07,1497.4,140.2,238.9,9.39,509,363.4,1111.5,690.9,9.32
95.503,4.41,6.6,4.43,4.26,4.26,4.24,4416.4,451.8,377.3,5.58,1084.2,623.6,3233.1,1549.1,5.29
87.661,4.01,7.32,3.33,3.35,5.03,5.6,3140.9,329.8,388.4,3.25,1137.2,799.8,2202.5,1226.7,3.41
85.299,5.55,7.88,5.01,5,6.08,6.28,3720,390.1,399.9,5.22,1082.6,683.6,2747.1,1250.4,5.27
92.426,5.24,7.7,4.72,4.71,5.73,5.81,4614.5,497.7,353.4,5.27,1101.2,594.8,3373.7,1741,5.35
84.525,7.58,10.08,7.18,7.13,8.07,8.33,2732.2,243.2,277.5,8.23,821,569.6,2101.9,922.6,8.02
116.748,8.98,12.75,8.03,8.12,9.77,10.02,1464.5,137.7,233.4,8.7,492.1,350.5,1097.7,664.5,8.52
92.348,7.85,9.82,7.76,7.77,7.8,7.81,2525.6,218.2,279,9.31,780,553.5,1961.7,861.8,8.93
106.413,6.36,10.61,5.99,5.97,6.99,7.21,2005,174.4,281.6,7.02,667.9,486.2,1534.8,876.9,6.67
94.409,4.75,6.98,4.38,4.39,5.07,5.11,4492.8,473.2,374.1,4.79,1105.8,624.4,3303.2,1649.8,4.87
82.008,6.3,9.29,5.94,5.94,7.12,7.51,2774.3,254.7,273.4,6.26,832.4,570.6,2127.7,937.2,6.44
121.332,10.05,13.19,9.04,9.09,11.04,11.55,1608.6,148,241,9.53,527.8,375.6,1200.4,668.5,9.46
83.967,5.48,7.78,5.07,5.01,5.97,6.14,3642.7,375.4,404.4,5.3,1126.2,742.1,2665.9,1177.6,5.35
78.248,5.47,7.41,5.4,5.39,5.7,5.81,3532.2,368,385.8,5.81,1146.8,768.6,2549.2,1095.9,5.76
92.745,5.5,7.67,5.03,5.05,5.83,5.88,4678.7,504.7,357,5.2,1110,597.2,3437.5,1739.1,5.37
87.198,7.19,10.64,5.96,5.83,8.12,8.41,2252.9,197.4,287.3,6.75,749.5,546.4,1717.7,935.9,7.93
127.182,11.97,14.38,10.6,10.65,12.6,12.79,1686.2,154,241,11.5,542.7,382.8,1279.5,685.7,11.37
92.334,11.99,13.73,11.3,11.24,11.54,11.46,1190,113.1,266.6,12.59,409.1,292,897.5,193.3,12.3
92.271,11.98,13.78,11.34,11.07,11.65,11.55,1192.7,113.5,265.7,12.64,408.7,291.3,899.8,193.5,12.45
77.298,6.24,8.26,5.66,5.67,6.64,6.81,3473.1,366.9,381.5,5.99,1149.2,773.5,2481.7,1085.7,5.99
98.978,13.92,15.4,14,13.79,13.55,13.33,1238.3,116.8,239.4,15.53,418.7,298.2,932.1,371.1,14.9
