@relation treasury
@attribute 1Y-CMaturityRate real [77.055,142.645]
@attribute 30Y-CMortgageRate real [3.02,17.15]
@attribute 3M-Rate-AuctionAverage real [6.49,18.63]
@attribute 3M-Rate-SecondaryMarket real [2.67,16.75]
@attribute 3Y-CMaturityRate real [2.69,16.76]
@attribute 5Y-CMaturityRate real [4.09,16.47]
@attribute bankCredit real [4.17,16.13]
@attribute currency real [1130.9,4809.2]
@attribute demandDeposits real [105.6,533]
@attribute federalFunds real [225.8,412.1]
@attribute moneyStock real [2.86,20.06]
@attribute checkableDeposits real [381.1,1154.1]
@attribute loansLeases real [269.9,803.4]
@attribute savingsDeposits real [868.1,3550.3]
@attribute tradeCurrencies real [175.6,1758.1]
@attribute 1MonthCDRate real [3.02,20.76]
@inputs 1Y-CMaturityRate, 30Y-CMortgageRate, 3M-Rate-AuctionAverage, 3M-Rate-SecondaryMarket, 3Y-CMaturityRate, 5Y-CMaturityRate, bankCredit, currency, demandDeposits, federalFunds, moneyStock, checkableDeposits, loansLeases, savingsDeposits, tradeCurrencies
@outputs 1MonthCDRate
@data
91.961,5.34,7.82,4.73,4.69,5.87,5.95,4624.7,498.1,351,5.27,1097.6,591,3368.7,1744,5.37
86.799,9.17,10.8,8.24,8.24,9.3,9.28,2432.6,213,285.6,9.22,785.7,566.6,1873.5,922.9,9.08
90.659,8.01,10.05,7.66,7.69,8.28,8.27,2621.4,224.8,277.8,8.23,794,562.8,2022.6,902.1,8.17
84.501,5.63,8.54,4.59,4.56,6.53,6.9,3255.2,345.5,385.5,4.35,1151.1,796.1,2291.7,1198.2,4.69
92.69,5.59,7.54,5.17,5.17,6.08,6.17,3981.3,412.6,400.6,5.45,1069.2,647.3,2946,1350.7,5.55
88.526,6.11,9.47,5.6,5.51,7.16,7.64,2788.1,256.5,276.9,5.92,846.2,582.7,2124.9,963.7,5.87
85.306,5.86,8.39,5.16,5.11,6.56,6.77,3678.3,379.9,410,5.24,1116.9,727.6,2686.8,1203.7,5.36
95.289,9.44,14.15,8.6,8.53,9.44,9.94,1150.4,108.7,253.4,10.85,384.6,272.5,878.6,176.7,9.65
82.277,3.53,8.09,3.22,3.19,4.87,5.85,2902.8,279.7,317.4,3.28,965.5,676.9,2100.2,1142,3.31
86.192,5.15,8.78,4.99,4.85,6.12,6.79,2828.6,265.3,283.1,5.1,883,610.3,2102.2,1025.2,5.12
108.625,15.11,17.65,14.1,14.12,15.05,14.91,1340.6,124.1,231.5,15.19,441.7,313.9,1024.8,345.5,15.14
95.947,6.71,10.36,5.82,5.68,7.72,7.96,2198.5,188.4,295.7,6.61,747.2,551,1678.6,966.8,6.83
85.74,7.01,10.19,5.98,5.99,7.78,8.13,2313.1,201.7,289.9,6.82,766.3,558.3,1771.2,947.9,6.72
86.878,7.4,10.35,6.44,6.36,8.13,8.41,2359.6,204.8,292.4,7.43,781.2,569,1805.9,957.4,7.35
77.839,5.53,7.63,5.53,5.43,5.74,5.85,3526.8,367.6,387.8,6.21,1150.3,772.5,2542.6,1092.6,5.93
94.778,4.18,6.49,4.16,3.96,4.18,4.18,4460.5,452.4,374.7,5.22,1079.8,618.7,3253.6,1559.4,5.34
85.717,3.38,6.96,2.98,2.96,4.19,4.73,3077.4,315.8,376,3.03,1107.9,783.5,2171.8,1211.2,3.09
83.296,6.04,8.93,4.92,4.91,6.95,7.3,3278,350,387.6,4.62,1153.6,794.9,2325.4,1178.4,5.03
118.877,7.57,11.14,7,7.06,8.23,8.55,1922.8,167.8,268.6,8.05,620.9,448.3,1468.6,815.1,7.75
113.073,14.07,16.93,12.85,12.77,14.21,14,1359.6,125.5,230.5,14.68,448.2,319,1042.4,343.9,14.61
86.138,5.33,8.82,4.99,5,6.21,6.85,2828.2,264.3,282.6,5.28,878.8,606.9,2108.8,1019.8,5.22
101.552,5.8,9.32,5.53,5.46,6.38,6.63,2138.7,181.6,298.5,7.62,726.5,539.7,1626.2,954,6
92.338,8.58,12.18,7.88,7.93,9.23,9.46,1159.3,110.7,257.8,8.68,395.6,280.3,876.7,188.3,8.45
96.356,15.77,14,15.14,15.37,14.27,13.65,1154.9,107.4,259.6,16.17,388.4,277.8,886.2,185.9,16.15
90.317,8.24,10.37,7.67,7.67,8.6,8.67,2671.5,231.9,275.8,8.16,805.5,566.7,2060.5,911.2,8.22
135.027,9.04,13.12,7.78,7.75,10.51,11.07,1746.3,156.8,244.5,8.27,554.2,393.1,1337.6,721,8.05
92.632,4.63,6.77,4.44,4.44,4.64,4.59,4539.3,460.7,379.2,4.69,1100.2,631.2,3314.1,1599.1,5.58
84.677,7.2,9.25,5.76,5.66,7.73,7.78,3318.9,354.4,384.7,5.48,1151.4,789,2376.8,1149.9,6.07
94.54,6.95,10.7,5.7,5.67,8.01,8.23,2185.4,186.9,298.8,6.8,748,554.9,1662.4,968,6.86
97.756,5.82,9.08,5.44,5.51,6.46,6.66,2137.1,183,296.9,6.13,728.8,540.4,1627.6,954.6,5.92
119.077,10.27,13.5,9.07,9.1,10.92,11.22,1495.1,140.4,237.8,9.21,507.9,362,1112.5,691,9.3
94.937,13.61,14.18,13.51,13.29,12.99,12.59,1210,114.9,264.7,14.65,411,292.5,912.8,414.6,14.8
92.147,5.42,7.85,4.78,4.84,5.92,6.03,4625.3,499.3,353,5.17,1100.5,592.7,3367.5,1743.4,5.36
92.039,8.35,10.26,7.97,7.93,8.63,8.6,2655.4,228.4,277.6,8.27,802.7,567.6,2047.6,910.1,8.32
105.991,14.72,17.61,12.51,12.66,14.92,14.81,1329.6,123.4,232.6,12.96,442.3,315.2,1016.2,346.5,13.08
119.328,8.89,14.2,7.44,7.54,10.28,10.5,1411.4,130.9,230.9,9.53,465.5,330.4,1082.4,356.6,8.96
96.369,9.77,14.68,9.73,9.14,9.57,9.94,1149.4,108.3,252.8,12.96,383.3,271.7,879.6,175.9,10.3
119.003,9.54,12.96,8.73,8.7,10.2,10.49,1488.4,139.7,238,8.84,504.9,360.4,1107.5,687.7,8.98
88.776,3.61,7.13,3.06,3.02,4.53,5.14,3114,323.6,386.8,2.99,1131.2,800,2200.3,1219.4,3.22
82.727,6.58,9.61,6.14,6.12,7.35,7.66,2760.4,252.8,272.8,6.88,827.7,567.7,2114.6,929.2,6.77
96.533,6.61,10.3,5.62,5.61,7.65,7.91,2189.3,188.8,290.9,6.64,742.7,546,1669,964.8,6.64
93.137,6.13,8.26,5.35,5.31,6.53,6.65,4796.6,522.3,348,5.59,1120.7,590.3,3535.5,1743.2,5.74
87.91,3.56,7.11,3.11,3.08,4.47,5.03,3084.9,319.1,383.8,3.04,1122.8,796,2179.7,1217.6,3.11
106.67,14.37,17.59,13.36,12.79,14.57,14.52,1335,123.6,233.7,13.98,443.7,316.4,1020.3,346.6,13.8
130.883,8.11,12.21,7.17,7.12,9.43,9.85,1858.8,165.5,259.6,7.85,603.2,431.6,1429.7,793.7,7.94
95.847,15.24,13.59,13.7,13.78,14.07,13.76,1150.2,107.1,260.5,14.62,389,278.7,882.3,187.5,14.88
117.652,13.46,16.88,11.8,11.71,14.08,14.1,1384.2,128.1,226.7,13.18,448.9,315.6,1064,341.8,13.54
86.722,3.48,7.17,3.05,3.02,4.44,5.12,3058,312.2,369.6,2.98,1095.9,774.6,2159.1,1209,3.09
84.125,5.81,8.09,5.07,5.09,6.41,6.6,3678.8,386.7,403.5,5.21,1097.5,701.4,2706.8,1232.1,5.32
110.532,13,16.63,11.48,11.54,13.71,13.74,1374.3,127.2,228.2,13.7,447.5,316.2,1054.9,344.3,13.43
91.983,8.57,10.56,7.78,7.78,9.02,9.01,2664.3,230.5,276.9,8.24,806,568.9,2053.3,912.5,8.38
140.985,9.97,13.24,8.64,8.51,11.13,11.6,1780.2,158.6,248.1,8.75,567,403.8,1367.3,744.5,8.74
119.869,10.24,13.23,9.2,9.18,11.24,11.75,1614.1,148.5,240.6,9.62,528.8,376.1,1205.2,674.6,9.57
105.046,15.22,16.76,15.46,15.69,14.42,14.06,1269.4,118.5,233.7,18.4,423.2,300.6,957.5,361.3,17.78
92.067,5.48,7.38,4.91,4.97,5.91,6.04,4004.8,416.3,389.1,5.58,1062.7,637.5,2970.9,1365.8,5.56
84.651,7.77,10.16,7.39,7.38,8.25,8.52,2734.9,242.2,279,8.18,821.9,571.1,2100.4,922.7,8.09
79.159,5.71,7.8,5.41,5.4,6.07,6.24,3554.4,369,388.5,5.73,1148,768.8,2569.9,1102,5.75
93.616,5.28,7.88,4.72,4.67,5.78,5.82,4588.4,494.7,350.2,5.16,1094.1,590.7,3352.5,1739,5.34
89.19,9.39,10.86,8.65,8.64,9.43,9.37,2466.3,214.8,282.6,9.83,782.7,561.5,1906.5,894.9,9.8
93.74,11.28,12.95,10.03,10.01,11.52,11.69,1175.3,112.3,262.5,10.03,403,286.3,886.6,192.2,10.31
83.494,6.71,9.63,6.52,6.31,7.41,7.77,2749.2,250.2,274.2,6.4,825.4,568.2,2112.1,926.2,7.28
110.932,7.03,10.01,6.55,6.59,7.26,7.4,1965.7,170.7,270.3,7.52,633.4,457.4,1506.8,826.9,7.24
131.292,7.73,12.03,6.92,6.99,8.96,9.5,1837.7,162.5,255.3,8.07,590.2,420.8,1407.1,776.9,7.49
103.975,5.83,9.35,5.51,5.49,6.38,6.62,2086.4,180.4,299,5.97,718.1,532.5,1582,938.7,6.06
123.409,11.84,14.08,9.95,9.79,12.93,13.35,1651.2,150.7,240.5,9.75,535.9,380.6,1244.7,703.9,10.5
85.774,3.4,7.52,3,2.99,4.48,5.28,3003.2,304.2,357.6,3.01,1066.4,754.2,2123.8,1200.8,3.08
87.478,6.34,9.52,5.86,5.82,7.36,7.79,2771.1,256.4,278,6.1,843.8,580.3,2115.2,949.5,6.3
120.673,10.21,13.25,9.13,9.18,11.17,11.67,1607.4,148.2,239.6,9.6,526.9,374.4,1201.3,659.9,9.54
118.529,9.69,13.52,8.63,8.53,10.79,11.2,1539.7,144.4,239.3,9.36,518.4,369.4,1144.4,680.4,9.07
102.152,5.57,9.99,5.08,5.05,6.43,6.72,2057,178.3,286.9,5.75,692.8,508.2,1556.6,917.7,5.62
84.227,5.62,7.88,5.04,5.03,6.13,6.31,3690,385.4,404.8,5.1,1100.6,705.5,2704,1228.3,5.32
131.477,11.42,14.26,10.27,10.24,12.27,12.46,1704.6,154.7,242.2,10.73,545.4,385.5,1295.4,686.3,10.9
92.365,5.59,7.58,5.12,5.13,6.11,6.22,3980.6,415,404.2,5.56,1080.7,656.6,2941.9,1348.9,5.55
94.875,5.28,7.12,5.07,5.06,5.43,5.48,4160.5,428.5,391.1,5.53,1074.1,637.6,3057.7,1419.7,5.53
83.984,6.89,9.23,5.44,5.53,7.62,7.79,3306.6,353.5,384.9,5.85,1151.4,789.9,2361.4,1156.9,5.85
84.488,3.58,7.47,3.08,3.06,4.58,5.29,3023,305.8,359.6,3.09,1072.3,758.3,2135.9,1205.6,3.11
91.584,8.17,10.57,6.94,6.98,8.76,8.94,2384.5,207.1,290.2,7.75,785.2,569.4,1829.4,954.5,8.01
93.521,6.88,10.52,5.81,5.61,7.87,8.09,2176.4,186.3,298,7.3,743.2,551,1654.7,967,6.69
81.97,3.4,7.87,3.1,3.07,4.59,5.48,2912.7,283,320.1,3.33,976.3,684.3,2095.8,1153.2,3.27
128.549,8.03,12.03,7.23,7.22,9.41,9.91,1835.6,163.2,256.2,7.88,593.2,422.8,1407.4,782.3,7.69
94.227,11.9,12.9,11.94,11.72,10.69,10.54,1133.6,105.9,258.8,13.94,385.1,276.1,869.8,192.5,13.3
90.595,5.47,7.56,4.98,4.97,5.96,6.13,3842.9,399.6,400.2,5.22,1076.4,668.4,2821.1,1288.9,5.29
86.572,5.56,8.95,5.19,5.19,6.48,7.1,2803.3,263,279.4,5.44,871.9,600.7,2101,1009.1,5.41
94.513,5.49,7.07,5.07,5.12,5.69,5.74,4090.7,424.9,395.5,5.66,1073.9,640.9,3015,1398.4,5.88
92.142,5.48,7.36,5.12,5.11,5.9,6,3997,411.7,399.2,5.57,1071.3,649.9,2940.2,1339.4,5.53
94.249,5.23,8.15,4.79,4.72,5.87,5.97,4578.4,490.9,359.3,4.96,1099.8,600,3336.7,1726.1,5.23
83.088,6.07,8.89,4.92,4.9,7.02,7.38,3279.6,349.4,387.3,5.07,1153.2,795,2324.7,1179.3,5.05
88.279,3.88,7.11,3.28,3.27,4.85,5.4,3158.4,329.1,388.1,3.25,1137.1,800.4,2212.3,1225.8,3.35
130.089,9.64,13.55,8.59,8.55,10.75,11.21,1729.3,156,242.4,9.47,548.5,388.2,1323.5,695.5,9.05
137.714,9.68,13.29,8.41,8.29,10.93,11.43,1787.1,158.8,248.3,8.38,568.2,404.7,1370.3,745.9,8.64
85.261,8.89,10.46,8.04,7.96,9.01,8.99,2428.8,211.7,288.9,8.59,787.1,569.3,1866.6,928.4,9.34
82.428,6.51,9.56,6.22,6.17,7.29,7.6,2750.5,253.3,273.7,7.46,830.2,569.8,2107.2,930.2,6.77
84.15,6.95,9.68,6.52,6.48,7.49,7.79,2752.2,247.6,278.8,7.16,828.4,573.7,2115.7,924.1,9.17
97.028,7.01,10.3,5.97,6.05,7.98,8.3,2212.3,190.6,290.6,6.74,747.6,548.7,1684.1,957.1,6.61
139.647,9.3,12.94,8.15,8.31,10.56,11.17,1768.3,158.2,247.4,8.57,563.5,400.9,1354.7,734.3,8.54
88.632,6.25,9.53,5.69,5.66,7.25,7.74,2775.6,256.7,274.6,5.92,840.8,577.2,2116.5,962.4,6.04
78.282,5.72,7.79,5.47,5.44,6.07,6.21,3535.2,368.3,388,5.75,1145.7,766.9,2552.9,1100.2,5.77
85.825,5.3,8.46,4.18,4.16,6.32,6.76,3213.4,340.9,383.9,4.19,1145.9,796.1,2245.9,1212.2,4.29
100.919,15.11,15.82,14.19,14.52,14.57,14.36,1254.8,118.3,238.8,16.28,427.3,305.4,946.5,371.3,15.73
86.98,5.31,8.55,4.23,4.15,6.29,6.7,3204.7,338.9,385.9,4.27,1144.9,797.8,2245.5,1215,4.3
118.343,9.82,12.96,8.98,8.97,10.45,10.71,1487.8,139.8,237.3,9.14,504.6,359.7,1105.5,689.4,9.21
105.418,6.65,10.08,6.07,6.14,7.28,7.58,1985.2,173,277,6.82,652,473.5,1519.4,850.4,6.7
90.394,8.07,10.33,7.32,7.31,8.44,8.53,2398.6,209.9,287.4,8.27,784.2,567.2,1844.9,937,8.13
92.479,5.46,7.18,5.17,5.15,5.73,5.79,4069.8,421.9,391.7,5.51,1065.1,635.1,2999.4,1388.5,5.62
85.017,5.78,8.3,5.09,5.09,6.44,6.63,3659.1,379.2,410.7,5.33,1116.8,728.4,2670.9,1200.1,5.35
117.536,14.62,16.73,12.59,12.88,14.95,14.9,1378,127.4,225.8,14.17,445.7,313.4,1058.6,342.7,14.63
83.95,6.62,9.75,6.12,6.07,7.43,7.77,2753.6,252.2,272.9,6.77,825.3,566,2112.7,926.9,7.26
92.544,7.87,9.79,7.67,7.74,7.89,7.87,2590,220.7,276.7,8.69,785.8,558.6,2013.7,886.1,8.5
94.842,8.4,10.2,8.17,8.18,8.33,8.28,2505.7,217.3,276.6,9.68,773,548.7,1944.2,858.2,9.36
118.013,9.78,13.08,9.09,8.88,10.47,10.8,1493.2,140.2,237.1,8.9,506,360.5,1109.6,691,9.21
83.865,5.41,8.52,4.31,4.3,6.39,6.83,3244.3,343.8,386.8,4.3,1152.7,799.2,2276.4,1207.3,4.4
86.507,3.41,7.1,3.03,3,4.34,5.02,3056.5,312.9,369.1,3.06,1095,773.1,2154,1209.1,3.09
84.951,5.8,8.23,5.19,5.13,6.4,6.59,3693,383,412.1,5.23,1112.6,719.7,2703.7,1213.7,5.36
104.525,12.79,16.9,11.1,10.94,13.56,13.44,1319.6,122.4,231.7,12.26,436.6,310.6,1006.2,343.5,12.49
94.374,5.13,7.89,4.7,4.65,5.73,5.86,4567.8,489.6,358,5.06,1098.9,600.2,3324.6,1725,5.17
88.451,3.61,7.31,3.14,3.12,4.56,5.13,3102.7,320.3,383.4,2.98,1123.8,796.1,2193.5,1216.5,3.09
95.646,4.77,7.11,4.51,4.48,5.1,5.13,4498.2,470.7,370.8,4.8,1097.7,618.8,3308.6,1645.1,4.88
137.597,8.73,13.02,7.76,7.76,10.06,10.68,1799,160.3,250.3,8.19,573.8,408.6,1382.3,750.2,8.01
103.493,11.7,17.21,10.56,10.23,12.67,12.81,1308.5,121.6,230.8,12.42,432.9,307.7,996.2,343,11.45
92.352,8.35,10.11,7.83,7.76,8.32,8.21,2569.6,219.8,278.5,9.18,785.7,558.8,2002.8,874.2,8.87
127.632,12.1,14.68,10.04,10.04,13.19,13.39,1673.1,152.9,243.4,11.25,543.5,384.5,1267.1,698.6,11.32
92.237,5.45,7.84,5,4.98,5.87,5.95,4649.3,503.2,353.1,5.27,1105.8,594.5,3412.1,1740.3,5.36
105.403,14.86,16.62,14.34,14.39,14.39,14.05,1271.7,118.9,234.1,19.2,425.9,302.5,961.6,361.2,17.49
117.363,9.43,12.74,8.65,8.57,10.17,10.51,1482.3,139.2,237.4,8.77,502.6,359,1103.1,686.4,8.8
100.4,5.76,9.21,5.38,5.35,6.39,6.63,2128.9,182.1,295.3,6.01,724.7,537.3,1619.5,955.7,5.91
93.009,7.96,9.87,7.87,7.97,7.89,7.88,2529.5,218.5,279.5,9.24,780.4,553.5,1964.2,862.2,8.95
92.949,7.85,9.92,7.37,7.5,7.94,7.92,2584.3,220.1,280.1,8.76,787.8,560.8,2008.5,878.9,8.47
89.773,8.06,10.06,7.73,7.71,8.33,8.36,2688.7,235,274,8.33,809.4,565.8,2068.1,916.9,8.23
80.36,3.17,7.84,2.91,2.91,4.35,5.26,2926.5,285.1,326.2,3.09,986,692,2104.8,1161.7,3.08
86.604,3.42,7.23,3.05,3.01,4.37,5.04,3037.8,308.1,362.9,3.13,1080.7,763.7,2150.1,1204.7,3.12
92.473,6.03,8.15,5.36,5.26,6.39,6.46,4773.5,530.4,337.1,4.72,1118.5,579.7,3512.9,1735.2,5.7
119.943,9.92,13.42,8.78,8.81,10.96,11.42,1557.3,145.6,238.1,9.42,518.4,368.6,1158.1,677.5,9.25
89.051,6.29,9.5,5.6,5.58,7.35,7.87,2791,260.1,280.2,5.75,864.9,596,2105.5,996.1,5.89
117.327,9.26,13.66,8.28,8.14,10.04,10.31,1416.4,132.1,233.7,8.69,473.8,338,1082.2,365.5,8.55
