x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,y
L,1.9968256238990583,38.9319750427389,114.20648134011647,0.7361818960907394,2.143688808616219,-22.933137219580363,-11.916211624102981,-7.979482119836677,2.645528823363783,1.8760856317644703,22.652272137459917,-0.30925022938830055,14.222358962528894,false,25.618898871247083,0.8596962239296436,way3,1.5597015505190097,-8.687621827828504,17.906774181702872,-20.67516880471825,-2.187789031545404,-13.129831240298161,3.04357562524117,-33.321891389208,1.6678467422793648,24.387586683647733,-86.18933800791021,-2.0511116630509343,1.5731806362589356,-6.838641708074244,32.36309596351981,4.682279600974983,-21.010785368268078,3.511087341006452,5.263614970753484,5.496091972255175,-13.271418366267667,-5.503129523415497,0.6788251389283979,-138.56901719728904,74.06557162288418,20.22230060223389,-1.7102859720801658,-21.885893966708828,31.450975273106575,3.7056388229441644,-3.1935845802067395,-4.95064496214339,-0.407564570227321,yes,-4.874203766584969,5.781281708637702,15.61323955453422,1.4136267172775974,1.7047052873350668,11.322909095255648,7.754094429976237,-112.03926875879824,-7.879998414718739,lab07,35.99605569681064,active,17.609730140690957,-7.916772413649298,-25.782589562643032,-20.59401262281225,2.025339792424494,8.258234735963095,19.5013673894576,24.53490245338918,84.84082268773852,0.3610715441857974,12.376145147520448,3
L,-12.461841837082199,-64.60091173585874,-84.47829535918265,0.6646880711119794,-36.98759671324182,68.9033603808218,49.81253428656217,-16.95475888882859,-10.925236736871971,0.27226191931328586,-10.824276054807093,-0.13031958787505224,-18.0198782645212,true,41.26528078736641,-1.2226883568718814,way4,0.5136528513816763,7.515016152580673,0.9550346857034666,38.67371149828832,16.493717189090308,-0.5889575549913917,3.2393977857770246,133.76500805435916,2.1574672769177274,-12.362399292816042,5.166783814580134,3.137584301363621,0.11081431581965358,9.689214919380522,6.672705690908748,2.384262510168337,-7.747659781056853,-2.8507343325562418,-3.8349800585838802,-1.5965745058731498,-6.832044782896514,-8.702036283332724,0.04173871979461593,122.74258739582895,-28.51958425022272,-8.477177236275525,2.6321641103606006,33.35626096329568,2.6773607491507487,-5.3411185097967175,2.8288346296336893,-0.44563921121986866,-1.4133684554252393,no,0.19276897122564662,3.7503141648483664,-19.75310548781096,-4.475650142752923,17.023281628400017,-1.2722777783424284,-7.582577533951633,-57.72359970162169,-12.212879654818755,lab07,-30.774370036286367,active,-24.087360065737013,36.10737705297951,2.039243710986579,28.409421011229146,-0.158078921234801,-19.706096707483507,-5.472268654809851,-23.487918510407937,-166.42687665712884,0.5179731024260879,-4.3813723037397505,1
L,9.417801849517426,9.116276889034319,13.058238901524872,1.583272783155934,19.665373073986682,-73.64677273217701,5.434303865203781,3.3711964533093735,-19.36463140304837,21.2425764315547,17.185298122509046,-0.03011075064155019,7.181029856273209,false,25.791619425747136,-0.34720845668362454,way3,0.19439507220563745,13.937760196172286,-18.638291804437703,15.473773144853487,-9.141727081879138,-30.531973951600172,-2.2051235289195685,19.35748335536368,-5.406932395686907,-31.672138578743706,10.038537560169619,-3.6536164391896384,2.9602132656763733,-1.1013671798288607,16.350641923692073,-3.4722450536017813,19.928058685780226,4.797725234927207,-14.816711673322423,-14.409427226926038,0.6956398784519594,-10.758422148807545,-0.22698759604901472,77.22888384144623,-120.06832685515248,35.78311938140719,-6.261729799198224,42.44355261120253,-4.998447641386964,10.333729610823159,1.7798854142948006,0.18281681177749565,-1.3279776307121076,no,-6.791433967153508,28.42782831707473,41.811231421658036,8.983952154618366,-10.290558116731063,18.076631053519147,3.9383592808793066,127.53825280177759,0.6402586720585535,lab08,0.990603789381045,active,36.32437009030177,-19.224302897718633,28.697067634553,-4.270128610457453,-0.5515226144941291,6.2750527549596455,20.70573883742751,-20.456186181559048,-68.4042656372253,-0.8374769371174774,1.183200734594786,2
L,12.953472239152871,26.6920361972204,-7.612660714094185,3.4846456312130587,-38.32799074183557,-66.88194446282361,-108.77317585278439,1.1009714487104643,-20.586818841895646,0.6156027916571097,-33.189382815028985,0.07826587756856541,17.926951794814403,false,13.376957645915715,-0.5987199906949038,way4,-1.1243540322458023,-0.8682281992947548,-82.1203720091226,-12.562596551515682,8.822902258523618,31.01228596063706,4.273420191257002,6.34196978871771,-5.589170155285249,19.767880992343546,-0.6140274489767954,-3.5663059180051158,-4.971904053420469,4.018650231026217,4.47789967163621,6.351484885049188,25.355380655002435,-1.3555931503257985,-7.913592961679078,15.179091312709836,1.1037653553020452,30.167856289643574,0.03907921900497299,15.699873439327538,23.445500659106415,-33.01716984852094,-6.250978291656406,20.165838461199478,11.641311925078924,7.590974506993869,0.3618332203052869,-1.1818576344160192,-6.273872584030377,yes,19.20468304447111,-4.149257718566308,-15.159210644414555,4.665470980433468,2.7407504522619077,7.456348022230793,4.8826986470340135,-37.47802918558648,-0.7569121595412179,lab09,-28.121522257305525,active,7.223318711222987,1.143782928529028,-7.019519515736444,42.97758476518663,3.2256124717892787,1.4420902756727543,-41.373277213092166,-18.46245683894557,57.97384487567613,1.1543377592659754,-6.877983484340812,2
M,7.179222124392425,27.363234207810354,19.09181051729099,0.8300124382672187,-35.24688484773428,-52.011010223556546,-34.64156849226685,4.970798370514006,-12.020897311293512,26.373955174864196,-12.579711694975439,-0.4252919455490854,8.31351325709293,true,-42.07434229341655,0.4121834955460302,way3,0.4400457336539434,-1.7217875746374112,55.37193195617671,-8.896724657051434,-20.140159717924764,14.351282633616407,-7.498005634281971,-29.143350794384368,-0.647737043014544,33.505411288726044,-76.82208823824085,-0.3375626424564555,-0.5394452607616868,-10.263642635670877,-17.12387671130925,4.142627805056306,7.579277857117757,3.7320571998835987,-10.81069355787145,6.0559106930141136,-3.9761081604052504,3.7967368993825823,0.08601132207387058,-58.16683182698081,-107.69895612184229,-10.480295968913968,-4.019074097410349,59.58771441420433,30.474502057929296,-7.681364368214854,-1.3405644418885203,3.932309509217415,-0.7104051446239742,no,11.012960434085759,10.382304570998244,27.42499440267692,4.829443897454544,4.881690155996147,-9.317029929744034,-2.9286520496947714,125.19891535602389,4.844042832562876,lab08,-10.060895542975588,inactive,-15.335535257840862,-1.521812121253485,15.696264971083734,3.5137428295623363,-0.6371868848401928,6.825233947412746,22.10240333704135,-23.471436016855048,53.82705469887855,-0.3491607165946798,1.540528364844894,3
M,2.3857551737396117,2.1436233411030647,-39.076711910866315,-0.2310551560457531,24.54592962271654,22.19636506774774,1.9799489167247295,-8.436874939282236,-0.7741921162697581,-6.747789983323865,-9.333854598459977,-0.7209726764700399,15.254418330671328,true,2.9175761164017686,-0.0256698308907899,way4,1.2170649197533354,3.2045024037239895,-139.13100343705938,13.75092301324718,-11.366798820240117,-2.226865288463307,-2.0278618202885315,131.84857451043408,-11.340560631319676,-39.08121683110117,13.400725830130462,-2.9698823193296082,1.9228909300879717,4.540908980882317,-14.989636195896779,-2.5120322454823514,-16.308236152829288,-4.468692964523732,4.100728066208215,5.9848867793787806,6.836856590322049,-9.23947248767743,-0.9059231964833948,-24.765213313479425,168.84369477302906,6.893471360430001,6.607252204115833,20.199212999252932,-6.609995874253121,-0.40686839016376447,-0.5707610904886021,0.5968267343517327,4.04146243466413,yes,-5.071374241717367,-14.727767174989907,22.102900985119526,-9.755851786929119,10.255056925665697,-0.949248100424943,9.584372161096924,77.75196079602102,-13.196666600693101,lab07,-0.26321400739576484,inactive,-14.999158419347761,-39.29527453965741,-3.668946182778219,24.014096868484987,5.673513929045623,5.242149595259115,6.190735424043664,37.953478371788826,-15.189562153244637,-1.4368480929341865,-35.34500416152987,3
M,18.00927481500261,-28.131294952379218,-35.66338852869977,-4.146897025671486,-4.170200483275697,-107.17264542863869,-83.50340103012428,7.7295870248124805,24.064553019948324,-2.6790249716053425,-37.50976817433794,0.45051364687980106,2.1238403535180357,true,-3.609891142212041,0.18250603736253262,way3,0.3629163598553753,-11.800883218143902,107.75954486314761,-6.2543881952232026,17.395021296781163,7.824330421195583,1.0460398278175547,-116.53117176072429,-8.822438071696883,4.394697757372648,65.29671206758785,-4.513936694966111,1.960817676512727,9.983988661081794,-24.161192480483372,-1.5518727505355092,24.124388867831318,1.3297761879542194,4.530788763940793,5.555542810243978,4.822335914651394,14.045123547517862,0.07898911097491756,-99.73590214291575,-156.11573966841135,7.047988928099265,2.1698224475125056,27.260234172020134,-23.43549843130853,-5.4012546488351605,-2.298602137901686,0.24421748939497304,1.6107741929492287,yes,23.77366336343077,-10.468602465274452,37.64622374421624,-3.4894872461425708,7.916131951942204,4.563589990713994,-1.1446637624172291,35.419437068494204,0.8889075076471554,lab10,1.248433369852675,active,-39.4897031733686,-5.298413229152079,-5.118190636266065,11.089730949715312,2.9997397602092697,12.694619468071458,25.955008006808615,-57.920217665525364,-32.955655204863675,0.5576380174348599,13.677803278856514,2
S,3.944232916140624,-70.21610991506006,187.56130083320485,0.33820771567734637,22.659032491843973,18.01585341360259,-55.17885739735656,12.500410380120618,9.13847347609859,46.44153778283048,1.1374425389726959,0.1677968910974492,-15.505383602349028,true,32.803281207839035,0.44458656333775237,way3,0.7279635538919434,4.089215645039124,205.20853310268097,-11.330908216600756,4.313860625831088,5.843268290117487,0.5291315991168486,59.383941129769994,-4.525682089224561,42.43722776677483,78.78766905964146,-3.400372812988747,1.1104774278176652,15.652069566515264,40.95093412198121,-2.4165573286797026,-0.861927424919732,-2.141800028405773,-10.909701749788747,18.30219058224533,-6.581712571869006,-36.10504826579414,0.11280914235422962,191.3534455697403,-180.88447297653917,6.023813126810022,-3.722627319087682,34.909771952960945,-8.640507186813476,-2.4364571187623185,4.4101013740386685,-0.012366211030865581,7.844025345706172,no,24.771427946559125,49.99919569230469,8.253825452579552,-3.3133485113242993,17.46915951009829,-10.991723584390817,7.0323790705247236,4.523675901522958,-1.1760463063996172,lab10,-82.54546643804639,active,-0.549526238823867,42.74294678610429,35.21547383492301,-73.23561154464346,-0.7141540992859369,-12.165398093550477,-2.2213709811227593,-0.28797819382734746,2.669616711309809,-0.19487097491398425,-5.34757091152904,1
M,-5.618395701888712,10.017662859898357,26.829494073324707,0.5651158476455268,4.846832442934527,-60.0887227024023,-36.074465653414755,-9.083118504819938,-7.571794245428756,15.769536810443107,-21.06162380126166,-0.35586973254699866,19.172996377142727,false,43.785607666384685,0.21947388500795603,way3,1.057793245165364,4.885845663849076,-48.62527419973164,-15.084803788751577,-1.2355563966875491,-16.18728238436464,4.298460338045114,0.31245404299798046,-0.31991337077350496,26.517569335053306,-51.01721503529342,8.757192965683808,5.998769045874526,6.532393801301187,-18.972069018104538,8.830852918987706,9.597378266626055,-0.14795820114926025,-0.43423666357902624,-11.783552231344018,-8.227261798727799,27.514651137820227,0.3356121373199648,,69.09831580130043,-6.762565371785809,4.839723711322616,28.00773973832511,12.66488311003411,-7.852528130781224,-2.1193978759448853,-2.057179361526618,-7.3662737448905,no,-12.167412031490805,-9.350819007368404,28.32546546346542,1.6694882406747338,-11.43553366525716,-9.862330868546334,1.4389998464788036,10.748571605889385,-6.378725528730547,lab06,1.8454599308641144,active,15.141155777355966,-0.07442121866885829,-0.5021396929765538,-8.891600080669186,-0.5885102389807512,-9.281456227290963,-3.189935219762339,-5.813762168794594,-41.313536340736334,-0.3049518152842707,11.36305151384518,3
L,-1.9743052365390263,40.04886108007465,-19.01654443615459,-0.6336114695817695,-8.956162999008423,44.05480841772907,27.656433315893167,0.09723324543629253,24.27573890195425,-5.808052462693494,-0.6096872049418378,0.14995079453454827,-4.823729474868472,true,38.40702090886535,0.7542173259335239,way3,0.643825474138764,0.6722021973960014,-155.61088817983355,-13.173552276271616,-8.41018459419947,-5.673860444007824,12.375020673279586,23.587125662958744,8.49699910592478,-14.335979476365482,-11.852892513113515,0.5802711259377107,-10.254158502655626,2.0305269665994703,-33.642985177306336,4.499703570496236,19.818626160658564,-2.406414994011822,-10.865446596427464,-15.04212012500815,-3.049267010219288,31.43502723990885,0.964037416069805,-30.987843917321932,28.31127553575655,6.614786881685928,-2.1031287689089364,-19.43554640604003,1.3883134801304224,8.983510089638466,-0.7141733593110065,3.597405470262809,9.4940784411728,yes,-17.712520890846584,7.603781775727594,-61.916008940064856,6.357098549554904,-6.747955038434843,3.6512178042524623,-2.9733893359699817,-165.96466524347022,0.687997053913316,lab06,-18.520169657699277,active,26.98837698197639,-2.213803004550113,5.661795841158592,-3.994548462608259,-8.75731511299687,,8.865314119746824,18.67938123043879,-37.12859332869569,-1.528588192552928,-0.5357569168848997,0
S,4.83612857451576,-17.711155573255958,-38.39167777172063,-1.281976779247217,-20.33979328839889,23.54509135885474,-7.132658664915963,3.6037206455529613,-11.292874990271148,-8.621977675230251,-30.5905170710184,-0.11667319669656379,11.158618924758864,false,21.454394396668057,0.16125801291696432,way3,-0.537090430703019,3.8672228319415227,37.255990602682,1.5635753968388724,17.79582536971009,13.575560309954417,-2.6987871949412563,42.162738018978594,5.901215300056894,-7.904106519839282,-27.489140834155727,-2.1957401874690703,0.3729501766307639,1.2832071279560524,5.303062444792697,-1.070219580364282,-2.9871881251920356,1.735202287693538,-1.2825429995099893,7.298102238028871,-2.1267613374637633,-39.69912039577772,0.18068581639826758,101.00004834290795,-13.722036110379438,-8.439822847416725,2.6760706079345096,-19.97410205628785,21.53597674946531,-9.193634837155992,2.3277367734290064,-1.8168451492200068,6.867943095485241,no,-2.9255839316724828,17.087457259047365,16.276895837375672,-0.21455806528011995,-7.359682337380125,-9.008079427861002,-5.027073892790479,-79.9409106884356,0.806073654741132,lab06,-12.247385609151355,active,19.834591764042127,27.239704114066537,-1.8328484968323089,35.41069713604186,-4.48426991194558,5.911474286732816,-13.82839857059839,5.563285949736833,4.906950674730081,0.3522561609605314,-1.4336058129063194,2
