@relation california
@attribute Longitude real[-124.35,-114.31]
@attribute Latitude real[32.54,41.95]
@attribute HousingMedianAge real[1,52]
@attribute TotalRooms real[2,39320]
@attribute TotalBedrooms real[1,6445]
@attribute Population real[3,35682]
@attribute Households real[1,6082]
@attribute MedianIncome real[0.4999,15.0001]
@attribute MedianHouseValue real[14999,500001] 
@inputs Longitude, Latitude, HousingMedianAge, TotalRooms, TotalBedrooms, Population, Households, MedianIncome
@outputs MedianHouseValue
@data
-117.96,34.09,6,1954,534,1584,496,3.1621,131000
-118.86,34.19,27,1931,261,736,244,6.7805,392900
-121.06,39.23,10,2229,537,982,512,2.186,132700
-117.42,34.11,25,4261,893,2319,702,3.3958,111900
-118.6,34.26,18,6154,1070,3010,1034,5.6392,271500
-118.49,34.19,23,2087,571,1809,553,3.1667,202000
-118.48,34.03,19,902,284,414,272,1.3333,310000
-119.4,37.09,22,2211,477,773,288,3.3269,102700
-118.17,34.03,43,1636,506,1855,502,2.2902,152400
-118.68,34.27,26,1561,212,817,242,5.477,209100
-121.75,38.55,26,4802,950,2199,939,3.7452,227700
-124.18,40.78,33,1076,222,656,236,2.5096,72200
-118.14,33.91,37,932,171,578,175,4.375,177600
-122.03,37.62,35,2072,352,1001,350,4.7109,198700
-118.13,34.15,24,1125,341,579,321,2.8125,141700
-118.27,34.22,34,8206,1186,3141,1150,7.2812,462200
-118.44,34.03,41,1164,265,561,251,4.2411,350900
-118.17,33.86,44,1701,396,1091,384,3.025,162300
-117.15,34.03,32,2832,393,1033,385,6.5648,237200
-118.31,34.06,30,3110,1269,2535,1218,1.6987,412500
-120.86,37.53,18,2829,732,1751,712,1.6445,156900
-116.89,33.79,12,701,130,434,110,2.0577,56700
-117.24,34.11,23,1920,454,1161,358,2.2109,73200
-118.93,34.82,8,508,111,229,84,4.0332,128300
-121.34,38,32,3877,687,1642,647,4.0444,129200
-117.97,33.94,35,1928,360,1056,366,4.0893,215700
-122.43,37.77,52,2714,779,1438,733,3.6031,275000
-122.26,38.12,28,3102,734,1623,639,3.1025,103700
-122.72,38.42,30,2099,406,1156,401,2.8036,152300
-118.27,34.14,29,3768,1211,2320,1030,2.7685,204500
-118.46,34.05,21,3639,1002,1489,983,4.6197,387500
-122.06,37.64,20,1655,450,857,430,3.5541,350000
-117.84,34.1,17,7836,1624,4419,1526,3.8465,180700
-117.19,32.79,36,1514,258,665,278,3.8571,235100
-118.22,33.9,40,1802,496,2096,468,2.3542,97900
-116.92,32.82,34,1765,284,772,282,5.0118,165300
-118.43,34.16,34,2459,489,1139,463,4.0347,353600
-121.77,36.94,18,1063,341,1033,313,2.0192,171300
-119.67,37.27,13,5087,981,2284,913,2.7413,123100
-119.25,35.77,35,1618,378,1449,398,1.6786,56500
-118.99,35.39,39,2228,542,1516,435,1.6009,48800
-117.16,32.73,52,1863,559,906,493,1.9203,195800
-118.45,34.18,34,1843,442,861,417,3.6875,246400
-118.39,34.16,20,4084,1062,1637,987,3.2388,256300
-122.12,37.64,40,432,102,264,77,3.8875,228100
-122.13,37.46,37,1576,334,1385,323,2.5294,159400
-118.23,34.15,40,2124,370,998,372,5.3369,370400
-121.96,37.29,24,1240,263,690,276,5,283000
-118.19,34.12,46,3387,820,2833,813,2.987,176900
-119.08,36.13,21,2271,376,1145,372,3.1528,113700
-117.4,33.9,32,1263,178,508,180,3.6667,314100
-121.09,37.61,42,1787,296,921,287,3.8864,171400
-121.46,38.57,52,1625,419,614,383,2.0549,156700
-117.05,32.58,23,1918,339,1392,340,4.087,134800
-122.07,37.58,16,1893,338,1461,344,5.225,213700
-122.09,37.21,15,1969,332,822,324,7.8774,394900
-123.07,38.46,31,855,217,280,139,2.3611,112500
-121.42,38.72,10,3054,528,1932,510,3.0903,91900
-117.55,33.88,19,2472,618,2143,610,2.2372,108800
-118.3,34.05,31,1744,720,2034,633,2.2684,193800
-119.81,36.8,38,2252,325,777,314,6.1575,160100
-117.87,33.85,33,45,11,34,10,5.2949,350000
-118.16,33.78,39,4075,1085,2470,1025,2.3317,222500
-121.48,38.61,18,1511,315,1062,304,2.3438,89400
-119.85,34.4,14,2307,650,5723,615,2.1652,37500
-121.79,38.54,7,1777,513,4479,504,1.4653,310000
-117.38,34.11,32,3179,662,1878,661,3.1375,101200
-122.61,38.24,18,2933,481,1279,443,5.0849,188500
-118.14,34.16,36,2973,807,2846,784,2.6217,156300
-121.74,39.38,27,2596,435,1100,409,2.3243,85500
-116.88,34.24,13,4137,796,573,218,4.6394,226500
-118.22,34.63,4,14348,2145,5839,1806,5.3799,222400
-122.47,37.78,52,3021,569,1479,514,4.0208,414600
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900
-118.15,33.98,37,1184,290,1320,276,2.3,165600
-118.08,33.84,25,3696,953,2827,860,3.3438,153300
-117.93,34.01,33,1733,361,1757,375,4.2266,153800
-117.21,34.04,14,3063,426,1570,419,6.2917,224700
-117.34,33.89,17,2678,394,1225,367,5.363,211300
-122.25,37.5,44,348,79,154,73,4.7708,253800
-121.23,37.96,44,2204,473,1277,435,1.5539,59200
-117.09,32.8,36,2163,367,915,360,4.7188,174100
-117.91,33.89,30,1631,212,523,216,7.875,351900
-121.95,37.28,52,777,148,362,144,4.0208,262500
-117.77,33.54,28,3404,497,1134,466,7.2217,500001
-122.48,37.67,15,2897,728,2340,720,3.3906,303700
-121.53,38.56,39,2438,483,1103,472,2.9375,86600
-118.32,34.09,44,2666,830,2297,726,1.676,208800
-121.87,38.02,52,2264,439,1403,476,2.7083,99400
-119.05,35.32,11,7035,1455,3525,1387,3.4827,93600
-117.17,32.63,26,1617,279,2745,250,3.5357,67500
-119.32,36.33,20,1896,266,674,277,9.0376,239100
-117.27,34.5,8,3567,543,1133,419,5.3733,302600
-122.08,37.72,32,2476,368,1048,367,5.6194,274700
-122.24,38.12,42,1625,255,578,243,4.0114,166900
-122.33,37.94,43,1876,389,807,377,3.1571,141600
-118.28,34.08,42,1618,522,1454,440,3.1607,182000
-118.3,34.1,38,2067,914,2717,853,1.7641,250000
-121.32,38.7,17,3214,551,1879,562,4.3643,124900
-122.05,36.96,30,971,185,644,173,4.2045,226500
-121.45,38.7,24,2159,369,1141,355,3.9853,90400
-116.97,33.74,20,3674,792,1498,758,2.2161,76900
-118.32,34.01,47,1745,371,1079,368,2.4022,123400
-118.47,34.27,33,1549,264,881,289,5.1408,222900
-122.19,38.09,8,614,118,278,115,6.3735,166300
-117.69,33.65,15,5394,748,2383,706,7.5619,302000
-122.68,38.4,32,2826,627,1767,628,3.1047,141400
-120.72,38.38,9,1787,347,806,306,2.525,157200
-118.38,34.04,39,2614,569,1665,553,3.4063,271600
-122.18,37.9,36,4760,610,1511,572,9.0064,500001
-118.37,34.21,36,2080,455,1939,484,4.2875,176600
-118.5,34.21,36,1656,310,817,308,5.5675,215900
-117.32,33.87,15,826,138,440,134,4.8125,173900
-117.23,34.12,6,4464,1093,2364,952,2.3848,81600
-118.57,34.17,31,1950,383,870,357,3.1875,500001
-117.95,34.05,31,2349,539,2028,521,3.494,154500
-118.13,33.86,37,2259,425,1183,413,5.1805,201600
-121.83,38,15,6365,1646,3838,1458,2.5495,103600
-122.45,37.69,17,2359,501,884,504,3.0625,87500
-118.26,34.07,52,830,200,701,189,2.7625,232100
-118.2,33.87,36,1554,273,974,264,4.2135,161400
-119.76,36.73,39,1553,363,1449,341,1.4419,45500
-122.03,36.96,32,2182,406,1122,370,3.52,284200
-122.22,37.36,34,1559,243,600,242,8.7382,500001
-120.25,37.93,13,493,76,196,68,3.375,134100
-119.75,36.71,38,1481,353,1543,372,1.4577,49800
-117.05,32.75,43,1718,344,826,336,2.7014,133700
-117.34,33.16,31,2851,458,1286,467,4.5694,243700
-118.44,34.01,42,2061,396,907,393,6.0804,420000
-122.53,37.65,20,4582,1124,2325,1040,4.0556,275000
-122.73,38.42,26,1446,296,884,295,4.3523,150000
-122.87,38.48,27,3894,776,1832,715,3.5085,187800
-116.96,33.62,8,1003,167,388,140,4.2917,221900
-118.11,33.92,32,1016,190,729,177,4.3,151300
-121.04,37.6,27,958,184,580,177,2.1875,82800
-121.35,38.03,8,1904,255,895,242,5.7201,155700
-117.16,32.74,27,2335,604,982,590,3.1921,261500
-118.32,33.81,28,2142,445,1140,422,4.8438,346200
-115.54,32.98,27,1513,395,1121,381,1.9464,60600
-121.68,39.29,29,1860,400,1137,365,1.5281,61600
-118.29,33.97,48,3139,587,1319,506,3.5208,134200
-118.44,34.15,38,1387,337,713,343,2.9352,304500
-118.39,33.99,43,612,135,402,142,5.1322,314900
-118.46,34.01,46,1379,239,688,269,6.8901,500001
-120.31,37.29,36,969,206,732,175,1.5938,57600
-117.53,33.94,21,5675,935,2834,865,4.2263,203200
-119.57,36.71,10,1657,359,958,380,2.6458,84800
-120.08,38.8,34,1988,511,36,15,4.625,162500
-122.82,38.33,25,3067,569,1602,550,3.9917,244100
-118.1,33.85,28,2825,470,1352,469,5.2639,242000
-118.49,34,32,3407,1071,1463,986,3.0369,500001
-117.29,34.11,48,1498,448,1586,455,1.1687,70800
-121.33,37.98,10,1564,397,643,347,2.7031,150000
-118.27,34.02,39,2004,633,3050,621,1.875,127300
-118.27,34.15,22,2265,637,1684,561,2.6729,217100
-119.28,35.99,20,2911,597,1746,588,1.7372,51000
-118.36,33.83,35,2828,487,1439,490,5.6013,350200
-118.25,33.93,42,657,147,526,132,2.5,110200
-121.57,39.76,20,1384,257,557,232,2.0882,104900
-118.36,34.13,36,6871,1180,2216,1130,8.0499,495600
-118.1,34.7,5,10356,1647,4562,1427,4.9806,141100
-117.11,32.77,48,1502,272,590,265,2.5952,190300
-119.7,34.43,52,977,289,412,272,2.125,300000
-117.26,32.85,30,3652,499,978,462,8.2374,500001
-118.34,33.84,36,1407,231,676,231,5.269,331900
-122.44,37.75,46,1519,291,573,289,4.2667,338800
-123.83,41.88,18,1504,357,660,258,3.13,116700
-121.95,37.39,24,5230,934,3795,970,5.4228,264100
-122.19,37.75,36,1126,263,482,150,1.9167,82800
-118.39,34.15,29,3110,650,1212,642,4.2031,394400
-117.64,34.07,38,2450,544,1823,536,2.837,111200
-122.18,37.8,34,1355,195,442,195,6.2838,318200
-117.24,33.95,11,6617,1118,3710,1087,4.7877,132600
-118.4,33.99,39,1613,380,1113,356,2.825,276700
-117.81,33.71,16,2666,387,1227,347,7.3769,302400
-118.02,33.93,35,2400,398,1218,408,4.1312,193800
-121.76,37.28,17,660,129,431,123,4.9097,241000
-122.01,37.91,21,10093,1269,3645,1219,7.6877,367700
-122.02,38.26,20,3899,763,2198,779,3.2061,120400
-121.31,37.94,41,375,108,323,98,1.9531,45000
-118.06,34.58,36,1493,258,899,260,3.86,109300
-118.15,33.93,30,3096,628,1676,587,4.6583,207300
-121.92,36.57,42,3944,738,1374,598,4.174,394400
-118.41,33.98,33,3331,777,1695,735,3.9727,307200
-117.1,34.57,6,5110,1044,1938,724,3.1917,112800
-121.91,36.63,42,817,194,391,193,2.1776,279200
-119.19,34.2,36,1293,312,1128,335,2.1542,253900
-120.48,34.7,26,3069,518,1524,539,4.3162,136400
-122.35,37.93,28,1995,488,1182,439,2.3352,84300
-122.08,37.63,35,517,108,391,107,4.0682,156900
-118.12,33.91,34,682,132,491,144,4.6389,173800
-122.19,37.43,39,2392,420,937,406,6.6136,472800
-118.39,34.06,39,3299,831,1649,759,3.3295,500001
-118.04,33.92,35,2469,522,2151,537,3.4219,156200
-119.77,36.3,24,2202,471,1052,439,2.1038,62000
-118.24,33.92,44,1079,210,601,182,2.2411,106400
-116.98,34.13,16,2098,449,342,143,4.0333,133900
-117.07,33.04,4,2271,578,926,391,3.6437,210100
-120.13,37.93,5,111,26,58,25,1.675,112500
-122.17,39.31,35,2791,552,1395,476,2.5625,62700
-121.54,39.08,26,2276,460,1455,474,2.4695,58000
-118.51,34.19,35,2537,418,1161,421,5.3028,229200
-118.46,33.77,28,3065,406,1101,391,10.5536,500001
-118.15,34.19,38,1750,411,1398,409,2.3967,163100
-117.66,33.61,21,1932,266,860,286,7.1497,274000
-118.62,34.2,29,2421,402,1120,388,5.0309,244800
-122.4,37.59,22,2754,477,1163,479,6.2306,500001
-121.24,37.79,7,5151,867,2553,805,4.075,195000
-121.63,39.13,26,2355,531,1047,497,1.8208,79500
-118.11,34.16,52,1353,274,852,306,3.4583,239900
-117.03,32.8,19,3866,775,1554,703,4.3281,220000
-117.2,32.79,29,1213,228,654,246,4.5987,255600
-117.15,32.71,52,217,82,531,93,1.6607,137500
-119.17,34.17,42,1411,300,1295,339,2.6667,164900
-118.83,34.15,16,3380,731,1227,641,4.2857,233200
-118.3,33.91,30,1842,476,1491,420,3.0147,155100
-122.14,37.38,26,2859,343,951,336,10.4277,500001
-117.7,33.53,5,6698,1254,2834,1139,5.9088,288500
-117.05,32.59,26,1919,345,1326,341,4.2679,131900
-119.07,35.36,19,5254,894,2155,831,4.6705,110700
-117.83,33.88,18,2112,340,1048,315,6.9308,231700
-117.22,32.75,26,617,112,251,110,3.8036,162000
-117.37,34.1,44,2087,447,1270,423,2.3889,86100
-119.79,36.84,22,1529,375,1543,395,1.7926,51700
-121.13,37.74,31,677,144,523,159,2.4598,97100
-117.14,32.76,28,3025,756,1328,695,2.694,164100
-121.63,39.15,27,2991,637,1419,606,1.8849,73500
-122.12,37.81,26,4048,513,1486,498,7.6717,416500
-120.15,39.2,14,1382,242,141,66,4.1016,283300
-122.04,37.63,33,952,172,369,159,3.2331,226700
-117.9,33.73,26,1324,314,1804,311,3.9659,178500
-118.21,34.12,52,1301,389,1189,361,2.5139,190000
-118.02,33.97,34,1903,293,887,306,6.148,313800
-118.35,34.07,45,7803,2154,3359,2041,3.3594,287500
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200
-118.19,33.91,33,915,225,826,212,2.7708,117400
-121.82,37.38,32,1650,246,768,263,6.8462,320900
-116.17,33.66,22,639,203,664,153,1.9306,47500
-122.2,37.47,40,2959,389,985,365,9.9025,500001
-120.43,34.86,17,1932,347,874,312,3.8203,141500
-122.35,37.57,52,2059,345,800,308,4.97,500001
-122.07,37.96,34,1692,290,836,289,5.0172,197100
-117.26,33.19,4,2342,595,1518,545,2.9469,216100
-120.98,37.65,40,422,63,158,63,7.3841,172200
-121.67,40.89,17,2548,537,1118,461,2.267,57800
-122.19,37.78,49,1183,205,496,209,5.2328,174200
-121.4,37.74,20,2706,477,1236,474,4.15,322400
-118.08,34.1,36,2679,548,1605,533,3.5313,213200
-117.83,33.82,26,3259,456,1354,459,5.7817,267600
-117.67,34.1,28,1263,248,601,219,3.875,174000
-117.1,32.75,21,2063,609,1686,558,1.4828,94800
-122.04,37.29,19,3625,432,1252,409,12.2145,500001
-117.89,33.77,35,1799,343,1239,368,3.9219,189600
-122.22,38.08,37,2811,539,1574,516,3.1053,96700
-121.14,38.84,22,2750,433,1161,428,4.2143,236500
-121.88,37.32,40,1331,374,1276,389,2.7546,172500
-121.41,38.34,24,1605,277,1966,250,3.0833,162500
-118.3,34.17,16,1353,398,1211,357,3.1551,205000
-117.36,33.18,26,5550,1153,2372,1058,2.5509,181800
-118.91,34.18,17,3220,716,1381,733,2.8958,176000
-122.33,38.31,14,6778,947,2768,1014,6.1953,258900
-118.55,34.23,25,4409,1018,4579,1010,2.8727,245100
-117.98,33.67,7,5664,1174,2493,1101,5.8252,264700
-119.02,35.34,34,2861,510,1375,486,3.4286,71400
-121.83,39.72,52,1890,420,974,383,1.6827,78700
-117.91,33.88,34,1851,291,784,290,5.2336,235600
-116.44,34.16,19,1867,361,758,321,2.8929,98100
-122.17,37.76,47,2118,413,965,382,2.1842,107900
-117.29,34.06,7,1971,403,1336,423,4.5066,111500
-118.24,34.23,42,1541,280,753,264,5.1028,292100
-122.21,38.41,12,4270,654,1624,598,5.5266,331300
-118.27,33.81,10,1881,571,1769,553,3.9286,114000
-118.06,34.09,36,1239,238,717,237,3.244,258100
-117.94,33.83,20,812,192,494,172,3.25,350000
-119.53,37.34,26,4047,702,571,199,2.3482,179500
-117.91,34.08,33,2325,452,1170,445,3.6625,217100
-118.43,34.17,42,777,102,284,113,11.2093,500001
-116.92,32.79,24,4055,742,2123,744,4.5224,142000
-116.99,33.99,22,4227,658,1849,619,4.7356,195900
-117.09,32.7,15,869,217,887,216,1.4583,84200
-115.51,32.68,11,2872,610,2644,581,2.625,72700
-121.42,37.71,7,8297,1433,4189,1271,4.3696,170700
-121.88,37.34,40,1547,625,1493,543,1.2887,212500
-118.3,33.85,38,123,36,142,40,2.3942,200000
-118.26,34.07,36,2306,813,2823,765,2.0214,170500
-121.91,36.62,40,1292,271,504,230,2.475,258300
-117.64,34.06,43,763,219,851,198,1.7292,79200
-117.72,34.1,46,2477,458,1034,455,5.5,289700
-117.08,32.61,27,2264,525,1485,468,3.3514,149100
-117.05,34.89,36,1199,260,665,229,3.7065,62000
-115.37,32.82,14,1276,270,867,261,1.9375,80900
-117.94,34.04,33,1493,331,1571,354,3.8864,158900
-121.8,39.75,28,2551,378,1011,374,4.3309,125200
-116.98,32.74,24,977,147,454,169,4.9286,173700
-123.28,40.77,25,767,206,301,121,1.625,79200
-117.38,34.13,13,2903,510,1844,510,3.7198,112900
-122.28,37.8,52,215,87,904,88,0.8668,137500
-122.44,37.8,52,2869,594,500,335,5.0376,500001
-117.89,33.76,34,1050,210,723,201,4.8,192700
-122.21,37.48,37,1326,335,1771,335,3.0147,218100
-121.11,41.07,26,1707,308,761,250,2.7188,48100
-121.16,41.78,42,2918,576,1182,440,2.1434,44000
-118.28,34.18,52,2602,418,1137,419,5.3185,358000
-122.26,37.85,50,1120,283,697,264,2.125,140000
-118.09,33.92,36,2381,419,1669,444,4.6976,171100
-119.03,34.21,11,4528,729,2398,684,5.3044,319000
-117.82,33.68,4,1346,213,603,219,8.7974,360600
-122.21,37.78,47,881,248,753,241,2.625,111300
-119.18,34.22,15,4615,1008,2549,973,3.9063,198700
-118.32,33.94,38,1067,170,499,169,4.6389,183800
-121.59,39.86,14,1527,269,665,261,2.8657,119600
-122.33,37.98,3,2850,544,1024,515,6.0115,175000
-118.02,33.75,26,2989,479,1596,475,5.7157,231200
-118.14,33.77,51,2812,621,1171,566,3.875,342900
-121.84,37.38,33,835,181,781,169,5.1082,195800
-122.25,38.02,16,1803,267,946,266,5.7001,205100
-118.37,33.87,13,2907,726,1573,694,3.5048,294000
-121.24,37.93,21,1185,237,960,245,2.0893,65000
-121.48,38.53,37,1704,361,902,356,1.9837,62300
-117.4,34.07,28,2879,659,1661,554,2.066,88100
-120.38,39.82,10,1262,258,510,209,2.1667,92800
-122.27,37.83,51,2665,574,1258,536,2.7303,109700
-117.31,34.11,38,1208,321,1225,317,1.4663,64000
-122.43,37.79,52,3219,969,1152,830,4.2042,500001
-118.17,34.67,5,8352,1555,3723,1389,4.5659,140300
-122.49,38.32,30,1631,284,788,284,3.3098,195500
-118.2,34.14,51,1941,378,1012,371,3.9375,217000
-122.4,40.57,23,1321,259,749,222,1.655,90100
-119.63,36.58,22,1794,435,1127,359,1.2647,55300
-117.07,33.12,32,2474,499,1224,461,2.7216,146300
-118.95,34.81,30,2817,604,1089,412,3.1364,123500
-122.04,37.36,26,3298,460,1241,472,6.8753,403000
-118.88,34.2,23,4862,597,1938,594,7.3409,316000
-118.16,33.87,32,1854,471,1363,478,2.6406,156700
-121.32,37.97,43,2453,490,1093,438,2.9107,88800
-121.84,37.39,31,5524,914,2848,879,5.5592,229900
-117.25,33.21,9,1944,488,1992,453,2.066,127200
-118.02,33.82,21,2052,456,1173,432,3.7885,204500
-122.43,37.76,52,2356,501,909,481,4.2569,455400
-117.41,33.94,29,3181,714,1603,706,3.25,112500
-118.15,33.77,52,2204,498,899,445,4.1765,393900
-122.56,37.98,36,2649,542,1111,557,4.8056,345700
-121.64,39.12,13,6408,1087,3294,1106,4.2656,110700
-121.53,38.48,5,27870,5027,11935,4855,4.8811,212200
-118.51,34.22,36,1493,285,766,272,4.8646,213200
-118.87,35.65,33,1504,325,584,223,3.4792,94600
-122.44,37.8,52,1006,291,445,257,2.7717,500000
-122.65,38.11,21,3891,616,1968,632,5.5524,279200
-121.85,37.3,19,6275,1546,4312,1466,2.7768,178600
-120.98,37.57,27,925,176,449,168,2.6406,129700
-117.87,34.09,31,1484,327,927,317,3.6484,189600
-118.56,34.18,39,1819,291,770,278,5.4088,457300
-121.39,38.6,22,5773,1320,2607,1250,2.5238,118800
-120.45,37.79,8,2687,495,5087,385,3.1719,115400
-122.46,37.88,35,2492,409,812,373,8.8386,500001
-117.2,34.15,18,1859,251,747,256,7.732,173200
-121.35,38.61,27,3900,776,1549,761,2.7788,115700
-122.04,37.5,17,407,97,307,100,3.1696,156300
-122.36,38.4,16,2716,546,898,500,2.2536,201200
-121.43,38.56,50,1533,288,532,257,2.5417,125900
-117.95,33.63,27,2489,481,1082,443,5.8777,358800
-122.31,37.55,45,507,140,305,139,2.6159,272900
-122.12,37.45,38,1276,314,955,287,2.0096,155700
-122.52,37.9,16,1704,402,689,348,4.4239,267100
-122.43,37.75,52,2285,509,839,456,4.7946,355600
-118.31,34.09,28,720,267,891,265,1.8977,100000
-117.1,32.71,9,1931,472,1628,445,2.085,92600
-121.2,39.25,5,906,144,376,141,4.3523,188200
-119.77,36.79,27,2258,427,1076,423,2.9937,81100
-117.93,33.79,36,2363,403,1240,391,4.0909,190800
-117.77,33.8,16,3973,483,1373,452,9.8074,417000
-118.04,34,30,5308,854,2114,838,5.1985,279200
-121.22,37.96,31,1484,314,1163,336,2.625,72100
-122.66,38.42,14,5315,1037,2228,950,4.023,208400
-117.31,34.17,25,2795,596,1650,569,3.0078,87100
-122.41,37.62,49,1464,302,636,259,4.25,284100
-121.59,39.74,17,1646,330,750,344,2.3798,83800
-122.03,38.28,15,5114,833,2418,778,4.4882,144000
-122.43,37.8,52,2788,813,1302,764,4.199,400000
-121.33,38.6,25,4260,607,1635,640,6.2817,288200
-117.08,33.14,15,1497,250,827,239,4.3846,154200
-122.1,37.4,23,514,210,367,206,3.1736,181300
-121.3,38.66,28,3391,550,1546,553,4.2188,139200
-115.56,32.78,29,1568,283,848,245,3.1597,76200
-118.3,34.25,36,1300,304,688,261,3.1523,176700
-121.6,39.15,19,1396,336,940,309,1.5208,70300
-118.2,33.99,35,1608,465,2140,488,3.1979,154700
-118.21,34.05,47,722,235,930,226,2.5455,114300
-118.48,34.07,40,3351,484,1564,523,8.5153,500001
-118.42,34.24,36,1181,220,775,218,4.7228,183800
-117.73,33.63,15,2874,592,1382,586,5.5137,161800
-122.73,39.04,23,1618,395,425,244,1.9833,111500
-118.74,34.27,23,2493,522,1488,505,4.18,215000
-118.31,34.09,36,2517,842,2446,689,2.1524,187500
-118.13,34.16,52,1596,314,1024,292,3.6719,227900
-118.22,33.98,34,2225,753,2980,736,1.6685,128800
-122.28,37.91,38,2501,348,805,329,6.5576,358500
-117.77,33.54,47,3090,652,1105,582,4.1699,373700
-118.39,33.82,30,3433,918,1526,828,4.5817,500001
-117.51,34.02,24,7779,1835,3996,1765,2.1764,135300
-121.23,37.96,37,2351,564,1591,549,1.6563,57200
-117.86,33.75,39,275,87,554,103,3.5972,158000
-118.13,33.92,36,984,183,615,206,4.1786,201500
-117.67,34.07,29,1840,388,1278,368,3.5036,123400
-122.38,37.91,18,3507,711,1224,676,5.0524,269800
-118.1,34.01,42,1436,298,1005,298,3.4297,195800
-118.58,34.24,26,3239,647,1529,590,3.2426,236900
-118.49,34.27,34,4877,815,2521,781,5.5714,225900
-121.34,38.69,17,1968,364,996,331,3.7031,114300
-122.26,37.38,28,1103,164,415,154,7.8633,500001
-118.32,34.11,33,5135,1450,2404,1292,3.2462,435700
-121.97,37.28,25,4707,695,1995,642,6.6437,296100
-121.97,37.76,8,3743,581,1633,567,6.7027,381900
-122.3,37.9,38,2263,522,1027,509,3.5125,224200
-119.45,35.07,45,973,183,500,177,2.6389,30000
-119.8,36.72,15,1908,417,1383,375,1.0472,57800
-121.42,38.56,21,2066,748,2548,734,1.3571,55000
-118.02,34.15,44,2267,426,980,372,3.6,307400
-118.28,34.01,46,441,167,621,144,1.8824,162500
-119.42,35.19,26,890,172,483,170,4.15,68200
-120.51,41.35,16,2843,564,892,386,2.5074,69100
-117.14,32.7,47,552,161,593,174,0.9589,90000
-117.99,33.75,22,3024,754,2357,743,3.3125,191800
-118.18,34.14,38,3039,487,1131,465,7.7116,360900
-117.92,34.05,36,2241,419,1743,448,4.6587,161900
-123,38.51,33,1565,390,759,311,2.6726,153100
-119.85,36.43,23,1824,354,1146,362,2.8913,60900
-118.05,33.78,18,3414,434,1272,454,8.7015,390900
-118.36,34.17,46,1268,240,661,239,4.0742,229100
-121.89,37.35,44,1668,380,1143,365,3.2083,181900
-122.46,37.65,16,8676,1633,5130,1574,4.8096,262000
-121.63,39.12,34,1991,348,804,344,3.4492,98800
-117.01,34.9,36,2181,555,1404,492,2.3077,55500
