@relation california
@attribute Longitude real[-124.35,-114.31]
@attribute Latitude real[32.54,41.95]
@attribute HousingMedianAge real[1,52]
@attribute TotalRooms real[2,39320]
@attribute TotalBedrooms real[1,6445]
@attribute Population real[3,35682]
@attribute Households real[1,6082]
@attribute MedianIncome real[0.4999,15.0001]
@attribute MedianHouseValue real[14999,500001] 
@inputs Longitude, Latitude, HousingMedianAge, TotalRooms, TotalBedrooms, Population, Households, MedianIncome
@outputs MedianHouseValue
@data
-118.32,33.87,35,2380,404,1212,422,5.6254,283800
-118.25,34.01,43,1429,386,1412,354,1.3287,107200
-117.86,34.02,19,6300,937,3671,943,5.9716,262100
-118.3,33.8,8,1115,412,1472,396,3.1392,146200
-121.6,39.79,18,2672,533,1151,532,2.567,102900
-120.55,41.61,22,9047,1831,4276,1622,2.0802,47900
-121.95,37.3,25,5641,1517,3786,1410,3.3958,267500
-117.01,32.74,31,3473,722,2098,677,2.6973,135200
-121.27,38.67,15,1701,346,723,352,3.8906,128700
-118.43,34.07,38,3251,656,1251,593,7.7382,500001
-122.48,38.54,37,1898,359,973,340,4.2096,256600
-119.81,36.78,52,2281,371,839,367,3.5972,89900
-122.6,38.9,23,292,56,92,41,2.9583,91700
-118.25,34.14,13,3487,1131,3749,1072,2.1602,221900
-121.39,38.58,36,2019,369,878,356,2.8462,93400
-120.83,38.74,17,3685,775,1714,734,2.2269,128300
-120.47,34.65,16,2549,428,1486,432,4.2875,150700
-117.95,34,34,2376,468,1858,449,4.1328,176300
-122.24,37.48,47,2423,407,1010,407,6.2154,362700
-120.87,41.54,21,1091,208,660,188,2.2321,34600
-118.03,34.11,38,2076,361,988,332,5.9175,416900
-118.25,33.98,37,1503,392,1886,401,2.5637,125000
-121.34,38.67,35,643,117,331,134,3.0417,120700
-122.01,38.37,16,3996,550,1673,539,5.778,175700
-122.41,37.66,32,1385,356,1096,353,4.475,246700
-122.81,38.36,18,2399,389,1131,391,5.2769,293900
-120.94,37.4,32,1175,208,774,222,3,109400
-118.2,33.93,40,1929,417,1780,419,3.4402,149400
-117.25,33.01,16,3892,520,1454,524,7.7317,396000
-121.93,37.32,50,1135,215,500,207,4.2614,211300
-117.82,33.77,27,2578,314,976,340,7.1882,359200
-117.27,33.05,15,3333,808,1371,737,2.9083,122400
-120.92,37.65,23,505,124,163,129,1.3696,275000
-114.63,32.76,15,1448,378,949,300,0.8585,45000
-121.95,37.24,32,1382,239,705,251,6.0957,405400
-122.29,37.81,20,835,161,290,133,2.483,137500
-117.93,33.73,27,3662,834,3009,743,3.9816,179500
-121.92,37.34,35,357,120,377,99,3.0139,204200
-124.14,41.95,21,2696,578,1208,494,2.275,122400
-118.25,34.01,36,879,262,1034,236,1.2857,99300
-122.11,37.4,15,255,63,138,74,4.6591,175000
-118.21,33.95,32,1116,328,1265,302,2.295,155200
-118.16,33.92,36,2062,351,1134,358,4.4881,218900
-118.24,33.95,40,1193,280,1210,286,1.35,89500
-121.74,38.15,22,1910,326,1001,345,4.8173,115800
-121.74,36.92,14,3355,695,1350,697,2.6506,164600
-118.14,34.13,49,4438,803,1650,741,5.1072,479700
-117.08,32.72,32,2286,468,1741,467,3.0446,101900
-117.06,33.02,24,830,190,279,196,1.9176,121100
-121.9,37.66,18,7397,1137,3126,1115,6.4994,323000
-121.42,38.54,29,1407,265,556,235,3.0521,108000
-121.62,39.5,18,2105,416,974,385,1.6346,63300
-118.5,34.25,32,2333,389,969,331,4.8164,241100
-117.85,33.74,26,2589,1003,5756,983,2.1992,170800
-122.13,37.71,44,1613,339,776,346,3.1103,188900
-120.66,35.29,16,2272,629,1689,649,1.7031,195000
-119.79,36.74,35,853,296,1228,289,1.0513,39600
-118.33,34.2,23,7179,1985,4757,1924,3.1051,206500
-121.57,39.12,30,2601,534,1702,506,2.08,56600
-119.45,36.35,22,1824,333,1076,282,2.3365,69600
-116.22,33.73,38,1695,352,1279,305,2.1217,68500
-118.26,33.94,44,1103,265,760,247,1.6887,99600
-122.01,37.53,27,1890,303,889,314,5.7057,287600
-121.58,39.15,38,1756,396,837,401,1.9122,55500
-121.26,36.32,30,146,41,164,40,2.3,206300
-118.46,34.03,39,1244,283,886,284,3.125,325000
-118.36,34.1,52,1295,281,578,273,2.976,405100
-118.21,34.03,45,1860,472,1893,456,2.6573,141800
-117.99,33.72,26,1787,275,801,270,5.5514,255700
-117.2,34.04,23,1762,267,1132,279,5.9915,153200
-121.42,38.65,21,2274,495,1157,445,2.098,49800
-118.32,33.96,47,1297,292,704,264,3.3214,166500
-121.97,37,25,990,166,522,185,4.8269,272900
-117.26,33.09,22,2398,407,349,169,7.0423,500001
-122.05,37.9,32,4498,862,1818,851,4.8088,321200
-122.19,37.78,52,1070,193,555,190,3.7262,166900
-122.47,37.68,31,4077,777,2544,738,4.5337,306700
-117.31,32.83,38,2367,480,891,428,4.1477,500001
-118.11,33.9,35,1323,269,1084,240,5.0753,178000
-118.92,35.26,20,3815,924,3450,920,2.0174,63700
-117.24,32.79,25,2135,691,566,320,2.6902,212500
-117.08,32.76,27,1221,254,606,259,3.0833,155400
-119.12,36.69,13,3963,812,1905,671,2.2278,90500
-118.32,34.1,30,2193,965,2197,836,1.8277,137500
-117.04,32.55,15,2206,648,2511,648,1.6348,93200
-121.79,38,36,1141,234,562,213,2.5893,108500
-119.23,35.77,36,3225,635,2034,593,2.4044,72500
-117.94,33.82,29,1422,409,1057,390,2.3347,208100
-118.13,33.79,29,2937,524,1132,528,4.6133,500001
-118.41,34,37,1426,259,689,261,5.5284,331000
-117.83,34.15,20,2421,306,1023,298,8.0683,451500
-117.13,34.07,34,2405,541,1342,514,2.8031,86900
-117.89,33.73,32,728,134,837,135,4.0769,163900
-118.48,34.25,35,1865,335,1074,337,5.1068,223300
-121.9,38,14,1930,363,990,322,4.1094,162200
-118.08,33.84,31,2906,578,1806,553,4.8448,194600
-117.7,33.68,29,5650,1084,3985,1056,2.8192,162500
-121.33,38.04,15,1933,280,965,260,4.6477,142700
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000
-117.86,34.13,33,2383,428,1269,421,4.636,245500
-117.9,33.75,32,1893,431,2245,426,3.7143,163000
-120.66,35.26,15,5540,1319,2383,1165,2.2656,226200
-122.15,37.41,29,473,103,359,87,7.0309,475000
-122.26,38.03,25,2239,361,928,353,4.4474,203700
-122.09,38.02,37,1742,339,1128,345,3.8824,113700
-118.39,33.85,24,4373,871,1830,824,5.7128,366200
-116.18,33.69,17,89,19,79,21,2.375,155000
-120.47,37.28,19,1548,319,1227,309,1.7756,73300
-118.78,34.27,20,2743,685,1798,613,3.6761,170900
-121.85,37.25,20,3773,624,1965,607,5.4939,241200
-119.72,36.34,33,1287,214,580,210,3.2019,112500
-117.45,34.13,16,5058,965,3388,878,3.6417,119000
-121.78,38.68,43,3766,847,1855,817,2.3468,119400
-122.04,37.3,25,3807,600,1678,600,6.6818,411300
-118.56,34.21,36,1286,242,788,248,3.5333,196800
-121.01,37.69,20,3275,760,1538,705,2.48,135600
-117.29,32.92,25,2355,381,823,358,6.8322,500001
-122.12,37.69,35,2681,508,1580,536,4.1042,179100
-121.94,37.34,29,3377,853,1674,792,3.4233,229300
-121.3,38.02,4,1515,384,491,348,2.8523,87500
-118.18,34.12,52,1081,311,904,283,1.9219,165100
-121.32,38.65,23,2628,499,1210,453,3.0952,157700
-118.36,33.8,34,2629,369,966,375,10.1241,500001
-118.23,34.24,31,3857,607,1695,572,7.642,396400
-118.16,34.19,42,2076,462,1641,436,2.2326,149200
-122.47,37.5,18,2297,416,1086,381,4.875,334600
-121.97,37.25,32,2892,496,1193,492,6.131,367800
-122.29,37.53,35,2043,511,1089,504,3.0278,310600
-121.23,37.92,28,590,129,315,99,1.8958,85700
-122.32,37.57,52,499,148,318,145,2.9934,256300
-122.03,36.97,51,924,232,488,228,2.1964,234400
-117.93,33.9,30,2629,331,956,319,9.9071,500001
-121.74,36.79,16,3841,620,1799,611,4.3814,245300
-122.01,37.31,23,6846,1078,2951,1063,6.3702,332000
-117.25,33.37,8,1755,530,1687,511,1.995,146900
-117.33,34.14,29,1646,391,1296,351,1.9423,69700
-120.67,40.5,15,5343,1002,2503,902,3.5962,85900
-121.65,37.12,14,4721,999,2648,888,3.6895,239300
-119.34,36.34,5,4505,834,1917,775,4.0144,126600
-117.87,33.6,35,1598,398,782,411,5.1155,500000
-118.61,34.21,41,1058,228,778,245,3.3534,180500
-122.35,37.96,35,1326,346,1023,295,2.0724,97700
-118.35,33.98,33,1884,477,1518,449,3.1194,152800
-118.66,34.43,9,2356,469,1556,386,3.775,155000
-118.18,33.9,32,778,227,933,209,2.7292,143800
-117.9,33.65,27,3310,598,1402,563,6.632,441100
-121.06,38.51,6,6873,959,2354,931,6.8869,263100
-121.55,40.48,14,2413,524,805,329,2.7857,77400
-122.07,38.24,15,7937,1635,4390,1567,3.5464,129800
-118.29,34.04,32,432,182,702,186,2.1471,125000
-122.73,38.43,15,3265,690,1629,629,3.7132,167600
-121.95,38.34,9,4999,874,2687,817,4.2324,142100
-118.42,34.02,21,3244,815,1423,781,3.6488,340800
-117.91,33.83,37,1039,260,719,243,3.0288,161400
-119.01,35.28,10,7011,1453,4163,1307,2.7659,77500
-119.67,36.35,10,1090,164,470,158,4.9432,118800
-118,33.87,13,2086,544,1356,462,2.95,165600
-122.24,38.11,52,2050,492,1277,463,3.0507,107300
-122.28,37.84,52,2153,481,1168,441,1.9615,115200
-122.19,37.44,39,4402,618,1616,631,8.9955,500001
-119.19,36.34,33,2199,403,1245,394,2.73,96900
-119.59,37.39,19,3273,611,1164,481,3.5446,106500
-117.25,34.06,23,4503,1156,3264,937,1.9821,93000
-119.95,38.95,22,1058,352,851,269,2.02,87500
-120.47,34.65,32,2193,430,1074,377,2.3333,130200
-118.29,33.72,25,2469,584,1253,535,3.1932,257500
-119.77,36.85,8,1519,234,711,248,5.9897,123600
-117.91,34.14,42,2225,485,1544,464,2.2442,166700
-118.45,34.28,36,2602,638,2780,620,2.7155,149800
-122.39,40.57,38,855,172,468,150,1.4091,84400
-117.45,34.01,26,3042,598,1720,551,2.76,95200
-121.78,37.31,7,1973,328,1047,303,6.234,292200
-122.14,37.73,38,1723,394,711,353,3.0673,218400
-118.18,33.83,45,1535,274,591,276,4.2411,371700
-117.18,33.78,7,1697,424,808,354,1.3417,169300
-117.88,33.92,13,3292,727,1565,698,5.457,308800
-121.92,37.96,14,5332,884,2093,839,5.2798,237400
-118.43,34.05,52,1693,290,727,305,6.7115,500001
-118.24,34.15,17,5282,1605,4116,1574,3.052,209800
-121.81,37.31,15,1794,366,1533,371,5.7843,209900
-117.96,33.8,33,2362,394,1185,387,4.425,188400
-118.73,34.29,11,5451,736,2526,752,7.355,343900
-117.12,32.7,14,819,237,827,237,1.3194,90500
-116.4,33.78,8,3059,500,612,208,6.8729,259200
-117.6,33.94,26,2925,575,1921,501,3.1859,153100
-122.62,38.15,14,2259,341,1127,346,6.4092,334900
-117.26,32.98,12,3900,977,1690,892,4.125,226900
-118.12,33.79,43,1471,301,767,311,4.3317,232400
-121.87,37.34,52,1087,166,650,194,6.6345,309000
-122.64,38.01,36,1336,258,678,249,5.5789,292000
-118.38,34.04,31,2846,727,2120,672,2.7226,254200
-118.15,33.93,34,1745,404,1084,410,3.3411,220500
-122.46,37.72,37,1833,388,1093,363,3.0703,211800
-119.85,37.39,14,2744,555,1153,474,2.753,111100
-118.11,34.1,49,2812,478,1329,490,5.2503,292900
-117.29,33.15,11,2560,445,952,448,4.0625,87500
-122.25,37.51,45,989,174,504,180,4.8382,289400
-121.31,38.67,26,1387,226,807,244,4.1563,135700
-122.06,37.32,30,3033,540,1440,507,6.2182,380800
-122.29,37.53,41,839,190,419,215,5.012,368200
-121.26,38.14,10,3371,665,1823,654,3.5333,116800
-117.58,34.1,4,6360,1584,3359,1396,3.5186,127800
-117.43,34.07,18,2453,537,1503,500,2.3768,95300
-122.15,37.76,39,1823,286,763,270,6.0749,196900
-116.99,32.76,21,3833,595,1645,589,4.625,273500
-122.16,37.44,34,2199,529,1193,532,4.2972,405900
-117.26,34.48,6,4632,753,1851,694,4.1933,163100
-122.12,38,20,6992,1404,3221,1334,4.2042,166400
-122.39,37.6,44,2304,384,986,379,4.652,387100
-116.97,33.93,29,2793,722,1583,626,1.424,73200
-121.34,38.58,18,1631,228,599,228,7.8031,267200
-121.37,38.7,18,3938,649,1861,606,3.6484,95000
-118.94,35.36,19,2714,512,1823,500,3.1281,76200
-117.23,33.19,22,2554,447,1147,422,3.6346,192500
-122.32,37.97,33,1595,292,991,300,4.6937,134100
-122.23,40.15,14,2297,573,1637,551,1.787,51600
-119.34,36.31,14,1635,422,870,399,2.7,88900
-120.89,37.52,42,1200,221,647,192,2.5402,157500
-120.54,38.41,21,1435,294,668,267,2.5667,77400
-119.24,36.8,17,2052,405,975,340,2.6902,94400
-121.94,37.28,18,4356,1334,1968,1245,3.6294,240000
-116.77,33.92,19,2307,525,1266,437,1.6875,63000
-119.53,34.38,22,2323,727,1301,478,2.7864,300000
-118.39,34.2,17,2594,1028,3950,973,2.0348,177200
-122.07,37.13,26,1127,199,543,199,4.9792,240000
-118.18,34.12,45,2397,488,1569,471,4.21,167900
-118.13,34.16,33,2682,716,2050,692,2.4817,169500
-120.28,38.07,13,1996,410,618,218,2.9083,104600
-119.79,36.76,52,2408,498,1361,465,2.1055,61300
-118.19,33.9,32,2762,652,2677,632,2.5719,105600
-118.45,34.27,35,1579,300,1012,265,5.1296,195900
-118.38,34.18,27,4834,1527,3847,1432,2.1449,165300
-120.26,38.13,17,301,94,122,47,4.0583,87500
-121.66,37.93,19,2055,358,1064,350,4.7426,263100
-122.44,37.76,52,2959,683,1145,666,4.2222,361600
-122.22,38.09,47,2161,440,966,360,2.2734,88700
-117.15,32.81,34,1629,318,900,282,3.1458,178300
-121.87,37.22,17,2825,365,1052,345,8.0595,485000
-119.46,35.13,46,2745,543,1423,482,2.1955,26900
-120.85,37.49,39,2840,733,2606,737,1.9429,76400
-116.9,33.65,15,652,149,248,97,2.1071,93800
-119.04,35.36,40,1533,312,771,306,3.0435,69500
-122.29,37.81,26,768,152,392,127,1.7719,82500
-118.87,34.22,14,3108,451,1566,434,6.2423,305400
-122.03,37.37,30,1269,290,556,266,3.8125,325000
-118.29,33.83,24,4092,893,2819,893,4.1378,216500
-121.53,38.6,25,5154,1105,3196,1073,2.7566,80200
-117.11,33.15,14,8374,1407,2916,1295,4.7019,191100
-121.29,38.59,19,2460,470,1346,480,3.6563,95600
-118.04,33.93,36,1726,332,1293,310,4.3849,144100
-118.31,34.22,27,7714,1132,3199,1100,7.1262,446200
-122.41,37.73,52,1931,358,1092,356,3.7835,271300
-124.17,41.76,20,2673,538,1282,514,2.4605,105900
-117.64,33.59,4,3274,383,1312,390,8.1611,348000
-117.32,33.12,25,2670,527,936,461,2.7717,354000
-117.2,33.83,14,1265,230,621,173,3.6618,161300
-121.04,37.68,28,1909,398,1140,380,2.3783,81400
-117.94,33.86,36,2824,493,1394,507,4.6477,194700
-117.97,34.05,36,1299,206,763,216,3.5179,161400
-117.95,34.14,33,1943,440,1526,353,3.038,137500
-120.25,38.55,15,4403,891,1103,433,3.0125,111700
-121.19,39.55,17,1483,284,481,211,1.4896,83300
-117.85,33.77,23,5928,1204,3570,1150,4.0398,233100
-118.43,34.05,22,4251,1073,1581,881,5.2555,500001
-118.37,34.16,17,4150,1148,1808,1041,3.5051,232400
-120.28,38.03,13,2095,391,860,331,3.6838,145700
-118.01,33.82,31,1960,380,1356,356,4.0625,225900
-122.24,37.8,52,1591,373,1118,347,2.1563,128600
-117.12,32.76,33,2279,591,1250,576,2.4297,139000
-119.25,34.28,36,1530,341,703,317,3.5819,231900
-121.86,40.77,17,2816,639,1027,406,2.503,65600
-118.2,33.94,42,618,163,680,179,3.3472,154200
-122.45,37.71,34,3131,669,2204,600,3.5536,251000
-117.22,32.87,5,3511,1008,1599,918,3.8542,176600
-119.28,36.32,29,2274,514,1234,521,1.9138,66900
-117.99,33.81,42,161,40,157,50,2.2,153100
-117.73,33.61,16,590,130,178,121,4.8611,186800
-122.47,37.87,36,4471,618,1315,582,11.5706,500001
-119.98,36.86,31,2366,482,1933,433,3.0234,65000
-122.25,37.45,34,2999,365,927,369,10.2811,500001
-122.06,36.96,52,65,17,24,10,4.5,258300
-118.43,34.2,20,4090,1271,2824,1053,2.773,140500
-119.71,34.42,23,2068,658,1898,570,2.5506,230800
-122.43,37.76,52,2250,566,1051,562,2.8458,350000
-118.13,33.89,29,2823,737,1723,678,2.7121,165500
-119.18,34.19,19,2393,729,1938,762,1.6953,167400
-116.61,33.04,11,2522,538,616,269,3.875,198100
-117.13,32.72,19,1341,435,1048,360,1.975,117900
-118.37,34.05,41,2369,544,1252,522,2.9883,296100
-117.48,33.98,20,2451,475,1785,456,3.3966,115000
-122.58,38.46,15,2936,517,1182,501,3.3981,246900
-118.3,33.72,28,2510,583,1388,554,3.3397,267800
-117.11,32.81,15,3428,491,2303,486,2.5953,67500
-122.29,37.81,46,12,4,18,7,0.4999,67500
-116.94,32.8,21,7906,2292,4868,2117,1.8937,109800
-121.5,38.55,49,4094,634,1363,659,5.2362,236800
-120.45,34.65,27,2253,382,1197,384,3.3203,134700
-119.81,36.74,36,607,155,483,146,1.5625,47500
-117.93,33.73,19,4021,557,1872,545,6.7919,295600
-119.06,34.22,13,4175,1321,2257,1271,3.1446,177100
-117.38,34.07,6,1156,191,910,234,4.9091,122400
-116.36,33.78,6,24121,4522,4176,2221,3.3799,239300
-121.26,38.64,40,1098,175,415,160,4.8375,217400
-121.84,37.34,33,1019,191,938,215,4.0929,165000
-118.01,33.95,37,1165,210,627,221,4.6923,181000
-122.01,37.27,28,3825,473,1415,480,10.675,500001
-119.77,36.8,32,3461,665,1507,649,2.9244,84600
-121.99,37.54,28,3046,507,1772,516,5.3283,227900
-118.22,33.81,41,726,166,602,183,3.7885,156900
-117.24,33.05,15,3029,555,1559,546,5.3129,169200
-122.32,38.32,22,2483,528,1478,492,4.0878,164400
-121.52,39.12,37,102,17,29,14,4.125,72000
-118.19,33.96,28,3507,969,3740,970,2.0162,142000
-118.13,33.9,38,1475,269,827,265,4.7663,191600
-122.43,37.75,40,4850,977,1824,952,5.0519,356100
-118.17,34.04,43,908,232,1005,224,1.75,134000
-121.29,37.97,52,2995,555,1392,503,1.7794,98800
-122.28,37.81,35,948,184,467,169,1.8088,118800
-122.23,37.83,52,2990,379,947,361,7.8772,500001
-117.12,32.75,25,2222,634,1025,568,1.64,130000
-120.42,34.96,14,2069,343,1240,338,4.5066,149800
-117.36,34.1,33,1904,343,1366,338,3.6227,92800
-119.72,36.82,16,2627,613,1054,623,1.9483,112500
-117.66,33.5,16,1956,346,862,326,4.4732,186300
-117.18,32.76,17,711,254,327,227,2.6493,67500
-122.17,37.75,43,1587,320,907,306,1.9821,98300
-117.17,34.08,5,1473,228,842,257,4.875,138100
-117,32.74,17,2357,599,1423,510,1.8856,118800
-122.31,37.94,38,1794,349,810,335,3.8343,191400
-120.86,37.69,5,6660,1217,3012,1087,3.0809,143600
-120.95,38.79,12,3247,579,1459,517,4.3981,202800
-117.96,33.82,32,2726,556,1513,531,3.7917,197400
-120.92,37.63,39,45,8,22,9,1.7679,450000
-118.14,34.17,52,2667,486,1681,504,4.0524,173100
-117.27,33.55,4,6112,890,2088,712,5.5351,429000
-117.72,34.08,34,2742,491,1761,496,3.2481,128800
-118.22,33.97,47,1058,295,1097,274,2.881,183300
-117.34,33.15,17,4505,1140,2111,1062,3.3536,283300
-123.7,39.32,18,1652,352,711,292,3.1071,213200
-123.64,39.45,21,3359,677,1908,642,3.0433,140700
-121.45,37.75,15,3846,677,2360,635,4.6173,164800
-117.39,33.97,52,3307,553,1269,529,4.3176,136200
-118.34,33.9,23,2395,498,1309,493,4.9779,224600
-121.9,37.3,52,1575,284,629,284,5.6437,312000
-117.88,33.74,25,1799,557,3416,538,3.0083,163500
-122.26,37.85,52,3503,752,1504,734,3.2705,241800
-120.05,36.97,20,2029,427,983,401,1.8444,47100
-120.94,37.66,17,1147,140,327,136,6.8654,290500
-117.48,33.93,31,2191,459,1564,450,2.6776,122000
-117.97,33.77,20,1988,424,1277,425,2.9414,162200
-117.14,32.76,24,3523,991,1775,873,2.1273,142300
-121.04,37.3,6,2657,486,1409,392,3.3824,115500
-121.88,37.4,9,6751,1575,4240,1438,5.34,257400
-117.08,34.08,34,45,11,39,14,3.0625,500001
-118.83,34.23,6,8803,1114,3385,1010,8.7288,425800
-117.94,33.87,46,2066,450,1275,448,3.9375,187000
-118.33,34.03,46,2312,625,1552,603,1.6429,125000
-121.29,37.89,26,161,27,1542,30,5.7485,162500
-118.02,34.05,33,2464,627,2932,568,3.0625,165800
-122.04,37.97,39,1323,245,705,261,3.1968,151000
-118.36,34.05,45,1879,395,946,409,3.3333,254700
-118.02,34.08,29,2741,667,2449,677,3.6944,175200
-118.32,34.2,36,1978,337,834,311,3.9866,294400
-117.11,32.59,17,2020,534,1529,500,2.1773,143200
-122.54,38.14,16,4431,603,1659,630,7.5412,392100
-121.92,36.62,52,1410,303,578,285,2.5625,235400
-118.03,33.83,34,3203,653,2072,691,4.225,198400
-122.48,37.75,51,2095,410,1126,429,4.4,318400
-117.55,33.87,18,8136,1584,4976,1516,3.9414,137100
-121.96,38.33,3,7985,1257,3664,1215,4.976,158300
-118.36,34.21,41,337,65,198,50,1.8929,152900
-118.83,34.17,17,4668,628,1917,624,8.1397,353900
-122.33,37.58,27,5144,1481,2518,1447,3.4836,287900
-120.98,37.67,13,1221,260,682,275,3.65,155500
-119.75,34.4,31,1997,299,826,301,6.8927,500001
-118.42,33.92,25,3521,852,1524,764,3.8086,361300
-118.22,33.96,36,1542,458,1711,468,1.9028,164200
-118.53,34.23,32,4039,984,2675,941,3.0321,240000
-117.94,33.85,37,588,121,436,104,4.275,186200
-121.78,38.66,18,4224,632,1907,641,4.8226,139900
-117.02,32.59,19,1902,335,1102,313,3.0365,98100
-122,37.34,27,1716,290,817,301,5.9158,343100
-120.97,37.69,14,5514,909,2819,970,3.8598,174400
-119.57,36.7,34,1759,354,899,337,2.6823,72900
-119.11,35.39,22,984,176,451,170,3.25,88900
-120.43,34.9,30,2388,393,1117,375,4.1058,164000
-117.88,33.85,22,1105,241,971,249,3.1667,113900
-117.07,33.03,15,1095,158,361,176,6.8099,328200
-122.05,37.95,34,1408,277,738,269,4.175,169400
-118.29,34.01,39,751,207,1010,231,1.6036,137500
-120.71,38.73,17,2146,396,862,351,2.9219,141300
-119.15,34.3,21,2475,502,1269,505,2.98,259200
-122.25,37.49,43,2607,477,1225,461,4.224,349600
-117.99,33.84,34,2079,343,1379,352,5.103,207000
-117.18,34.08,28,2243,399,1464,379,3.2105,90300
-117.85,33.79,40,1251,336,729,343,2.4688,236400
-118.5,34.05,36,4152,542,1461,550,15.0001,500001
-122.26,37.83,50,1125,322,616,304,2.026,142500
-117.08,32.66,43,1004,236,839,235,2.81,103400
-121.81,37.25,25,4096,623,2128,618,6.2957,251800
-116.23,33.73,29,1133,221,918,239,2.8648,72100
-122.29,37.86,52,1665,404,815,372,1.9946,156900
-120.14,34.59,24,1601,282,731,285,4.2026,259800
-119.67,34.38,28,1814,526,849,420,3.1625,364300
-122.09,37.39,36,1035,196,475,205,5.5385,359000
-117.99,34.05,35,1792,317,1441,306,3.7917,151100
-121.63,39.15,27,336,60,195,68,5.3946,71800
-117.22,33.8,3,5284,920,2703,729,4.0717,126500
-122.19,37.48,35,7067,1646,5380,1597,4.1776,265300
