@relation california
@attribute Longitude real[-124.35,-114.31]
@attribute Latitude real[32.54,41.95]
@attribute HousingMedianAge real[1,52]
@attribute TotalRooms real[2,39320]
@attribute TotalBedrooms real[1,6445]
@attribute Population real[3,35682]
@attribute Households real[1,6082]
@attribute MedianIncome real[0.4999,15.0001]
@attribute MedianHouseValue real[14999,500001] 
@inputs Longitude, Latitude, HousingMedianAge, TotalRooms, TotalBedrooms, Population, Households, MedianIncome
@outputs MedianHouseValue
@data
-115.55,32.79,23,1004,221,697,201,1.6351,59600
-118.14,33.93,31,3205,727,1647,664,3.3681,223900
-120.41,34.86,15,978,187,407,182,4.375,158000
-117.91,33.91,32,1530,301,666,276,4.125,230200
-121.36,38.55,33,1191,198,554,191,2.8021,118800
-122.08,37.36,28,2181,284,728,238,8.2266,500001
-118.08,34,35,1188,342,1373,332,2.9107,150900
-122.13,37.73,33,1996,268,686,270,6.9096,341800
-117.72,33.61,26,2033,463,618,450,2.5685,80400
-117.96,33.8,35,1493,267,811,272,5.244,218000
-117.93,34.09,37,1185,225,769,235,4.4625,154200
-118.05,34.17,45,2535,455,1036,437,5.0482,388900
-118.27,34.05,26,1164,674,1685,541,1.5727,225000
-121.82,36.61,24,2437,438,1430,444,3.8015,169100
-121.3,38.69,21,6575,1105,3358,1098,4.0739,115400
-118.6,34.21,19,2581,857,2004,784,2.6159,182300
-122.51,37.89,27,2674,565,1233,547,3.4485,458300
-122.4,37.75,26,54,9,23,9,6.1359,225000
-117.08,33.11,28,2094,585,1556,563,2.2,127700
-117.75,33.72,10,2464,347,1241,366,8.7603,362500
-122.26,37.48,34,4453,682,1805,672,5.6038,451300
-118.34,34.02,48,1614,320,684,318,4.2218,181000
-119.33,36.31,15,1472,228,892,257,5.3909,113000
-118.31,34.26,41,1297,327,733,315,3.0583,160300
-118.12,34.1,49,2057,430,1103,414,4.0556,282600
-121.45,38.56,51,1250,235,452,232,2.625,121200
-117.03,32.72,37,2192,455,1515,446,3.0588,120600
-122.73,38.46,14,2324,754,1026,677,1.722,150000
-118.45,34.06,20,3367,1264,2667,1131,2.2444,500000
-117.95,33.87,35,1854,383,1115,381,4.4784,185200
-121.1,38.94,42,410,117,706,112,1.0179,125000
-122.06,40.55,17,3057,577,1497,556,3.5189,101000
-120.66,35.49,17,4422,945,2307,885,2.8285,171300
-119.18,34.19,36,4519,1081,4818,1061,2.8561,179100
-118.13,34.13,52,2826,381,924,365,7.9976,500001
-118.26,34.24,35,1535,283,816,287,6.1873,312100
-122.39,38,33,44,6,23,11,4.125,212500
-121.99,36.97,15,3044,786,1306,693,2.1771,213200
-117.23,32.8,31,1403,388,724,371,2.6403,216100
-119.33,36.19,27,418,163,332,141,1.0714,63800
-118.44,34.21,37,1665,335,1011,343,4.8703,185100
-116.54,33.82,12,9482,2501,2725,1300,1.5595,115600
-118.28,34.09,52,1739,464,938,482,2.4429,228800
-118.42,34.27,35,674,153,808,173,2.6667,147800
-117.2,32.86,4,4308,1095,1923,932,3.9356,267000
-117.97,34.01,33,3530,700,2959,679,3.7459,152900
-118.24,33.91,37,1607,377,1526,375,1.7158,94300
-122,37.06,20,2403,376,1149,369,6.0621,304400
-118.11,33.83,36,1784,303,964,299,4.2703,220900
-118.38,34.24,38,125,42,63,29,1.3594,158300
-121.29,38.02,12,2006,426,1849,396,2.5437,99000
-122.85,38.62,16,4418,704,1908,697,4.5913,244600
-120,38.93,17,8005,1382,999,383,3.9722,313400
-118.35,33.89,30,1143,299,776,273,4.2829,240000
-121.9,37.44,12,4228,734,2594,732,6.6086,299400
-120.85,37.77,10,423,110,295,94,1.3583,85200
-118.43,34.42,13,3600,580,1799,576,6.2971,218300
-118.09,33.99,34,1369,270,1005,272,3.692,172600
-120.23,39.56,14,1781,346,734,287,2.46,93000
-122.12,37.29,11,436,70,212,75,8.6196,500001
-118.28,33.95,41,835,208,707,192,1.4103,86200
-118.04,34.06,31,957,295,1300,287,2.1383,153400
-118.19,33.89,38,4018,986,3702,927,2.9293,113600
-118.14,34.03,44,2003,390,1291,392,4.0625,201100
-118.33,33.92,23,969,288,670,251,3.267,185400
-122.1,37.39,35,2471,349,881,342,7.6229,500001
-120.46,39.83,18,3406,673,1567,617,2.2717,75900
-118.46,34.03,27,1965,631,1042,596,2.75,327300
-116.42,33.76,14,16921,2837,2524,1262,7.6281,341700
-118.12,34.15,22,1671,480,1005,443,3.0119,171400
-117.9,34.11,37,1286,255,1047,249,4.2019,140100
-121.29,37.95,52,107,79,167,53,0.7917,22500
-119.63,34.44,37,3188,442,984,376,9.4522,500001
-118.98,34.16,16,2476,402,1251,387,5.7676,241300
-122.01,37.92,16,2638,345,1055,334,8.1163,365800
-120.43,36.18,29,579,116,218,99,2.1458,104200
-118.24,33.97,37,1212,314,1403,279,2.5536,117200
-122.42,37.77,52,2185,656,1266,626,2.7794,350000
-121.24,38.63,4,11021,1565,3857,1494,7.2582,273200
-117.69,34,28,707,154,561,129,2.5781,111600
-118.02,33.8,24,84,14,32,8,5.875,193800
-118.16,33.9,28,2410,616,2399,594,2.7339,156700
-119.7,36.75,11,3626,779,1819,731,2.4956,87500
-118.35,34.01,35,3776,733,1583,749,3.5486,332100
-117.1,32.67,26,2629,763,2721,767,2.0982,109100
-120.98,37.68,24,705,114,347,141,3.1912,149600
-122.54,37.96,44,1552,204,596,208,10.129,500001
-117.09,32.66,37,1232,330,1086,330,1.6389,114300
-122.82,38.44,23,1551,236,555,243,4.6792,304700
-117.91,33.91,24,2249,379,1015,385,4.9766,267100
-120.86,38.75,15,1533,300,674,287,2.5625,146100
-120.39,37.96,10,2554,501,922,439,2.1094,164000
-121.95,36.59,22,3553,530,1108,441,5.8505,417100
-121.94,37.94,26,1299,174,533,180,6.2296,291700
-117.27,34.1,9,3904,1042,3688,896,1.8022,78000
-118.23,34,35,167,60,267,55,1.5227,350000
-121.87,37.28,21,3305,749,2459,701,3.9688,249600
-118.01,34.16,47,1745,270,753,275,5.532,318500
-117.43,33.81,13,4770,718,1985,662,4.2273,295200
-119.79,34.43,26,3611,563,2089,540,5.1615,276200
-118.42,34.09,40,3552,392,1024,370,15.0001,500001
-118.56,34.25,31,1962,243,697,242,8.565,500001
-122.73,38.44,28,1073,241,652,238,2.4,146200
-118.09,34.07,31,1054,252,1032,258,2.3424,188500
-117.06,34.17,21,2520,582,416,151,2.712,89000
-118.88,35.34,20,1351,255,762,253,2.1111,105300
-118.11,34.07,19,3215,907,3072,870,2.3393,202300
-121.47,38.49,17,3595,790,2760,770,2.3233,78800
-121.28,38.55,35,7088,1279,4885,1272,2.6981,112500
-117.81,33.82,22,2898,335,1057,324,10.8111,500001
-122.45,37.79,52,3069,579,1107,536,5.5634,500001
-121.89,37.35,44,2019,615,1243,518,2.0549,193800
-117.16,32.8,37,422,79,211,80,3.0625,159700
-119.7,34.43,35,1402,369,654,385,2.6205,318800
-118.32,33.99,43,2028,479,1074,394,2.5909,98700
-117.08,32.74,26,2359,622,2067,581,1.8103,124700
-120.88,38.91,15,3876,778,1960,691,2.902,127300
-117.72,34.02,17,1781,262,860,256,6.5958,236800
-118.62,34.22,33,1636,275,866,289,5.6356,241300
-117.38,34.2,16,193,45,312,76,3.7578,137500
-118.19,33.97,34,2700,763,2815,767,2.4196,178400
-118.22,33.9,35,1649,424,1786,388,1.4091,105600
-122.06,37.6,22,3009,497,1640,514,4.625,235300
-118.26,34.06,15,326,123,490,105,1.4886,175000
-117.24,33.2,26,1701,404,989,367,2.5119,171700
-117.22,32.75,24,3914,985,2147,874,2.9735,225000
-119.09,36.35,21,3146,595,1580,513,2.7857,92700
-121.43,37.75,30,1912,451,1065,388,2.1424,125000
-117.46,34.1,7,1759,473,1064,328,1.9583,108800
-117.23,32.73,35,2914,683,1562,638,2.5259,240200
-122.09,37.66,40,1340,313,766,271,3.4722,135400
-121.7,37.93,19,2005,405,972,403,2.2216,156700
-117.02,32.81,26,1998,301,874,305,5.4544,180900
-117.32,33.01,29,3584,712,1619,667,4.125,394400
-119.84,36.81,18,2789,378,937,364,7.7062,188300
-118.45,34.18,33,2077,486,1021,450,3.6019,225000
-122.37,37.59,52,2272,403,963,376,5.7245,500000
-118.13,34.16,52,1872,357,984,364,4,250400
-118.42,34.06,44,533,90,291,97,10.8045,500001
-121.77,37.31,16,1649,228,769,230,6.6455,302600
-118.36,33.89,37,1719,426,1266,424,3.375,228000
-117.31,33.75,19,3173,678,2204,606,2.1484,129200
-122.07,37.7,32,3400,736,1487,694,3,223200
-122.11,37.4,31,2836,490,1138,481,4.9519,500001
-116.76,34.29,14,3959,849,1064,376,2.8214,111400
-118.08,34.55,5,16181,2971,8152,2651,4.5237,141800
-121.34,38.64,12,2772,578,1335,565,3.8068,161000
-122.77,38.92,26,712,140,293,100,4.0119,119400
-117.24,33.05,11,5827,882,2588,842,6.4027,344200
-117.98,34.04,29,1468,310,1390,276,3.75,190600
-122.22,37.85,28,5287,1048,2031,956,5.457,337300
-118.42,34.16,17,277,70,119,59,4.0208,341700
-117.08,32.83,7,13703,2352,4446,1856,6.4335,260600
-122.42,37.75,52,1564,396,1162,374,3,275000
-121.84,37.33,26,1934,408,2059,416,3.6765,163600
-115.57,32.78,15,1413,279,803,277,4.3021,87500
-121.88,37.28,33,2951,529,1288,521,4.1554,313100
-122.44,37.73,43,3700,684,1488,623,5.5622,313600
-121.44,38.58,43,1806,339,764,341,3.9271,147100
-119.3,36.33,44,2060,414,819,355,2.8795,77000
-118.05,33.93,31,894,203,883,190,3.6771,141500
-121.18,39.19,16,1528,351,729,319,2.4688,138800
-119.51,37.32,14,362,78,88,39,3.5893,214300
-122.31,37.53,39,1160,191,508,185,5.9539,379100
-121.83,37.29,20,2308,461,2223,456,4.2589,191000
-118.09,33.7,13,4770,969,2261,972,5.883,295100
-121.2,37.78,4,58,29,79,29,3.375,106300
-117.8,33.85,16,4151,637,1558,604,5.806,304900
-122.12,37.94,22,4949,626,1850,590,10.4549,500001
-122.41,37.73,41,2115,378,1168,365,4.0642,272500
-121.34,38.66,16,3154,860,1837,793,1.9805,92900
-118.18,33.91,36,1138,238,878,224,2.0625,134400
-117.07,32.78,22,922,240,1524,235,1.6815,218800
-121.34,38.01,17,2033,452,1114,446,3.2872,175000
-122.59,38.44,14,1665,390,505,348,3.183,201200
-122.09,37.39,34,1508,483,774,443,2.7279,365600
-117.55,33.92,24,2807,501,1653,509,4.8167,163300
-118.14,33.78,44,2101,496,1038,500,3.108,217900
-117.97,34.06,31,2516,526,2194,497,3.2413,155500
-117.25,32.77,35,2494,690,1126,624,4.0313,385300
-118.3,34.1,36,2284,899,1964,839,1.9297,203300
-117.02,33.73,14,3700,750,1171,695,1.9476,112500
-122.27,37.54,16,3913,565,1752,557,7.3644,419700
-122.25,37.56,19,7976,1406,3437,1338,5.6396,430300
-118.14,34.08,24,3988,1098,2909,1034,2.7036,170000
-117.23,32.74,35,2615,525,1312,547,4.1339,238200
-117.35,33.16,10,1684,515,902,449,3.7891,206300
-119.66,36.34,32,1338,276,859,286,2.6397,59700
-117.86,33.74,38,2415,642,3242,599,3.425,165600
-122.28,37.91,41,3009,482,1053,490,5.828,324400
-122.04,37.04,17,4977,994,1987,947,3.8854,312300
-118.21,33.88,31,1332,417,1405,363,2.0125,143000
-121.83,36.61,27,5665,1281,3612,1191,3.0542,142100
-117.69,34.04,5,4459,896,2028,881,4.0096,182600
-118.25,33.99,42,2261,574,2496,527,1.5556,98500
-118.99,35.35,32,1293,317,1109,286,1.1786,45600
-122.22,37.84,50,2935,473,1031,479,7.5,295200
-117.2,33.24,12,4992,780,2106,801,6.2079,307300
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300
-117.95,34.06,32,2252,415,1370,411,4.6312,184800
-121.89,37.27,28,1481,256,688,221,5.2088,240900
-122.01,37.55,26,2068,532,1434,495,3.3008,224200
-118.71,34.29,21,2751,493,1432,483,5.2067,221200
-122.5,37.78,50,1922,427,1049,443,3.5833,348500
-117.16,32.74,52,852,262,389,249,2.6042,225000
-116.98,32.77,29,3558,447,1097,445,8.093,379600
-117.19,33.64,12,1481,265,757,243,3.235,210700
-122.5,38.35,25,1566,352,784,362,3.075,165100
-117.87,34.11,23,4066,819,2105,737,4.6556,199600
-121.26,38.66,8,1145,241,447,216,4.0781,124300
-118.09,34.01,36,1465,363,1538,342,3.5469,150600
-118.17,33.79,30,1349,519,2646,552,1.9318,115900
-122.12,37.43,33,3262,668,1411,626,5.316,398100
-122.26,37.85,52,2202,434,910,402,3.2031,281500
-122.27,37.82,41,3221,853,1959,720,1.1108,97500
-122.12,37.39,34,3561,497,1336,501,8.9172,500001
-119.29,34.3,24,7637,1705,4647,1623,3.5385,186800
-121.96,37.53,18,2375,652,1252,586,2.6198,235900
-118.4,34.28,16,6573,1480,6161,1473,3.3304,154900
-119.55,36.6,18,2379,448,1638,436,2.309,57100
-121.98,38.36,33,1083,217,562,203,2.433,101700
-120.82,37.54,20,707,114,282,86,6.1324,164800
-118.11,34.06,30,1547,436,1700,410,2.5488,187500
-120.05,36.95,31,696,254,913,248,1.4,52500
-117.7,33.48,10,3458,638,1156,470,6.3579,336700
-119.18,34.28,17,4526,717,2088,655,5.6885,268200
-117.18,32.76,8,3694,997,1297,807,3.6492,158900
-120.7,35.32,46,118,17,6532,13,4.2639,350000
-121.6,37.13,14,9483,1361,4108,1281,7.5,344500
-117.34,34.13,29,331,85,341,107,0.7069,70300
-122.44,37.7,6,3523,664,1705,608,4.9318,258100
-121.98,37.33,25,3223,612,1529,602,5.121,287600
-122.41,40.58,35,2072,385,1029,375,2.8512,75600
-118.39,33.83,32,2075,539,954,519,5.637,500001
-118.61,34.2,16,1718,467,896,475,3.6296,160900
-118.41,34.17,27,3277,648,1382,615,3.875,366100
-121.47,38.57,39,1360,368,589,338,2.1691,150000
-117.73,34.1,37,3457,544,1344,530,5.8891,226000
-118.23,33.99,37,378,176,714,156,2.1912,112500
-118.21,33.92,36,602,150,645,145,3.1964,115400
-118.33,34.04,31,1090,251,955,239,2.913,192500
-121.9,38.01,16,2604,454,1696,481,4.6628,136000
-121.18,39.26,14,811,161,352,121,3.5938,140300
-119.79,36.77,43,2323,502,1144,471,2.3967,58700
-117.88,34.13,25,2559,654,1674,623,2.8547,155600
-118.21,34.1,36,2000,533,1234,535,3.7437,241700
-118.35,34.52,14,3490,592,1710,580,5.9171,333300
-117.96,34.48,32,1896,342,806,299,4.5769,159400
-122.28,37.99,28,3801,622,1654,571,4.375,193300
-118.33,34.04,48,2437,443,1400,426,2.628,251100
-117.23,33.68,10,3659,650,1476,515,3.8869,125900
-118.2,34.05,40,1082,318,1085,273,1.7054,117200
-118.12,33.95,36,2752,459,1211,452,5.0526,269800
-121.23,38.78,13,3813,871,1513,783,2.0807,142600
-118.24,33.93,32,1063,282,992,253,0.8984,88700
-117.9,33.84,31,2043,468,1524,454,3.5329,187400
-117.86,34.1,23,2535,490,1327,466,3.5977,180600
-118.32,34.11,48,4472,1579,2796,1397,2.3974,410700
-117.95,33.69,24,4269,618,1954,597,6.9261,284600
-122.47,37.76,52,2465,489,1170,498,4.0793,306700
-117.24,32.72,39,3089,431,1175,432,7.5925,466700
-118.03,33.83,25,3030,532,1668,509,4.625,229600
-117.14,33.39,17,2889,587,1931,510,3.8547,208300
-118.21,33.82,33,1278,311,1157,320,3.5054,146800
-122.15,37.7,36,1464,244,672,261,3.5547,194700
-118.03,33.82,17,1851,346,770,310,5.6093,244400
-121.18,38.75,16,2807,459,1201,429,4.7941,247600
-121.98,37.34,33,3570,776,1922,761,4.9562,238700
-118.08,34.58,12,3851,857,2169,811,3.0101,116300
-121.45,38.5,25,3033,665,1559,627,2.7101,99500
-121.97,37.44,17,127,28,219,22,4.5179,112500
-120.56,38.39,20,1326,307,563,237,2.6667,86600
-122.34,37.55,25,4470,518,1507,504,13.3913,500001
-120.66,39.72,15,3763,784,717,348,2.2019,130500
-117.61,33.43,24,2303,399,851,379,3.9875,346500
-118.22,33.93,39,1921,483,2286,470,3.0167,130000
-119.03,36.07,26,3210,646,1908,642,2.4167,77600
-121.95,37.34,25,5236,1320,2529,1213,3.1702,256100
-122.35,37.97,31,2892,685,2104,641,3.2188,113800
-119.19,36.06,29,1815,376,1421,339,1.9091,71300
-121.83,37.4,27,1145,150,492,160,5.716,348300
-118.12,33.83,45,1734,331,797,293,4.8917,222800
-117.9,33.76,26,2678,702,3262,685,3.6953,176800
-117.23,32.99,17,2718,326,1011,319,15.0001,500001
-122.1,37.97,18,4326,655,1753,646,5.6931,269600
-122.3,37.51,35,2789,445,1156,404,5.4322,391000
-117.77,33.55,28,2024,297,617,274,6.7861,499100
-118.2,33.87,42,1482,310,1052,317,3.9469,158200
-120.08,36.96,36,2074,349,954,363,3.1136,73800
-118.18,34.05,41,762,147,817,176,3.75,123100
-121.19,38.71,11,4415,723,1520,627,3.2321,390800
-119.83,36.72,28,60,10,46,13,4.35,67500
-118.74,34.05,19,3487,686,2782,584,7.9184,500001
-119.06,35.33,14,5264,1064,3278,1049,3.8117,82800
-119.77,36.79,34,2679,460,1141,470,3.2642,89600
-122.07,37.69,31,5914,1309,2999,1295,3.0964,190500
-118.11,34.12,52,2954,371,1152,347,11.5609,500001
-119.19,36.14,41,759,140,408,129,3.9,85900
-117.75,33.71,15,2849,537,878,520,3.2841,158300
-121.47,38.55,52,1384,295,561,244,2.0242,94600
-121.74,37.95,5,4980,774,2399,763,5.7104,186300
-117.96,33.87,35,1972,367,1152,356,3.7222,187500
-119.39,36.64,38,949,190,578,187,2.3618,80000
-121.86,37.22,18,7245,1029,2893,1049,6.9508,361200
-118.19,33.89,31,886,224,1154,247,2.1071,99500
-117.92,33.82,10,1548,506,1535,424,4.5057,152400
-122.68,38.36,8,7520,1336,3833,1287,4.3278,184100
-118.35,33.89,34,1740,387,1249,375,4.1552,233900
-117.52,33.88,21,722,178,770,165,2.5656,102500
-118.03,34.11,34,2837,460,1344,458,6.5722,437400
-119.73,36.83,14,3348,491,1584,493,5.0828,111400
-117.64,33.65,4,6842,1512,3256,1439,5.4132,216600
-118.4,34.23,36,1643,349,1414,337,4.1181,172700
-117.72,33.63,15,1362,255,378,202,1.9,162500
-118.4,34.2,13,4859,1293,3351,1200,3.6875,211900
-121.28,38.75,52,493,89,189,94,2.108,83800
-120.94,39.05,8,3758,717,1744,661,3.1972,151500
-118.41,34.01,33,3306,974,2475,924,2.8797,285300
-118.22,34.21,29,2174,418,1030,395,3.5707,341700
-122.05,36.87,18,2232,440,1091,458,3.8269,276000
-122.68,38.76,29,994,226,302,117,2.3125,67900
-120.32,37.29,9,695,188,810,190,1.6172,56300
-118.36,33.81,25,9042,2022,4458,1944,4.5592,378800
-121.03,37.66,31,887,217,614,199,2.1528,75500
-119,34.19,5,3634,718,1317,743,4.2917,227900
-122.42,37.75,52,2112,528,1227,513,3.5536,400000
-122.08,37.4,25,1750,341,999,319,5.806,308700
-118.31,34.1,34,399,141,482,134,1.625,67500
-121.91,37.31,46,3052,587,1373,590,4.7287,340000
-121.88,39.74,12,14631,3298,7517,3262,1.6785,153100
-118.35,33.94,36,2225,601,2755,610,2.5547,150400
-122.26,37.83,52,1470,330,689,309,3.48,191400
-118.11,33.95,34,1723,279,617,252,6.7501,400000
-117.23,33.16,4,3066,625,1164,582,4,228100
-122.44,37.52,16,7077,1179,3502,1148,5.9919,345100
-118.2,33.81,43,3013,574,1525,529,4.95,194000
