@relation california
@attribute Longitude real[-124.35,-114.31]
@attribute Latitude real[32.54,41.95]
@attribute HousingMedianAge real[1,52]
@attribute TotalRooms real[2,39320]
@attribute TotalBedrooms real[1,6445]
@attribute Population real[3,35682]
@attribute Households real[1,6082]
@attribute MedianIncome real[0.4999,15.0001]
@attribute MedianHouseValue real[14999,500001] 
@inputs Longitude, Latitude, HousingMedianAge, TotalRooms, TotalBedrooms, Population, Households, MedianIncome
@outputs MedianHouseValue
@data
-117.86,33.67,16,20,5,15,5,3.875,450000
-122.29,37.54,41,1743,349,811,349,4.9464,282400
-115.5,32.75,13,330,72,822,64,3.4107,142500
-117.66,34.1,37,1971,345,939,358,3.4634,145300
-118.36,33.96,26,3543,1055,2742,951,2.5504,151300
-118.2,34.03,52,774,209,813,203,2.3472,135200
-119.86,36.45,19,2439,462,1416,469,2.4474,75600
-120.72,37.54,17,729,134,431,121,4.2188,131300
-117.9,34.02,15,14058,2486,8997,2497,5.0704,226200
-117.83,34.11,29,2671,437,1484,445,4.9844,203000
-122.23,37.81,52,1433,229,612,213,4.7708,314700
-121.83,37.37,43,1461,284,800,258,3.2279,182400
-122.49,37.74,52,2189,433,1147,420,3.4583,321300
-117.04,34,21,4624,852,2174,812,3.5255,132100
-118.23,33.95,37,2667,671,2865,683,0.6831,87500
-122.42,37.8,52,2657,772,1014,685,4.038,500001
-117.66,33.63,16,3299,610,1967,604,5.5085,223300
-118.4,34,37,1534,258,751,259,5.444,336000
-122.44,37.75,28,4930,1381,2232,1321,4.3232,316200
-118.03,33.77,24,3810,579,1818,590,5.8053,255900
-117.32,34.07,26,971,245,592,207,2.1125,84000
-122.26,37.86,52,3774,744,1461,679,2.9405,289500
-120.68,35.48,15,2608,525,1351,502,2.7798,205800
-117.64,34.08,35,1254,241,729,253,3.495,118000
-117.12,32.7,36,1011,253,763,226,1.8187,84100
-122.46,37.73,52,3547,506,1276,491,8.0069,426800
-120.7,35.55,10,3979,761,1834,671,3.5,172100
-117.42,34.09,28,3193,525,1750,523,4.1375,128300
-117.83,33.65,8,2149,426,950,399,4.1103,250400
-121.93,37.28,34,2422,370,1010,395,5.6494,376200
-118.43,34.26,43,729,172,935,174,2.9519,140900
-121.28,37.94,40,2806,685,2268,635,1.8814,57700
-118.24,34.23,43,1061,208,514,208,6.01,254200
-117.61,34.02,15,1791,346,1219,328,3.8125,170300
-122.18,37.74,46,2103,391,1339,354,2.2467,88900
-117.96,33.67,16,5143,652,2209,637,7.0173,382100
-118.51,34.2,37,2066,434,1031,414,4.0924,188400
-117.89,33.68,8,5278,1575,2389,1371,3.3409,181300
-118.27,34.06,17,2124,1168,3915,1137,1.1346,137500
-117.89,33.61,16,2413,559,656,423,6.3017,350000
-122.44,37.75,52,2082,425,801,411,4.2708,368900
-118.04,34.09,34,2001,388,1461,397,3.8304,183000
-118.34,33.87,28,2948,566,1445,524,5.3743,286500
-117.2,32.85,22,3501,631,1297,581,4.7891,295300
-122.02,37.98,40,1797,401,756,369,2.8456,165500
-120.14,36,33,1726,420,1371,388,2.0335,43900
-117.25,32.76,38,2331,493,836,433,4.9125,452600
-117.04,32.76,37,2979,557,1285,564,3.7368,152200
-118.8,34.21,16,1466,196,661,209,6.2893,282700
-122.28,37.54,37,991,180,463,177,5.1701,294200
-122.14,37.41,35,2419,426,949,433,6.4588,437100
-117.18,34.54,5,3772,619,2097,635,3.8194,98500
-118.6,34.07,16,319,59,149,64,4.625,433300
-118.38,34.2,32,993,285,1044,248,2.4306,187500
-122.05,37.34,34,2515,401,1079,399,7.7865,423900
-117.25,33.22,26,2010,347,1160,331,3.9815,142600
-122.04,36.98,33,797,125,385,133,6.7974,367600
-118.01,33.7,24,3856,567,1741,588,7.248,302700
-117.13,32.76,33,1591,461,794,425,2.6333,140000
-119.89,36.76,17,1987,335,1152,313,4.1719,126400
-118.27,33.86,29,2587,489,2115,475,3.7466,168600
-121.83,37.32,26,1125,210,943,214,4.825,181000
-117.24,32.8,30,1917,462,828,437,2.4671,276300
-118.06,33.88,17,7187,1073,3844,1068,6.5901,337400
-121.9,37.67,15,2130,273,876,285,7.2639,332400
-122.64,38.48,19,3244,449,1174,454,5.8369,255700
-121.58,39.52,25,2409,490,1384,479,1.9956,58000
-121.98,37.23,33,3585,935,1511,835,3.1176,396300
-118.45,34.21,30,2331,733,2172,707,2.1888,195600
-119.06,35.32,15,3944,746,2355,757,3.569,70700
-122.11,37.41,27,5110,1599,2764,1482,3.4198,351900
-118,33.75,26,1382,387,1977,368,2.7589,137500
-118.25,33.99,41,1486,509,2312,541,1.3963,92900
-123.8,39.44,33,2024,459,1019,422,1.9208,93600
-117.95,33.87,22,1432,335,746,296,2.0227,55000
-118.08,33.78,34,2287,347,1051,346,5.5767,372000
-118.31,34.1,40,4984,2158,4828,2028,1.6903,350000
-117.9,33.9,19,2176,414,1002,402,4.9743,193500
-118.94,35.37,37,1667,362,971,335,2.875,57400
-118.33,34.02,46,1528,391,933,366,2.1979,125700
-123.78,40.05,17,2019,496,899,347,2.1864,101900
-118.36,34.02,46,3745,798,1502,808,3.8643,195800
-118.37,34.05,52,1563,306,776,308,3.625,440900
-118.1,33.8,37,1814,329,850,328,5.0574,240800
-117.2,33.15,11,4091,864,1927,765,3.0139,199000
-122.46,37.51,23,949,151,399,149,5.6286,411300
-117.16,32.8,22,2259,634,1213,601,2.5,177800
-118.28,33.96,34,2074,562,1913,514,1.6156,102100
-117.95,33.99,25,1075,138,451,132,6.8492,332200
-122.26,37.84,52,696,191,345,174,2.6736,191300
-118.36,34.12,26,3902,610,1468,632,8.5136,500001
-117.98,33.87,25,2037,515,1435,496,3.3199,188800
-119.46,35.14,30,2943,697,1565,584,2.5313,45800
-122.03,37.54,35,1867,343,1213,338,4.8214,186000
-118.02,33.62,11,3969,834,1508,754,4.3409,271400
-120.95,37.59,29,1727,439,1063,386,1.8929,63600
-118.39,33.97,43,2700,510,1146,506,5.1333,345900
-119.26,34.28,41,1835,311,683,308,4.8977,358200
-117.7,34.05,24,2834,470,1815,471,4.7357,162500
-122.24,37.49,38,4105,950,2561,909,3.8684,265600
-118.44,34.09,36,3129,392,862,334,15.0001,500001
-117.36,33.98,46,1680,453,1570,435,2.0436,82300
-117.34,34.08,35,1380,248,730,264,3.2305,93700
-121.55,39.44,31,1434,283,811,289,1.7727,49000
-121.99,38.26,18,921,126,368,120,6.0842,261100
-122.44,37.66,21,5108,1510,3288,1405,3.1927,252600
-117.63,33.94,36,447,95,2886,85,4.2578,183300
-122.12,37.42,36,2607,551,1165,523,5.1524,373100
-118.19,34.04,45,963,234,1194,239,2.1806,134900
-118.3,34.18,5,5492,1549,2997,1405,3.3205,172100
-118.44,34.28,46,11,11,24,13,2.875,162500
-121.03,37.65,37,375,58,120,37,3.9844,150000
-117.93,33.87,10,1277,488,730,417,1.4803,137500
-118.31,34.07,40,2657,794,2149,749,2.2653,445000
-121.25,38.64,21,2764,363,902,360,5.6864,258700
-120.25,38.04,22,4173,763,1086,444,2.5562,136200
-117.98,33.76,24,1880,405,967,418,4.4545,192500
-118.32,34.04,44,1008,223,544,223,2.8654,176800
-121.41,38.52,25,3087,720,2529,708,1.8689,66800
-116.06,34.15,15,10377,2331,4507,1807,2.2466,66800
-121.85,39.74,39,1139,265,623,264,2.2833,85800
-118.06,33.89,26,2483,412,1538,449,5.1104,220500
-121.84,36.25,20,958,245,590,189,2.6094,362500
-121.89,37.33,49,658,318,467,316,0.7068,200000
-118.21,34.09,34,1660,412,1678,382,2.7708,148200
-117.68,33.61,19,2962,405,1295,440,6.0689,248000
-122.56,37.9,36,1760,283,562,246,6.7546,402400
-122.2,37.43,22,3294,744,1337,655,5.2391,500001
-121.87,37.38,16,1050,245,722,228,4.5187,163500
-118.65,34.2,23,7480,1084,3037,1058,6.9223,338400
-122.03,37.34,17,1165,278,598,287,4.0129,342400
-117.8,33.63,15,3236,451,1289,416,11.1121,493000
-117.94,34.14,33,1620,283,868,275,5.411,219400
-121.41,38.55,14,2534,705,1495,583,1.9167,156300
-121.85,38.43,2,790,135,235,87,5.0862,166500
-120,38.87,12,1437,268,395,144,4.225,127600
-122.39,37.74,45,1462,308,924,302,2.1767,185300
-121.23,38.71,18,4947,714,2227,675,4.8542,170500
-121.87,37.29,18,1892,568,974,553,2.3715,228000
-119.78,34.44,28,2864,495,1364,482,4.835,353400
-117.68,33.6,24,1956,262,969,256,6.8154,265900
-117.22,33.22,16,2134,643,1555,560,1.7217,175000
-121,37.63,31,215,62,192,66,1.75,73800
-117.26,33.04,16,3109,450,1433,453,6.6319,269600
-119.23,34.19,16,5297,810,1489,667,6.4522,500001
-122.49,37.78,42,2723,579,1419,519,3.6429,328400
-121.38,37.88,44,1158,226,1094,224,2.6842,156300
-118.91,36.79,19,1616,324,187,80,3.7857,78600
-121.28,37.91,31,820,179,576,155,1.69,65900
-122.11,37.11,46,1993,404,850,327,5.208,206800
-119.77,35.65,21,2403,483,1647,415,2.6066,80000
-116.93,32.81,18,2447,466,1573,472,2.6429,125400
-121.73,37.68,17,20354,3493,8768,3293,5.4496,238900
-122.51,37.87,21,3904,980,1949,919,2.862,258400
-118.06,34.11,39,2603,547,1196,487,3.0854,248700
-118.5,34.17,37,880,154,369,155,4.1429,303600
-122.44,37.67,35,1814,365,1025,384,4.425,268400
-118.3,34.25,44,1442,285,859,292,4.5833,197300
-117.15,34.22,10,1039,174,317,109,7.2371,171900
-117.37,33.97,34,3676,697,2653,682,2.5804,92400
-121.23,38.04,32,1829,262,677,243,6.1805,247900
-117.95,34.03,33,1453,326,1609,319,3.7578,155800
-117.88,33.85,34,1127,185,588,181,4.375,224700
-117.9,33.9,18,3821,576,1430,568,6.9399,349600
-122.47,37.72,47,1176,286,564,258,3.2059,350000
-118.64,34.22,25,2762,410,1166,439,6.8643,333700
-117.61,34.12,17,6709,1198,3954,1161,4.6997,156900
-118.25,33.93,40,975,270,1068,270,0.9889,87500
-121.27,38.75,43,1292,307,647,249,2.7188,85300
-118.33,34,47,1671,388,895,317,2.2054,121500
-121.31,37.96,48,1112,227,583,216,2.3393,77600
-117.02,32.75,33,3296,537,1345,556,5.2835,217100
-118.49,34.06,42,2861,360,829,310,15.0001,500001
-116.48,33.8,15,3004,615,437,210,3.6667,90000
-121.9,37.41,24,4759,921,3188,902,5.6344,228700
-118.29,33.73,30,2835,711,1669,652,3.3616,268500
-122.48,38.32,42,2106,533,1141,445,3.1129,149300
-118.4,33.88,36,1543,214,474,187,9.3399,500001
-121.18,38.67,42,2101,480,945,426,2.3333,116000
-118.37,34.09,33,3180,865,1347,841,4.0651,500001
-115.55,32.98,33,2266,365,952,360,5.4349,143000
-118.03,33.98,46,1974,465,880,441,2.7578,236800
-120.84,37.4,7,2773,530,1374,505,2.6214,103800
-118.3,33.75,19,2356,440,1291,418,4.2308,416100
-118.33,34.1,29,732,288,691,278,2.1866,250000
-121.31,37.96,52,1938,332,788,320,3.6094,118400
-122.25,37.49,40,2709,521,1156,510,4.6366,395500
-122.48,37.85,42,6297,1307,2096,1205,6.4752,500001
-121.75,37.11,18,3167,478,1414,482,6.8773,467700
-118.37,34.14,21,4670,1161,1914,1094,3.7986,367700
-122.01,37.28,22,2038,260,773,281,9.1569,500001
-118.53,34.14,28,6920,906,2515,860,9.2189,500001
-117.14,32.91,14,3014,710,2165,705,3.7837,160300
-121.04,38.81,11,3522,623,1456,544,3.93,163400
-118.49,34.15,33,2829,360,1010,363,10.3587,500001
-122.29,37.56,34,1693,281,846,291,5.3683,339400
-118.38,34.07,16,4814,1381,1897,1209,3.3725,375000
-122.13,38,33,2821,652,1206,640,2.5481,150800
-117.95,33.75,19,1983,283,1098,275,6.6355,276100
-117.06,32.77,34,1730,373,730,350,2.0284,161800
-122.71,38.46,41,1974,482,965,458,2.905,159300
-121.92,36.61,27,1619,352,831,344,4.3,226400
-117.08,32.62,28,2468,506,1353,522,3.0771,158600
-118.26,34.01,43,2179,682,2624,609,1.8641,108200
-122.51,37.91,2,647,136,203,118,6.641,310000
-117.02,34.89,29,3111,661,1530,608,2.8281,69300
-118.19,33.78,42,1021,300,533,187,1.8036,175000
-117.2,32.82,35,2772,537,1392,521,3.337,172300
-122.12,37.16,32,1602,317,752,275,5.1664,185100
-118.34,33.98,45,1298,294,1064,268,3.7067,136600
-121.91,36.42,14,1078,261,382,171,3.7083,210000
-117.17,32.73,52,1578,487,879,446,2.4069,215000
-117.33,34.03,14,1582,347,825,259,2.8281,106300
-117.91,33.76,22,7531,1569,5254,1523,3.8506,167400
-118.4,33.97,44,2825,453,1221,461,5.9544,377200
-115.56,32.79,18,1178,438,1377,429,1.3373,58300
-118.32,34.09,34,1478,675,1976,653,2.0557,225000
-121.83,39.23,25,3819,702,1983,658,2.4464,72500
-122.01,37.98,29,2001,373,956,370,4.317,194000
-118.35,34,30,1879,226,740,266,6.431,492500
-117.97,34.13,42,683,127,541,138,3.4375,151700
-122.03,37.87,21,3521,447,1396,467,8.2673,358700
-122.05,37.94,22,2105,354,993,365,4.6602,227800
-119.24,36.33,9,3289,621,1866,631,3.1599,95000
-121.26,38.12,27,1818,459,1182,428,1.8575,73800
-122.32,37.56,26,2339,704,1283,654,3.162,415000
-117.93,33.84,34,2160,298,852,305,6.0531,287100
-121.8,37.27,10,3301,593,2190,575,6.223,260700
-118.18,33.99,38,1010,315,1157,301,1.6341,161800
-117.31,34.35,9,2404,390,1074,359,5.0198,151900
-117.41,33.97,34,2316,365,956,389,4.337,157800
-117.19,32.79,35,1788,378,777,374,3.3713,238400
-118.48,34.02,25,1583,460,983,422,2.7019,293800
-118.51,34.27,36,2276,429,1001,419,4.1042,252100
-117.89,33.84,35,3315,744,2425,687,3.5521,182800
-118.02,33.71,23,5554,995,2408,936,5.3886,331900
-118.13,34.06,30,1692,398,1130,365,2.8672,198500
-122.16,37.48,36,2238,479,1949,457,2.3769,157300
-118.1,33.85,19,993,174,572,175,5.7039,277600
-121.11,37.76,22,2606,411,1252,397,4.1833,192100
-118.23,34.21,50,309,47,121,45,6.213,285000
-117.95,33.7,17,5781,924,2585,915,5.343,231900
-118.46,34.05,25,6902,2138,3136,1844,2.6509,410000
-117.1,32.68,47,771,224,637,212,2.0156,90300
-122.28,40.5,21,2405,476,1197,412,2.6488,83100
-122.32,37.92,29,2304,399,1377,454,5.0187,140600
-122.41,37.76,52,1427,281,620,236,1.9944,262500
-122.49,37.92,26,2170,347,849,318,6.2953,386200
-119.65,36.33,47,1059,268,693,241,1.3882,53800
-123.41,41.6,23,1654,369,669,273,1.965,65400
-117.01,32.67,17,2319,348,1125,337,5.551,266900
-124.14,40.6,27,1148,206,521,219,4.025,128100
-118.18,33.9,32,1452,365,1888,366,3.5461,146400
-118.33,33.97,47,1830,369,922,377,4.1635,156400
-122.32,37.55,46,1437,266,607,263,4.8068,369700
-122.91,39.05,20,1128,229,621,210,3.2216,93500
-124.13,40.62,43,2131,399,910,389,2.5804,92100
-124.14,40.58,25,1899,357,891,355,2.6987,92500
-118.18,33.98,36,903,266,1068,251,3.0398,165400
-120.61,37.36,16,638,147,380,132,1.9135,87500
-118.03,34.08,42,1597,373,1311,352,2.9688,162800
-122.37,37.56,21,7189,874,2440,846,11.6833,500001
-118.35,33.88,44,822,180,480,177,4.4,225800
-121.72,37.7,17,1671,352,729,252,6.1023,450000
-114.6,33.6,21,1988,483,1182,437,1.625,62000
-122.36,37.94,27,844,249,583,265,0.9687,105800
-119.7,34.42,41,725,239,582,214,3.1667,362500
-122.2,38.04,31,3029,500,1236,487,5.6022,197000
-118.34,33.86,36,2223,360,1162,376,5.259,279400
-117.59,33.67,29,1223,215,633,204,6.5143,279800
-117.08,33.12,43,107,44,107,48,0.7054,137500
-118.33,33.99,44,1918,387,1041,364,2.8542,126500
-116.98,33.77,12,5829,1309,2711,1118,1.9707,107900
-117.24,32.82,20,2467,332,731,335,7.2559,392300
-117.95,33.93,37,2633,630,1904,630,2.6123,161300
-120.65,35.27,15,2365,538,1446,490,2.5129,225900
-118.35,33.91,29,2461,535,1236,482,4.8409,244000
-117.12,32.74,52,1969,389,877,424,3.79,163400
-118.46,34,39,614,174,538,159,2.3542,235700
-118.36,34.08,40,3110,764,1557,763,1.9937,367100
-117.04,33.09,16,4677,581,1902,566,6.1834,335600
-122.09,37.68,29,2333,538,1120,540,2.4042,205600
-118.31,34.03,47,1315,247,785,245,1.23,138400
-118.03,33.78,25,3554,528,1600,537,6.6453,270100
-116.93,33.06,16,3490,545,1628,535,4.8836,239900
-122.44,37.79,52,3785,808,1371,799,6.4209,500001
-118.07,34.01,38,2245,444,1540,419,3.7986,171000
-118.66,34.1,12,2560,365,907,366,10.076,500001
-121.88,37.37,14,6016,1404,3258,1316,3.5745,333700
-118.1,34.58,29,2843,603,1517,573,2.6658,106900
-121.34,38.69,16,2686,516,1553,529,3.7857,112700
-118.44,34.28,38,1156,305,1359,289,2.5147,137100
-119.19,35.64,29,1476,220,902,205,2.6726,83300
-121,37.64,19,121,41,658,41,0.9573,162500
-118.2,33.94,45,1818,408,1705,373,4.0441,157500
-118.24,33.92,42,328,100,605,87,2.4464,97400
-122.22,38.1,44,3013,563,1353,512,3.4559,111900
-118.28,34.05,44,1273,474,1754,460,1.6037,275000
-118.79,34.14,7,3003,504,1143,466,5.8548,500001
-121.67,39.14,22,2264,390,1056,403,3.6111,112300
-118.11,34.15,26,2193,558,1186,559,3.6474,184100
-117.65,34.11,28,2788,370,1140,385,5.3368,233500
-117.26,33.04,18,2229,346,1088,352,6.3525,278300
-117.97,33.71,26,2553,405,1337,411,5.3737,252900
-117.92,33.83,52,1514,301,855,293,3.6042,166400
-117.64,33.61,14,5232,810,3041,839,5.826,247900
-117.88,33.89,18,1616,532,866,496,3.6435,119100
-119.78,36.82,22,4241,1147,1929,971,1.7708,53500
-117.03,33.13,15,7000,1185,3555,1118,4.7022,172800
-119.38,36.56,25,1180,222,611,212,2.0729,84700
-118.1,33.9,43,1237,243,776,246,4.325,166000
-123.23,39.13,33,1176,211,529,217,3.8958,144000
-117.08,32.74,33,3260,673,1784,666,3.5078,126500
-118.27,33.93,41,570,135,466,121,2.6458,91300
-117.15,33.7,2,6305,1265,2489,1152,3.1319,111500
-118.26,33.98,43,762,206,854,188,1.2315,98200
-118.2,33.81,47,2347,437,1219,420,5.3096,209900
-121.62,39.15,36,2321,455,1168,489,3.0962,74000
-117.16,32.74,21,1882,486,903,482,3.06,243800
-118.51,34.27,34,3787,771,1966,738,4.055,222500
-115.37,32.81,23,1458,294,866,275,2.3594,74300
-118.31,34.08,26,1609,534,1868,497,2.7038,227100
-121.91,37.69,18,2876,423,1395,427,6.3132,259200
-121.75,36.91,32,1461,422,1494,416,2.8056,173200
-117.96,33.83,29,1194,176,474,170,6.1001,298900
-122.05,37.34,31,1443,215,627,222,6.6087,416500
-119.03,34.22,24,3421,656,2220,645,4.7831,214200
-117.3,34.07,34,567,143,387,138,1.7981,73300
-118.41,34.19,39,1169,242,612,247,4.1429,200000
-123.74,40.66,25,2395,431,983,375,3.0469,136000
-119.22,34.28,33,2467,377,1052,363,4.7333,257500
-118.3,34.19,52,1704,277,746,262,4.7986,326100
-122.46,37.98,10,1325,189,427,162,12.0933,500001
-118.35,33.87,37,1420,286,886,290,4.5833,261300
-121.97,37.93,4,3241,464,1552,494,6.6134,307000
-122.47,37.95,16,3769,839,1986,815,3.9712,187500
-118.42,34.2,24,3148,908,2850,839,1.9549,221500
-117.8,33.68,14,2635,516,1150,499,4.4391,306700
-121.25,38.01,16,2397,501,1053,557,2.6994,112500
-122.04,37.31,29,2476,434,1217,416,6.2045,393800
-118.41,34.32,18,6572,1105,3473,1067,5.2987,203400
-117.09,33.15,13,3958,865,1981,840,3.4764,137500
-121.86,37.36,31,1602,358,1179,354,4.4896,156800
-122.22,38.08,37,4590,857,2920,832,3.436,94800
-117.84,33.76,14,1458,423,615,365,4.2798,218800
-122.43,37.72,52,2206,478,1583,456,3.7105,250500
-117.24,32.79,17,1149,266,403,228,4.1652,241700
-117.81,33.82,20,2819,319,1019,319,12.2092,500001
-118.39,34.01,35,4424,918,2101,888,3.9688,355100
-122.1,37.7,25,2973,622,1413,595,4.3819,209200
-119.25,35.76,36,2332,656,2175,610,1.6045,57300
-120.6,35.11,17,2495,524,1292,501,2.2625,153000
-122.03,37.97,45,1613,338,865,336,3.25,151100
-119.79,36.75,52,377,97,530,96,1,45000
-124.15,40.78,41,2127,358,911,349,3.1711,104200
-118.48,34.26,36,1770,296,938,304,5.749,238000
-118.34,34.18,46,1393,301,714,295,2.8125,229900
-116.31,33.73,19,12467,2508,4086,1761,3.2846,131900
-117.71,34.07,24,1948,362,1286,364,3.6,139300
-121.87,38,17,2713,442,1475,415,4.8542,144100
-119.09,34.35,20,4725,881,2823,869,4.0122,214800
-119,35.39,51,1373,284,648,300,2.8295,72100
-121.61,39.13,21,1432,328,933,336,1.6823,83800
-122.3,37.81,48,828,182,392,133,2.5938,73500
-121.37,38.67,36,1786,338,974,319,2.555,72700
-117.96,34,33,5462,952,3527,914,4.4038,186700
-118.58,34.19,15,3061,1079,2173,1078,2.85,187500
-118.14,33.86,37,1404,257,652,258,4.2062,195400
-116.95,33.86,1,6,2,8,2,1.625,55000
-118.94,34.17,16,3746,508,1556,452,6.3303,299400
-122.21,37.78,46,2239,508,1390,569,2.7352,137300
-118.42,34.27,35,2700,702,3444,679,1.4867,124000
-122.42,40.32,16,1978,375,961,333,2.6827,83900
-117.09,32.61,23,1157,309,640,313,2.1548,118800
-117.1,32.66,27,1782,560,1785,560,2.1542,106300
-122.36,37.92,52,215,41,126,43,1.3929,104200
-119.44,36.59,32,1153,236,761,241,2.825,67600
-117.43,34.1,43,1898,418,971,366,2.4735,89900
-122.25,37.46,33,6841,950,2681,980,7.1088,443300
-122,38.28,3,7030,1191,3238,1055,4.962,161700
-117.97,34.1,33,1558,316,1600,338,2.9712,143900
-118.1,34.18,47,2168,352,902,361,5.894,300900
-118.53,34.04,45,1711,264,735,261,9.1078,500001
-122.18,37.75,45,330,76,282,80,4.0469,80700
-122.32,37.97,29,2347,464,1135,490,3.9722,161000
-118.6,34.23,19,8866,2355,5005,2194,3.2564,230300
-117.72,34.09,33,4979,934,2575,874,3.7958,152500
-120.66,35.27,17,2719,589,1386,570,3.7337,208200
-116.86,33.02,17,401,68,251,69,4.6518,170200
-118.34,34.19,43,1029,252,613,255,2.6827,219900
-118.75,34.27,20,3495,449,1629,428,5.8096,264400
-117.92,33.88,32,1683,273,719,263,5.3649,243600
-118.18,33.91,41,1260,299,1535,322,3.0134,128100
-120.96,37.54,29,1468,245,747,231,3.4643,125000
-118.37,34.12,34,2821,399,843,391,11.615,500001
-121.98,37.14,37,74,19,63,17,9.5908,350000
-119.59,36.64,27,823,171,798,200,3.0521,113800
-118.16,33.93,35,757,151,474,132,3.7361,179800
-122.28,37.85,49,1130,244,607,239,2.4597,93800
-118.5,34.02,35,2914,934,1334,870,2.9934,350000
-122.24,37.75,27,4051,753,1499,797,4.8711,286600
-120.02,39.24,22,2309,571,919,342,3.0057,93600
-119.69,36.82,17,1897,433,1207,384,1.8021,55900
-117.11,32.77,52,1506,233,478,240,4.3875,300000
-118.24,33.89,32,1132,266,1211,279,2.1838,98300
-117.05,32.71,25,3292,608,2266,592,3.2986,119200
-122.48,37.77,52,2556,595,1202,568,3.8899,348500
-123.72,41.09,19,1970,431,1166,363,1.8208,50000
-118.14,34.04,43,1949,464,1216,457,3.3214,209300
-121.98,38.36,30,140,35,103,35,4.163,112500
-121.35,38.02,16,1665,311,1301,259,2.8403,132300
-122.38,37.71,47,1088,190,558,166,4.2708,207100
-118.43,34.03,39,1733,429,855,387,3.2308,340800
-121.31,38.26,22,1768,396,1005,420,1.8846,88300
-122.23,37.84,47,3175,454,1098,485,5.2868,347600
-118.1,33.84,36,690,109,316,104,3.7813,209100
-121.43,38.56,46,1316,244,452,245,3.0938,137800
-121.42,38.52,32,2828,556,1655,485,2.5574,72600
-117.06,33.78,17,2813,565,1345,488,2.5847,145300
-121.44,39.5,26,1652,325,790,292,3.0446,90800
-118.27,34.15,7,2837,776,2287,736,3.008,229000
-120.66,35.5,19,1861,364,1040,363,3.3125,163900
-115.69,32.79,18,1564,340,1161,343,2.1792,55200
-121.41,36.84,23,1771,356,1105,338,3.7049,192200
-117.46,34.09,8,4711,963,3310,988,3.5488,101600
-119.31,36.06,20,2236,434,1405,412,1.8827,48700
-118.35,34.11,33,7478,1678,2701,1500,4.1717,500001
-118.19,33.79,43,1823,600,2339,560,1.6792,130600
-120.4,38.06,12,1430,310,517,240,2.6544,128100
-118.88,34.22,16,2343,393,2007,383,5.756,302700
-122.88,39.14,20,1125,231,521,196,2.2188,106300
-118.23,34.12,28,1546,465,974,408,2.2843,183800
-116.9,33.22,11,4132,773,2012,703,3.1906,234500
-122.02,37.87,14,3056,369,1209,377,8.4352,441400
-118.51,34.26,29,2472,354,1109,397,5.5433,332500
-118.32,34.16,46,2345,453,1031,427,4.3173,278300
-121.43,37.75,41,1717,325,855,303,2.75,127300
-118.23,34.21,36,2988,719,1357,657,3.5174,268000
-117.94,34.03,35,1375,249,1015,239,4.0521,151800
-122.16,37.79,22,12842,2048,4985,1967,5.9849,371000
-118.16,33.77,49,3382,787,1314,756,3.8125,382100
-118.26,33.9,38,1566,318,981,318,4.0234,111900
-122.08,37.64,36,786,133,463,160,3.9338,182700
-118.3,34.09,36,2332,993,3155,927,2.2612,230400
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400
-120.64,35.15,7,7922,1442,2863,1197,4.849,275000
-122.09,37.68,43,1415,348,569,293,2.5156,190900
-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000
